602 W 48th Place,"PM: GW 08, 11, & 12 funding",0,3.00,$154
Program Total,,0,3.00,$154
2011 Ward: 11,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
S LOWE AVEW 38 ST (3800 S)W PERSHING RD (390,0 S),0,0.00,"$14,488"
S HERMITAGE AVEW 34 ST (3400 S)W 35 ST (3500 S,),0,0.00,$671
S WALLACE STW 44 ST (4400 S)W 44 PL (4432 S),,0,0.00,"$7,264"
S UNION AVEW 33 ST (3300 S)W 34 ST (3400 S),,0,0.00,"$17,778"
W 34TH STS LITUANICA AV (900 W)S MORGAN ST,(1000 W),0,0.00,$300
S WALLACE STW 44 PL (4432 S)W 44 ST (4400 S),,0,0.00,"$12,301"
W 38TH PLS ASHLAND (W) AV(1604 W)S PAULINA,ST (1700 W),0,0.00,"$2,064"
S WENTWORTH AVEW 33 ST (3300 S)W 30 ST (3006,S),0,0.00,"$18,593"
S MAY STW 32 ST (3200 S)W 32 ST (3200 S),,0,0.00,"$31,181"
Program Total,,0,0.00,"$104,640"
"",,,,
2011 Ward: 11,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 37TH STS MORGAN ST (1000 W)Dead End (1221 W,),0,0.00,"$9,065"
W 25TH PLS WENTWORTH AV (200 W)S STEWART,AV (400 W),0,0.00,"$80,144"
W 34TH STS WELLS ST (230 W)S SHIELDS AV (328,W),2,0.00,"$67,627"
S STEWART AVEW 31 ST (3100 S)W 32 ST (3200 S),,1,0.00,"$33,354"
S SHORT STS HILLOCK AV (2818 S)W FULLER ST (,2838 S),0,0.00,"$34,209"
S HAMILTON AVEW 34 ST (3400 S)W 35 ST (3500 S),,1,0.00,"$54,200"
S STEWART AVEW 25 PL (2531 S)W 26 ST (2600 S),,0,0.00,"$11,511"
2011 Ward: 11,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,4,0.00,"$290,111"
"",,,,
2011 Ward: 11,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
W 46TH STS WALLACE ST (600 W)S NORMAL AV (,500 W),1,0.00,"$50,970"
S HERMITAGE AVEW 35 ST (3500 S)W 35 ST (3500 S,),1,0.00,"$50,190"
W 47TH PLS HALSTED ST (800 W)S UNION AV (700,W),1,0.00,"$51,264"
W 33RD STS PAULINA ST (1700 W)S ASHLAND AV,(1600 W),1,0.00,"$36,009"
S FARRELL STS ARCHER AV (2818 S)S LYMAN ST,(2926 S),1,0.00,"$29,418"
Program Total,,5,0.00,"$217,851"
"",,,,
2011 Ward: 11,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S WELLS STW 26 ST (2600 S)W 27 ST (2740 S),,0,1.00,"$1,850"
S UNION AVEW 34 ST (3400 S)W 35 ST (3500 S),,0,1.00,"$3,700"
Program Total,,0,2.00,"$5,550"
"",,,CDOT Total:,"$1,046,20"
2011 Menu Ward:  11,,,,
"","Menu Budget: $1,320,00",0
"",Ward Committed Total:,
"","$1,320,00",0
"",Ward Balance:,
"",$,0
"",,,,
BOE,,,,
"",,,,
2011 Ward: 12,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
2935W 24TH BLVD,,0,1.00,$500
S ROCKWELL STW 45 ST (4500 S)W 47 ST (4700 S,")BALANCE OF $125,000 FROM DCEO GR",ANT HD- 0,2.00,"$11,500"
"",110028,,,
W 25TH STS CALIFORNIA AV (2800 W)S KEDZIE,AV (3200 W)9/22/11E-Mail,0,4.00,"$293,000"
2412S BOULEVARD WY,,0,1.00,$500
2836W 24TH BLVD,,0,1.00,$500
2749W 44TH ST,,0,1.00,$500
2816W 24TH BLVD,,0,1.00,$500
W 22ND PLS CALIFORNIA AV (2800 W)Dead End,(2866 W)9/22/11 E-Mail,0,1.00,"$68,250"
Program Total,,0,12.00,"$375,250"
"",,,BOE Total:,"$375,25"
CDOT,,,,
"",,,,
2011 Ward: 12,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 38TH PLS ST LOUIS AV (3500 W),,0,1.00,"$7,275"
2011 Ward: 12,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
S WASHTENAW AVEW POPE JOHN PAUL II DR (4300,S),0,2.00,"$25,387"
S ARTESIAN AVEW PERSHING RD (3900 S),,0,2.00,"$16,592"
W 42ND STS FAIRFIELD AV (2732 W),,0,2.00,"$29,534"
W 44TH STS ROCKWELL ST (2600 W),,0,1.00,"$9,756"
Program Total,,0,8.00,"$88,544"
"",,,,
2011 Ward: 12,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 45TH STW 46TH STS WASHTENAW AVES FA,IRFIELD AVE,1,0.00,"$33,123"
W 25TH STW 26TH STS TROY STS ALBANY AVE,,1,0.00,"$30,076"
W 37TH PLDEAD ENDS ST LOUIS AVES HOMAN,AVE,0,0.00,"$12,403"
W 45TH STW 46TH STS TALMAN AVES WASHT,ENAW AVE,1,0.00,"$32,909"
W POPE JOHN PAUL II DRW 44TH STS TALMAN AV,ES WASHTENAW,1,0.00,"$45,926"
AVE,,,,
W 42ND STW POPE JOHN PAUL II DRS CAMPBELL,AVES MAPLEWOOD,1,0.00,"$36,624"
AVE,,,,
DEAD ENDW 42ND STS CALIFORNIA AVES FAI,RFIELD AVE,0,0.00,"$20,268"
W POPE JOHN PAUL II DRW 44TH STS MAPLEWOO,D AVES ROCKWELL,0,0.00,"$3,816"
W 23RD STW 23RD PLS CALIFORNIA AVES WA,SHTENAW AVE,1,0.00,"$42,276"
Program Total,,6,0.00,"$257,420"
2011 Ward: 12,,,,
Program: Alley Resurface Menu(1),Desc of Work,Block,s Unit Count,Est. Cost
W 23RD STW 23RD PLS CALIFORNIA AVES MAR,SHALL BLVD,1,0.00,"$44,888"
Program Total,,1,0.00,"$44,888"
"",,,,
2011 Ward: 12,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S ROCKWELLS MAPLEWOOD AVEE 47TH STE 4,8TH ST,0,0.00,"$1,100"
S ROCKWELLS WASHTENAW AVEW 24TH PLW,24TH ST,0,0.00,"$1,650"
Program Total,,0,0.00,"$2,750"
"",,,,
2011 Ward: 12,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 45TH STS WOOD ST (1800 W)S WOLCOTT AV (19,00 W),0,0.00,"$9,674"
Program Total,,0,0.00,"$9,674"
"",,,,
2011 Ward: 12,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
S TALMAN AVEW 39 PL (3932 S)W 40 ST (4002 S),,0,0.00,"$12,134"
W 43RD STS WASHTENAW AV (2700 W)S FAIRFIEL,D AV (2732 W),0,0.00,"$11,603"
S TROY STW 30 ST (3000 S)W 31 ST (3100 S),,0,0.00,"$4,899"
Program Total,,0,0.00,"$28,636"
"",,,,
2011 Ward: 12,,,,
Program: Sidewalk Menu - Change Order,Desc of Work,Block,s Unit Count,Est. Cost
S TALMAN AVEW 39 PL (3932 S)W 40 PL (4050 S,)PM: JC - 2011 & 2012 funds,0,0.00,$291
Program Total,,0,0.00,$291
"",,,,
2011 Ward: 12,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W CULLERTON STS CALIFORNIA AV (2800 W)S M,ARSHALL BV (2932 W),1,0.00,"$26,690"
W 44TH STS CALIFORNIA AV (2800 W)S MOZART,ST (2832 W),0,0.00,"$26,810"
W 42ND STS ROCKWELL ST (2600 W)S TALMAN A,V (2632 W),0,0.00,"$37,083"
Program Total,,2,0.00,"$90,583"
"",,,,
2011 Ward: 12,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
S TROY STW 24 ST (2400 S)W 25 ST (2500 S),,1,0.00,"$37,843"
W 34TH STS HAMILTON AV (2143 W)S WESTERN (,E) SD(2348 W),3,0.00,"$106,193"
S ALBANY AVEW 24 ST (2400 S)W 26 ST (2600 S),,2,0.00,"$92,105"
S TALMAN AVEW 39 PL (3932 S)W 40 ST (4002 S),,0,0.00,"$18,547"
W 24TH STS TROY ST (3132 W)S WHIPPLE ST (3032,W),1,0.00,"$35,601"
S SACRAMENTO AVEW CERMAK RD (2200 S)W 23,ST (2300 S),1,0.00,"$36,786"
W 24TH PLS ROCKWELL ST (2600 W)S WASHTENA,W AV (2700 W),1,0.00,"$29,337"
2011 Ward: 12,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
S ROCKWELL STW MONTGOMERY AV (4126 S)W 4,2 ST (4200 S),1,0.00,"$24,154"
S TALMAN AVEW 40 ST (4002 S)W 40 PL (4050 S),,1,0.00,"$34,824"
Program Total,,10,0.00,"$415,390"
"",,,,
2011 Ward: 12,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S FAIRFIELD AVEW 46 ST (4600 S)W 47 ST (4700 S),,0,1.00,"$3,700"
Program Total,,0,1.00,"$3,700"
"",,,CDOT Total:,"$941,87"
Other,,,,
"",,,,
2011 Ward: 12,,,,
Program: POD Camera,Desc of Work,Block,s Unit Count,Est. Cost
"2420 W. 35th St. (2010, 2009, 2011) TPC = $22,500",,0,0.00,"$1,074"
Relocate POD camera from 4500 s. Talman to 3416 S.,,0,0.00,"$1,800"
Program Total,,0,0.00,"$2,874"
"",,,Other Total:,"$2,87"
2011 Menu Ward:  12,,,,
"","Menu Budget: $1,320,00",0
"",Ward Committed Total:,
"","$1,320,00",0
"",Ward Balance:,
"",$,0
"",,,,
BOE,,,,
"",,,,
2011 Ward: 13,,,,
Program: Pole Painting,Desc of Work,Block,s Unit Count,Est. Cost
6335S AUSTIN AVE,,0,1.00,$200
6158W 61ST ST,,0,1.00,$200
5609S NARRAGANSETT AVE,,0,1.00,$300
Program Total,,0,3.00,$700
"",,,,
2011 Ward: 13,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
S KOLIN AVEW 59 ST (5900 S)W 63 ST (6300 S),,0,4.00,"$275,000"
6549S KEDVALE AVE,,0,1.00,$350
6155S KILBOURN AVE,,0,1.00,$350
S KOSTNER AVEW MARQUETTE RD (6700 S)W,69 ST (6900 S)PER 9/1/11Request received by Javier.,0,2.00,"$136,500"
6559S KEDVALE AVE,,0,1.00,$350
5930S NARRAGANSETT AVE,,0,1.00,$350
6016S CENTRAL AVE,,0,1.00,$335
6849S KENNETH AVE,,0,1.00,$350
6622S KEATING AVE,,0,1.00,$350
2011 Ward: 13,,,,
Program: Street Lighting,Desc of Work,Block,s Unit Count,Est. Cost
7215S HARDING AVE,,0,2.00,"$1,000"
5824W 60TH ST,,0,1.00,$350
4727W 82ND PL,,0,1.00,$500
4133W 69TH PL,,0,1.00,$500
6337S KEDVALE AVE,,0,1.00,$350
Program Total,,0,19.00,"$416,635"
"",,,BOE Total:,"$417,33"
CDOT,,,,
"",,,,
2011 Ward: 13,,,,
Program: Alley Apron Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KEATING AVEW 64 ST (6400 S),,0,1.00,"$11,371"
S MONITOR AVEW 62 ST (6200 S)S MONITOR AV (5,832 W),0,1.00,"$8,517"
Program Total,,0,2.00,"$19,888"
"",,,,
2011 Ward: 13,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KARLOV AVES PULASKI RDW 56TH STW 56T,H PL,0,0.00,"$3,244"
Program Total,,0,0.00,"$3,244"
2011 Ward: 13,,,,
Program: Alley Resurface Menu(1),Desc of Work,Block,s Unit Count,Est. Cost
S KOLIN AVES KILDARE AVEW 65TH STW 66TH,ST,1,0.00,"$25,544"
Program Total,,1,0.00,"$25,544"
"",,,,
2011 Ward: 13,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KEATING AVES CICERO AVEW 61ST STW 62N,D ST,0,0.00,"$1,100"
S KNOX AVES KILPATRICK AVEW 63RD STW 6,4TH ST,0,0.00,"$1,650"
Program Total,,0,0.00,"$2,750"
"",,,,
2011 Ward: 13,,,,
Program: Curb/Gutter Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 64TH PLS LINDER AV (5500 W)S CENTRAL AV (,5600 W),0,0.00,"$3,009"
W 68TH STS SPRINGFIELD AV (3900 W)S PULASKI,RD (4000 W),0,0.00,"$3,155"
S KOLMAR AVEW 59 ST (5900 S)W 60 ST (6000 S),,0,0.00,"$2,467"
W 63RD PLS AUSTIN AV (6000 W)S MEADE AV (61,00 W),0,0.00,"$3,812"
W 57TH STS KARLOV AV (4100 W)S KEELER AV (4,200 W),0,0.00,"$5,645"
S KOLIN AVEW 59 ST (5900 S)W 60 ST (6000 S),,0,0.00,"$5,678"
S LAWNDALE AVEW 65 ST (6500 S)W 65 PL (6532 S,),0,0.00,"$5,737"
Program Total,,0,0.00,"$29,503"
2011 Ward: 13,,,,
Program: In-Road State Law Stop for Pedestrians S,Desc of Work,Block,s Unit Count,Est. Cost
S KOLIN AVEW 59TH ST,,0,0.00,$800
Program Total,,0,0.00,$800
"",,,,
2011 Ward: 13,,,,
Program: Miscellaneous-CDOT,Desc of Work,Block,s Unit Count,Est. Cost
5926 S Menard - Fence installation,PM: OC  - 8'  iron fence,0,1.00,"$6,500"
S OAK PARK AVEW 59 ST (5900 S)W 60 ST (6000,S)PM: JC -,0,1.00,"$5,310"
S RUTHERFORD AVEW 59 ST (5900 S)Dead End (,"5916 S)2011 & 2012 funds Total $18,599.00",0,1.00,$959
Program Total,,0,3.00,"$12,769"
"",,,,
2011 Ward: 13,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
S OAK PARK AVEW 58 ST (5800 S)W 59 ST (5900 S),,0,0.00,"$2,278"
W 63RD STS MEADE AV (6100 W)S MELVINA AV (6,200 W),0,0.00,"$1,818"
S KILPATRICK AVEW 61 ST (6100 S)W 61 ST (6100 S,),0,0.00,"$3,171"
S KEATING AVEW 61 ST (6100 S)W 62 ST (6200 S),,0,0.00,$358
W 62ND STS KOSTNER AV (4400 W)S KENNETH AV,(4432 W),0,0.00,"$1,178"
Program Total,,0,0.00,"$8,803"
"",,,,
2011 Ward: 13,,,,
Program: Street Bump Outs Menu,Desc of Work,Block,s Unit Count,Est. Cost
2011 Ward: 13,,,,
Program: Street Bump Outs Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 63RD PLS LATROBE AV (5232 W)S LATROBE AV,(5232 W),0,1.00,"$12,761"
Program Total,,0,1.00,"$12,761"
"",,,,
2011 Ward: 13,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 65TH PLS KILBOURN AV (4500 W)Dead End (4526,W),1,0.00,"$35,272"
W 66TH PLS KILBOURN AV (4500 W)Dead End (4526,W),1,0.00,"$33,579"
S LATROBE AVEW 64 ST (6414 S)W 63 PL (6332 S),,0,0.00,"$17,667"
S CENTRAL PARK AVEW 72 ST (7200 S)W 73 ST (73,00 S),1,0.00,"$35,152"
W 64TH PLS KILBOURN AV (4500 W)Dead End (4526,W),1,0.00,"$31,700"
S KOSTNER AVEW 57 ST (5700 S)W 58 ST (5800 S),,1,0.00,"$23,275"
W 66TH STS LAWNDALE AV (3700 W)S CENTRAL,PARK (W) AV(3604 W),1,0.00,"$38,678"
S CENTRAL PARK AVEW 71 ST (7100 S)W 72 ST (72,00 S),1,0.00,"$29,487"
W 68TH STS KILBOURN AV (4500 W)S KOLMAR AV,(4532 W),0,0.00,"$15,763"
S HAMLIN AVEW 66 PL (6632 S)W MARQUETTE RD,(6700 S),0,0.00,"$31,936"
W 66TH STDead End (4623 W)S KILBOURN AV (4500,W),1,0.00,"$33,579"
W 64TH STS KILBOURN AV (4500 W)Dead End (4531,W),1,0.00,"$47,591"
W 65TH STS KILBOURN AV (4500 W)Dead End (4526,W),1,0.00,"$31,156"
Program Total,,9,0.00,"$404,835"
2011 Ward: 13,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
W 58TH PLS PULASKI RD (4000 W)S KARLOV AV (,4100 W),1,0.00,"$31,175"
W 57TH STS KARLOV AV (4100 W)S KEELER AV (4,200 W),1,0.00,"$39,684"
S MONITOR AVEW 62 ST (6200 S)W 63 ST (6300 S),,1,0.00,"$40,468"
S KILDARE AVEW 65 ST (6500 S)W 66 ST (6600 S),,1,0.00,"$41,213"
S KOSTNER AVEW 64 ST (6400 S)W 65 ST (6500 S),,1,0.00,"$40,379"
Program Total,,5,0.00,"$192,918"
"",,,,
2011 Ward: 13,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KILBOURN AVEW 63 ST (6300 S)W 64 ST (6400 S),,0,1.00,"$3,700"
W 65TH STS LAWNDALE AV (3700 W)S HAMLIN A,V (3800 W),0,1.00,"$3,700"
S KOLIN AVEW 61 ST (6100 S)W 62 ST (6200 S),,0,1.00,"$3,700"
S KILBOURN AVEW 60 ST (6000 S)W 61 ST (6100 S),,0,1.00,"$3,700"
S KARLOV AVEW 64 ST (6400 S)W 65 ST (6500 S),,0,1.00,"$3,700"
S KILBOURN AVEW 62 ST (6200 S)W 63 ST (6300 S),,0,1.00,"$3,700"
S KILPATRICK AVEW 65 ST (6500 S)W 66 ST (6600 S,),0,1.00,"$3,700"
W 64TH PLS MEADE AV (6100 W)S MELVINA AV (6,200 W),0,1.00,"$3,700"
S LATROBE AVEW 63 ST (6300 S)W 63 PL (6332 S),,0,1.00,"$1,850"
S AVERS AVEW 71 ST (7100 S)W 72 ST (7200 S),,0,1.00,"$3,700"
S KILBOURN AVEW 66 ST (6600 S)W MARQUETTE,RD (6700 S),0,1.00,"$3,700"
2011 Ward: 13,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,0,11.00,"$38,850"
"",,,CDOT Total:,"$752,66"
Other,,,,
"",,,,
2011 Ward: 13,,,,
Program: Chicago Park District,Desc of Work,Block,s Unit Count,Est. Cost
Lawler Park - water feature,,0,0.00,"$150,000"
Program Total,,0,0.00,"$150,000"
"",,,Other Total:,"$150,00"
2011 Menu Ward:  13,,,,
"","Menu Budget: $1,320,00",0,,
"",Ward Committed Total:,,,
"","$1,320,00",0,,
"",Ward Balance:,,,
"",$,0,,
"",,,,
CDOT,,,,
"",,,,
2011 Ward: 14,,,,
Program: Alley Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
S SAWYER AVES SPAULDING AVEW 46TH STW,47TH ST,1,0.00,"$25,915"
S SAWYER AVES SPAULDING AVEW 45TH STW,46TH ST,1,0.00,"$27,777"
Program Total,,2,0.00,"$53,692"
"",,,,
2011 Ward: 14,,,,
Program: Alley Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S WASHTENAW AVES FAIRFIELD AVEW 54TH ST,W 55TH ST,0,0.00,"$1,100"
W 47TH STW 48TH STS AVERS AVES HAMLIN A,VE,0,0.00,"$1,100"
S LAWNDALE AVES CENTRAL PARK AVEW 57TH,STW 57TH PL,0,0.00,"$1,100"
Program Total,,0,0.00,"$3,300"
"",,,,
2011 Ward: 14,,,,
Program: Miscellaneous-CDOT,Desc of Work,Block,s Unit Count,Est. Cost
S SACRAMENTO AVEW 52 ST (5200 S)W 53 ST (5,"300 S)2012-$9422.00+2011(MISC)-$3144.00=$12,",565.64 0,0.00,"$3,144"
5154 S Narragansett,"2008, 2009, 2010, 2011, & 2012 funds",0,1.00,$272
Program Total,,0,1.00,"$3,416"
"",,,,
2011 Ward: 14,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
S HOMAN AVEW 51 ST (5100 S)W 52 ST (5200 S),,0,0.00,"$13,992"
W 55TH STS CALIFORNIA AV (2800 W)S FRANCISC,O AV (2900 W),0,0.00,$820
W 55TH STS FRANCISCO AV (2900 W)S SACRAMEN,TO AV (3000 W),0,0.00,"$1,749"
W 51ST STS TRUMBULL AV (3432 W)S ST LOUIS A,V (3500 W),0,0.00,"$8,792"
S KARLOV AVEW 44 ST (4400 S)W 45 ST (4500 S),,0,0.00,"$33,536"
S TRUMBULL AVEW 44 ST (4400 S)W 45 ST (4500 S,),0,0.00,"$4,467"
S ST LOUIS AVEW 43 ST (4300 S)W 44 ST (4400 S),,0,0.00,"$53,191"
W 54TH STS ALBANY AV (3100 W)S KEDZIE AV (3,200 W),0,0.00,"$1,022"
S SPAULDING AVEW 45 ST (4500 S)W 46 ST (4600 S,),0,0.00,"$19,125"
S KOMENSKY AVEW 44 ST (4400 S)W 45 ST (4500 S,),0,0.00,"$25,090"
S KOMENSKY AVEW 47 ST (4700 S)W 48 ST (4800 S,),0,0.00,"$27,739"
S HARDING AVEW 45 ST (4500 S)W 46 ST (4600 S),,0,0.00,"$1,455"
S TRUMBULL AVEW 52 ST (5200 S)W 53 ST (5300 S,),0,0.00,"$25,491"
S HOMAN AVEW 52 ST (5200 S)W 53 ST (5300 S),,0,0.00,"$12,551"
W 55TH STS ALBANY AV (3100 W)S KEDZIE AV (3,200 W),0,0.00,"$4,236"
S WHIPPLE STW 47 ST (4700 S)W 46 ST (4600 S),,0,0.00,"$2,376"
S TRUMBULL AVEW 51 ST (5100 S)W 52 ST (5200 S,),0,0.00,"$28,779"
S SPAULDING AVEW 46 ST (4600 S)W 47 ST (4700 S,),0,0.00,"$5,970"
S CHRISTIANA AVEW 56 ST (5600 S)W 57 ST (5700,S),0,0.00,"$4,795"
2011 Ward: 14,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
S TROY STW 55 ST (5500 S)W 56 ST (5600 S),,0,0.00,$615
W 57TH PLS ST LOUIS AV (3500 W)S CENTRAL PAR,K AV (3600 W),0,0.00,"$31,538"
W 57TH PLS CENTRAL PARK (W) AV(3600 W)S LAW,NDALE AV (3700 W),0,0.00,"$9,024"
S HOMAN AVEW 44 ST (4400 S)W 45 ST (4500 S),,0,0.00,"$8,110"
S HOMAN AVEW 43 ST (4300 S)W 44 ST (4400 S),,0,0.00,"$13,657"
S SAWYER AVEW 43 ST (4300 S)S ARCHER AV (440,7 S),0,0.00,"$3,606"
W 55TH STS SACRAMENTO AV (3000 W)S ALBANY,AV (3100 W),0,0.00,"$4,495"
S TRUMBULL AVEW 55 ST (5500 S)W 56 ST (5600 S,),0,0.00,"$28,505"
W 55TH PLS CENTRAL PARK (W) AV(3600 W)S LAW,NDALE AV (3700 W),0,0.00,"$14,189"
W 55TH STS KEDZIE AV (3200 W)S SPAULDING AV,(3300 W),0,0.00,$806
W 47TH STS KEDZIE AV (3200 W)S CHRISTIANA A,V (3332 W),0,0.00,"$15,959"
W 43RD STW POPE JOHN PAUL II DR (3150 W)S SA,WYER AV (3230 W),0,0.00,"$9,299"
S KOMENSKY AVEW 49 ST (4900 S)W 50 ST (5000 S,),0,0.00,"$4,474"
S CHRISTIANA AVES ARCHER AV (4508 S)W 46 ST,(4600 S),0,0.00,"$12,371"
S TRUMBULL AVEW 56 ST (5600 S)W 57 ST (5700 S,),0,0.00,"$15,369"
S SPRINGFIELD AVEW 45 ST (4500 S)W 46 ST (4600,S),0,0.00,"$4,918"
W 58TH PLS LAWNDALE AV (3700 W)S HAMLIN A,V (3800 W),0,0.00,"$5,607"
S KEELER AVEW 44 ST (4400 S)W 45 ST (4500 S),,0,0.00,"$12,041"
S WHIPPLE STW 46 ST (4600 S)W 47 ST (4700 S),,0,0.00,"$23,378"
S CHRISTIANA AVEW 46 ST (4600 S)W 47 ST (4700,S),0,0.00,"$12,972"
S ALBANY AVEW 52 ST (5200 S)W 53 ST (5300 S),,0,0.00,"$23,117"
2011 Ward: 14,,,,
Program: Sidewalk Menu,Desc of Work,Block,s Unit Count,Est. Cost
Program Total,,0,0.00,"$529,226"
"",,,,
2011 Ward: 14,,,,
Program: Sidewalk Menu - Change Order,Desc of Work,Block,s Unit Count,Est. Cost
S SACRAMENTO AVEW 52 ST (5200 S)W 53 ST (5,300 S)PM: JC - 2012 request 2011 funds,0,0.00,$589
S SACRAMENTO AVEW 53 ST (5300 S)W 54 ST (5,400 S)PM: JC - 2011 funds,0,0.00,"$1,480"
various locations,PM: JB,0,0.00,"$18,476"
Program Total,,0,0.00,"$20,545"
"",,,,
2011 Ward: 14,,,,
Program: Street Resurface Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 53RD PLS HOMAN AV (3400 W)S ST LOUIS AV (3,500 W),1,0.00,"$45,517"
W 54TH PLS HOMAN AV (3400 W)S ST LOUIS AV (3,500 W),1,0.00,"$38,272"
W 53RD STS KEDZIE AV (3200 W)S ST LOUIS AV (3,500 W),2,0.00,"$111,584"
W 48TH STS HAMLIN AV (3800 W)S PULASKI RD (4,000 W),2,0.00,"$125,079"
W 49TH STS HARDING AV (3932 W)S LAMON AV (,4900 W),1,0.00,"$66,715"
Program Total,,6,0.00,"$387,167"
"",,,,
2011 Ward: 14,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
S KEELER AVEW 43 ST (4300 S)W 44 ST (4400 S),,1,0.00,"$41,489"
2011 Ward: 14,,,,
Program: Street Resurface Menu(1-5),Desc of Work,Block,s Unit Count,Est. Cost
S KEELER AVEW 45 ST (4500 S)W 46 ST (4600 S),,1,0.00,"$43,442"
S KEELER AVEW 44 ST (4400 S)W 45 ST (4500 S),,1,0.00,"$42,843"
S FAIRFIELD AVEW 50 ST (5000 S)W 51 ST (5100 S),,1,0.00,"$36,281"
S KEELER AVEW 46 ST (4600 S)W 47 ST (4700 S),,1,0.00,"$39,862"
Program Total,,5,0.00,"$203,916"
"",,,,
2011 Ward: 14,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
W 53RD STS HOMAN AV (3400 W)S ST LOUIS AV (3,500 W),0,1.00,"$3,700"
W 52ND STS CAMPBELL AV (2500 W)S ROCKWELL,ST (2600 W),0,1.00,"$3,700"
W 48TH STS HAMLIN AV (3800 W)S SPRINGFIELD,AV (3900 W),0,1.00,"$3,700"
W 54TH PLS HOMAN AV (3400 W)S ST LOUIS AV (3,500 W),0,1.00,"$3,700"
W 52ND STS WESTERN AV (2400 W)S CAMPBELL A,V (2500 W),0,1.00,"$3,700"
S SACRAMENTO AVEW 58 ST (5800 S)W 59 ST (590,0 S),0,1.00,"$3,700"
S FAIRFIELD AVEW 50 ST (5000 S)W 51 ST (5100 S),,0,1.00,"$3,700"
S SAWYER AVEW 57 ST (5700 S)W 58 ST (5800 S),,0,1.00,"$3,700"
S KARLOV AVEW 43 ST (4300 S)W 44 ST (4400 S),,0,1.00,"$3,700"
S HOMAN AVEW 56 ST (5600 S)W 59 ST (5900 S),,0,3.00,"$11,100"
S SPAULDING AVES ARCHER AV (4449 S)W 47 ST,(4700 S),0,2.00,"$9,250"
S CHRISTIANA AVES ARCHER AV (4508 S)W 47 ST,(4700 S),0,2.00,"$7,400"
W 53RD STS SPAULDING AV (3300 W)S HOMAN AV,(3400 W),0,1.00,"$3,700"
2011 Ward: 14,,,,
Program: Street Speed Hump Menu,Desc of Work,Block,s Unit Count,Est. Cost
S KEELER AVEW 44 ST (4400 S)W 45 ST (4500 S),,0,1.00,"$3,700"
S RICHMOND STW 51 ST (5100 S)W 55 ST (5500 S),,0,4.00,"$14,800"
S KEELER AVEW 43 ST (4300 S)W 44 ST (4400 S),,0,1.00,"$3,700"
S SAWYER AVEW 46 ST (4600 S)W 47 ST (4700 S),,0,1.00,"$3,700"
W 48TH STS SPRINGFIELD AV (3900 W)S PULASKI,RD (4000 W),0,1.00,"$1,850"
W 53RD PLS HOMAN AV (3400 W)S ST LOUIS AV (3,500 W),0,1.00,"$3,700"
