ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
13,Sidewalk Menu,6130 S MCVICKER AVE,2018,2002.27,11160,6130 S MCVICKER AVE,google,"c(-87.7731121, 41.7805596)",13011,11,2005342.68663,5999.33593347,13
30,Sidewalk Menu,6130 W MELROSE ST,2021,6386.04,26687,6130 W MELROSE ST,census,"c(-87.779509881, 41.939328964)",30021,21,2204584.4752,5980.71014091,30
23,Miscellaneous CDOT Projects,6132 S KEDZIE AVE,2019,450,20362,6132 S KEDZIE AVE,google,"c(-87.7034315, 41.781495)",23017,17,2415496.67047,7952.68843076,23
30,Alley Apron Menu,6134 W GEORGE ST,2018,14774.82,26436,6134 W GEORGE ST,census,"c(-87.779899019, 41.9329182600001)",30013,13,2204232.71451,6644.55507286,30
13,Curb & Gutter Menu,6135 W 55TH ST,2017,6816.53,11051,6135 W 55TH ST,census,"c(-87.775847212, 41.792464013)",13048,48,1769894.39931,6658.98772076,13
13,Sidewalk Menu,6137 S MASSASOIT AVE,2022,4820.18,11578,6137 S MASSASOIT AVE,census,"c(-87.765494447, 41.7809400880001)",13017,17,1823184.14988,7568.74949487,13
44,Miscellaneous CDOT Projects,614 W OAKDALE AVE,2017,1888,38716,614 W OAKDALE AVE,census,"c(-87.6448153429999, 41.935532853)",44006,6,1291881.85739,4923.38515106,44
48,Alley Speed Hump Menu,6140 N BROADWAY,2017,2100,41889,6140 N BROADWAY,google,"c(-87.6607805, 41.9933242)",48025,25,1133468.76622,4643.46467662,48
48,Alley Speed Hump Menu,6140 N BROADWAY,2017,1400,41890,6140 N BROADWAY,google,"c(-87.6607805, 41.9933242)",48025,25,1133468.76622,4643.46467662,48
40,POD Camera,6140 N. Seeley,2009,25000,34947,6140 N. Seeley,google,"c(-87.6811156, 41.993008)",40018,18,2626016.95913,6632.19779703,40
13,Sidewalk Menu,6140 S MAJOR AVE,2022,4274.26,11579,6140 S MAJOR AVE,google,"c(-87.7644983, 41.7804696)",13017,17,1823184.14988,7568.74949487,13
13,Nathan Hale Elementary School Fencing,6140 S MELVINA AVE,2019,40000,11247,6140 S MELVINA AVE,census,"c(-87.782872915, 41.993460139)",39020,20,3130216.68903,8330.44863724,39
13,Sidewalk Menu,6140 W 64TH ST,2019,1557.2,11298,6140 W 64TH ST,google,"c(-87.7754748, 41.7762107)",13004,4,1990546.06412,6666.27079928,13
36,Sidewalk Menu,6141 W ROSCOE ST,2020,5061.01,32118,6141 W ROSCOE ST,google,"c(-87.7804578, 41.9418591)",36018,18,2875825.55144,7312.13785363,36
13,Sidewalk Menu,6142 S MAJOR AVE,2018,3154.51,11215,6142 S MAJOR AVE,census,"c(-87.764285122, 41.780855828)",13017,17,1823184.14988,7568.74949487,13
13,Sidewalk Menu,6143 S KEATING AVE,2021,3676.88,11480,6143 S KEATING AVE,google,"c(-87.7408639, 41.7808184)",13025,25,3508218.22365,7960.90427498,13
40,Alley Speed Hump Menu,6144 N CLAREMONT AVE,2017,1400,35256,6144 N CLAREMONT AVE,census,"c(-87.688526124, 41.993140925)",40039,39,874152.006656,3955.99155279,40
50,Street Light Upgrade Menu,6144 N FRANCISCO AVE,2017,500,43383,6144 N FRANCISCO AVE,census,"c(-87.695912548, 41.7818786450001)",16013,13,2095511.22107,6308.41339342,16
16,Alley Apron Menu,6144 S JUSTINE ST,2022,14753.78,14650,6144 S JUSTINE ST,census,"c(-87.663058841, 41.782253703)",16031,31,2418320.49772,6344.94071232,16
30,Sidewalk Menu,6144 W FLETCHER ST,2020,4475.06,26633,6144 W FLETCHER ST,census,"c(-87.779739477, 41.937493567)",30021,21,2204584.4752,5980.71014091,30
48,Alley Apron Menu,6145 N LAKEWOOD AVE,2018,6778.605,41964,6145 N LAKEWOOD AVE,google,"c(-87.6626873, 41.9938807)",48025,25,1133468.76622,4643.46467662,48
16,Floodlight Menu,6145 S THROOP ST,2013,2400,14352,6145 S THROOP ST,google,"c(-87.6569812, 41.7818654)",16009,9,3073898.18618,7675.84547508,16
30,Alley Apron Menu,6145 W WELLINGTON AVE,2019,14071.88,26518,6145 W WELLINGTON AVE,census,"c(-87.7788002029999, 41.9347561820001)",30013,13,2204232.71451,6644.55507286,30
23,Sidewalk Menu,6146 S KARLOV AVE,2018,6522.63,20283,6146 S KARLOV AVE,google,"c(-87.7255429, 41.7809146)",23010,10,3265825.33868,10305.5476366,23
48,Alley Apron Menu,6148 N GREENVIEW AVE,2018,7150.71,41961,6148 N GREENVIEW AVE,census,"c(-87.667709566, 41.993968969)",48038,38,1756403.6453,5301.1934592,48
13,Sidewalk Menu,6148 S MASSASOIT AVE,2022,5666.07,11580,6148 S MASSASOIT AVE,census,"c(-87.765501575, 41.7807512090001)",13017,17,1823184.14988,7568.74949487,13
13,Sidewalk Menu,6148 S MULLIGAN AVE,2018,3317.59,11169,6148 S MULLIGAN AVE,census,"c(-87.780149931, 41.7804658270001)",13018,18,2772390.02522,7979.55442685,13
13,Sidewalk Menu,6148 W 63RD PL,2018,916.87,11183,6148 W 63RD PL,google,"c(-87.7755388, 41.7770922)",13004,4,1990546.06412,6666.27079928,13
48,Alley Apron Menu,6149 N GLENWOOD AVE,2022,323.635,42207,6149 N GLENWOOD AVE,google,"c(-87.665276, 41.9940271)",48038,38,1756403.6453,5301.1934592,48
13,Sidewalk Menu,6149 S KILBOURN AVE,2018,4226.83,11225,6149 S KILBOURN AVE,census,"c(-87.735041629, 41.781252335)",13023,23,1550594.21097,5324.76897233,13
40,Alley Resurfacing Menu,6150 N CLARK ST,2016,4534.11,35205,6150 N CLARK ST,google,"c(-87.6706464, 41.9941062)",40027,27,1998714.69059,6238.65192368,40
13,Sidewalk Menu,6150 S NATCHEZ AVE,2018,4082.55,11196,6150 S NATCHEZ AVE,census,"c(-87.783815036, 41.780374104)",13020,20,1626478.37764,6448.1131696,13
48,Street Speed Hump Menu,6151 N GLENWOOD AVE,2020,2350,42149,6151 N GLENWOOD AVE,census,"c(-87.6652574249999, 41.9940683080001)",48025,25,1133468.76622,4643.46467662,48
48,Miscellaneous-Other,6151 N Sheridan Road,2006,110000,41487,6151 N Sheridan Road,google,"c(-87.6546718, 41.9937916)",48013,13,259710.10825,2419.73151773,48
13,Sidewalk Menu,6151 W 63RD ST,2022,10474.62,11581,6151 W 63RD ST,census,"c(-87.7755667, 41.7777800360001)",13004,4,1990546.06412,6666.27079928,13
30,Alley Apron Menu,6151 W GEORGE ST,2018,14774.82,26436,6151 W GEORGE ST,census,"c(-87.780058074, 41.932905928)",30013,13,2204232.71451,6644.55507286,30
13,Sidewalk Menu,6152 S MASSASOIT AVE,2019,8278.3,11277,6152 S MASSASOIT AVE,census,"c(-87.7654990519999, 41.7806883580001)",13017,17,1823184.14988,7568.74949487,13
13,Sidewalk Menu,6153 S NARRAGANSETT AVE,2017,350.26,11087,6153 S NARRAGANSETT AVE,census,"c(-87.78135241, 41.780362122)",13018,18,2772390.02522,7979.55442685,13
48,Sidewalk Menu,6154 N GLENWOOD AVE,2017,22509.1,41933,6154 N GLENWOOD AVE,census,"c(-87.665236916, 41.9929124380001)",48038,38,1756403.6453,5301.1934592,48
13,Sidewalk Menu,6154 S KILDARE AVE,2019,3760.22,11304,6154 S KILDARE AVE,census,"c(-87.730165394, 41.781212802)",13023,23,1550594.21097,5324.76897233,13
13,Street Lighting,6155 S KILBOURN AVE,2011,350,10727,6155 S KILBOURN AVE,census,"c(-87.735038827, 41.7811567300001)",13023,23,1550594.21097,5324.76897233,13
13,Sidewalk Menu,6155 S NATOMA AVE,2018,2202.97,11156,6155 S NATOMA AVE,census,"c(-87.78745801, 41.7802552650001)",13031,31,2140113.13767,7987.80363678,13
30,Sidewalk Menu,6155 W FLETCHER ST,2021,5127.1,26688,6155 W FLETCHER ST,census,"c(-87.77992862, 41.937480517)",30021,21,2204584.4752,5980.71014091,30
13,Curb & Gutter Menu,6156 S MULLIGAN AVE,2021,2302.65,11406,6156 S MULLIGAN AVE,census,"c(-87.7801458019999, 41.7803401190001)",13018,18,2772390.02522,7979.55442685,13
30,Alley Apron Menu,6156 W BELMONT AVE,2022,10185.3,26723,6156 W BELMONT AVE,census,"c(-87.780002665, 41.9384051440001)",30021,21,2204584.4752,5980.71014091,30
30,Sidewalk Menu,6156 W NELSON ST,2018,87842.79,26469,6156 W NELSON ST,census,"c(-87.779910231, 41.9356611690001)",30013,13,2204232.71451,6644.55507286,30
30,Sidewalk Menu,6156 W NELSON ST,2018,39151.7,26478,6156 W NELSON ST,census,"c(-87.779910231, 41.9356611690001)",30013,13,2204232.71451,6644.55507286,30
48,Sidewalk Menu,6157 N KENMORE AVE,2021,4580.76,42183,6157 N KENMORE AVE,census,"c(-87.65691107, 41.9936015550001)",48032,32,929843.363235,3905.07862312,48
13,Curb & Gutter Menu,6158 S KNOX AVE,2019,2301.98,11265,6158 S KNOX AVE,google,"c(-87.7389492, 41.7804288)",13025,25,3508218.22365,7960.90427498,13
13,Alley Apron Menu,6158 S MAJOR AVE,2018,14714.71,11107,6158 S MAJOR AVE,census,"c(-87.764273884, 41.780599222)",13017,17,1823184.14988,7568.74949487,13
13,Pole Painting,6158 W 61ST ST,2011,200,10723,6158 W 61ST ST,google,"c(-87.7757974, 41.7815843)",13002,2,1657672.55023,5329.39186394,13
13,Curb & Gutter Menu,6159 S MAJOR AVE,2017,28553.58,11048,6159 S MAJOR AVE,google,"c(-87.7639754, 41.77998)",13026,26,2440487.74454,9332.91173423,13
13,Alley Apron Menu,6159 W 59TH ST,2017,29917.77,11036,6159 W 59TH ST,google,"c(-87.7764678, 41.7849214)",13022,22,2349846.96343,6691.76980927,13
48,Curb/Gutter Menu - Change Order,6166 N Sheridan,2009,12525,41595,6166 N Sheridan,google,"c(-87.6560689, 41.9942726)",48015,15,673969.46191,5027.68002537,48
27,Alley Speed Hump Menu,617 N LOREL AVE,2017,1400,23793,617 N LOREL AVE,census,"c(-87.759206311, 41.891558903)",37017,17,1605360.67401,5095.39824225,37
43,Alley Resurfacing Menu,617 W DRUMMOND PL,2019,8360.385,37974,617 W DRUMMOND PL,census,"c(-87.644631814, 41.930535471)",43040,40,870488.653607,3731.36546554,43
44,Sidewalk Menu,617 W OAKDALE AVE,2013,963,38442,617 W OAKDALE AVE,census,"c(-87.6448644069999, 41.9355220530001)",44006,6,1291881.85739,4923.38515106,44
44,Street Light Upgrade Menu,617 W SURF ST,2019,500,38799,617 W SURF ST,census,"c(-87.6448747009999, 41.9348621140001)",44018,18,1220045.89608,4986.78551056,44
4,1 PTZ Camera - Behind 618 S 41st Street,618 E 41ST ST,2022,24776,3804,618 E 41ST ST,google,"c(-87.6110749, 41.820559)",04032,32,3593948.87604,9235.87416624,4
27,Sidewalk Menu,618 N MONTICELLO AVE,2016,1192.16,23757,618 N MONTICELLO AVE,census,"c(-87.717443137, 41.8922132330001)",27034,34,1445054.36364,5332.21010285,27
27,Sidewalk Menu,618 N MONTICELLO AVE,2017,4908.27,23808,618 N MONTICELLO AVE,census,"c(-87.717443137, 41.8922132330001)",27034,34,1445054.36364,5332.21010285,27
4,Roosevelt Park Path Lighting,62 W ROOSEVELT RD,2019,6500,3722,62 W ROOSEVELT RD,census,"c(-87.629307873, 41.8674661920001)",04037,37,1300589.15323,6087.83731925,4
4,Miscellaneous CDOT Projects,620 E 41ST ST,2022,150,3819,620 E 41ST ST,google,"c(-87.6110777, 41.8206392)",04032,32,3593948.87604,9235.87416624,4
27,1 POD Camera NW Corner W.OHIO ST AND N.SAWYER ST (POLARIS SCHOOL),620 N SAWYER AVE,2022,24776,23946,620 N SAWYER AVE,google,"c(-87.7081379, 41.8923065)",27044,44,2164376.2519,6824.6334304600005,27
2,Pole Painting,620 S FRANCISCO AV,2008,200,1377,620 S FRANCISCO AV,census,"c(-87.698553859, 41.8735680130001)",28035,35,3577416.36439,7572.34080414,28
2,Street Lighting,620 S FRANCISCO AV,2008,1200,1458,620 S FRANCISCO AV,census,"c(-87.698553859, 41.8735680130001)",28035,35,3577416.36439,7572.34080414,28
21,Sidewalk Menu,620 W 87TH ST,2018,1674.63,18222,620 W 87TH ST,census,"c(-87.639604376, 41.7363105490001)",21011,11,2574976.25918,6647.34243331,21
39,Bollard Menu,6200 N HARDING AV,2006,647,34013,6200 N HARDING AV,census,"c(-87.727651723, 41.99384717)",39032,32,2562726.93764,8852.79164095,39
16,Sidewalk Menu,6200 S FRANCISCO AVE,2017,41447.84,14523,6200 S FRANCISCO AVE,google,"c(-87.6961847, 41.7807823)",16013,13,2095511.22107,6308.41339342,16
23,Sidewalk Menu,6200 S HAMLIN AVE,2022,80604.26,20597,6200 S HAMLIN AVE,google,"c(-87.718647, 41.7801987)",23032,32,3019201.44554,8023.23279971,23
16,Sidewalk Menu,6200 S JUSTINE ST,2018,10941.79,14548,6200 S JUSTINE ST,census,"c(-87.663051189, 41.781201417)",16034,34,2718349.1676,7625.21398409,16
16,POD Camera,6200 S Laflin,2006,24000,13947,6200 S Laflin,google,"c(-87.6621267, 41.7811745)",16034,34,2718349.1676,7625.21398409,16
13,Alley Apron Menu,6200 S MAJOR AVE,2017,18091.25,11035,6200 S MAJOR AVE,census,"c(-87.764239919, 41.7797324470001)",13017,17,1823184.14988,7568.74949487,13
15,Street Speed Hump Menu,6200 S MARSHFIELD AVE,2018,3700,13662,6200 S MARSHFIELD AVE,census,"c(-87.665476563, 41.781169203)",15018,18,2257080.15254,7931.26484389,15
15,Miscellaneous CDOT Projects,6200 S MARSHFIELD AVE,2021,660,13800,6200 S MARSHFIELD AVE,census,"c(-87.665476563, 41.781169203)",15018,18,2257080.15254,7931.26484389,15
13,Curb & Gutter Menu,6200 S MASON AVE,2016,23980.59,10938,6200 S MASON AVE,census,"c(-87.7703432819999, 41.7796121970001)",13001,1,1783643.64731,5344.85811944,13
13,Speed Indicator Signs,6200 S MASON AVE,2021,14000,11509,6200 S MASON AVE,census,"c(-87.7703432819999, 41.7796121970001)",13001,1,1783643.64731,5344.85811944,13
16,Sidewalk Menu,6200 S MOZART ST,2017,26393.87,14519,6200 S MOZART ST,google,"c(-87.6949564, 41.7808055)",16013,13,2095511.22107,6308.41339342,16
13,Sidewalk Menu,6200 S NEENAH AVE,2016,153,11016,6200 S NEENAH AVE,census,"c(-87.7849957719999, 41.779346891)",13031,31,2140113.13767,7987.80363678,13
13,Sidewalk Menu,6200 S NEENAH AVE,2017,11550.86,11064,6200 S NEENAH AVE,census,"c(-87.7849957719999, 41.779346891)",13031,31,2140113.13767,7987.80363678,13
13,Sidewalk Menu,6200 S NEENAH AVE,2022,1739.44,11582,6200 S NEENAH AVE,census,"c(-87.7849957719999, 41.779346891)",13031,31,2140113.13767,7987.80363678,13
36,Alley Resurfacing Menu,6200 W EDDY ST,2020,19444.25,32096,6200 W EDDY ST,census,"c(-87.781528986, 41.944809622)",36030,30,2603144.91338,6697.14168481,36
36,Sidewalk Menu,6200 W GRAND AVE,2017,7505.57,31936,6200 W GRAND AVE,census,"c(-87.7805979939999, 41.9214868560001)",36002,2,2425130.92568,8674.51344989,36
36,Alley Speed Hump Menu,6200 W GRAND AVE,2016,126.455,31861,6200 W GRAND AVE,census,"c(-87.7805979939999, 41.9214868560001)",36002,2,2425130.92568,8674.51344989,36
36,Alley Speed Hump Menu,6200 W GRAND AVE,2017,223.545,31913,6200 W GRAND AVE,census,"c(-87.7805979939999, 41.9214868560001)",36002,2,2425130.92568,8674.51344989,36
36,Street Speed Hump Menu,6200 W MELROSE ST,2019,2350,32086,6200 W MELROSE ST,census,"c(-87.781303558, 41.9393064020001)",36024,24,3567266.29883,10020.290604,36
36,Sidewalk Menu,6200 W PATTERSON AVE,2019,23913.845,32066,6200 W PATTERSON AVE,census,"c(-87.781601665, 41.9466346720001)",36015,15,2304882.19209,7293.2821269,36
36,Sidewalk Menu,6200 W PATTERSON AVE,2019,2391.38,32067,6200 W PATTERSON AVE,census,"c(-87.781601665, 41.9466346720001)",36015,15,2304882.19209,7293.2821269,36
36,Curb & Gutter Menu,6200 W SCHOOL ST,2018,1925.69,31974,6200 W SCHOOL ST,census,"c(-87.781339684, 41.940224545)",36024,24,3567266.29883,10020.290604,36
39,Alley Apron Menu,6201 N MEADE AVE,2016,8680.15,34428,6201 N MEADE AVE,census,"c(-87.780341713, 41.994206972)",39020,20,3130216.68903,8330.44863724,39
36,Sidewalk Menu,6201 W ADDISON ST,2022,8140.35,32282,6201 W ADDISON ST,census,"c(-87.78156527, 41.9457168010001)",36030,30,2603144.91338,6697.14168481,36
36,Alley Apron Menu,6201 W HENDERSON ST,2018,14693.56,31962,6201 W HENDERSON ST,census,"c(-87.781376021, 41.941126093)",36024,24,3567266.29883,10020.290604,36
36,Alley Apron Menu,6201 W MELROSE ST,2022,15931.24,32201,6201 W MELROSE ST,census,"c(-87.781303231, 41.9392954400001)",36024,24,3567266.29883,10020.290604,36
36,Sidewalk Menu,6201 W PATTERSON AVE,2019,23913.845,32066,6201 W PATTERSON AVE,census,"c(-87.78160134, 41.94662371)",36015,15,2304882.19209,7293.2821269,36
36,Sidewalk Menu,6201 W PATTERSON AVE,2019,2391.38,32067,6201 W PATTERSON AVE,census,"c(-87.78160134, 41.94662371)",36015,15,2304882.19209,7293.2821269,36
36,Sidewalk Menu,6203 W CORNELIA AVE,2019,16036.33,32054,6203 W CORNELIA AVE,census,"c(-87.7815352229999, 41.9438793630001)",36030,30,2603144.91338,6697.14168481,36
39,Solomon Elementary Playground Improvements,6206 N HAMLIN AVE,2022,100000,34668,6206 N HAMLIN AVE,census,"c(-87.723938652, 41.993955607)",39032,32,2562726.93764,8852.79164095,39
13,Sidewalk Menu,6206 S MCVICKER AVE,2018,1337.44,11157,6206 S MCVICKER AVE,census,"c(-87.7727830439999, 41.779495049)",13011,11,2005342.68663,5999.33593347,13
4,Alley Resurfacing Menu,621 E 42ND ST,2016,7858.38,3600,621 E 42ND ST,census,"c(-87.6423341, 41.817600989)",11031,31,27227594.4268,28847.0345242,11
49,Alley Speed Hump Menu  6,621 N CLARK ST,2019,700,42893,621 N CLARK ST,google,"c(-87.630827, 41.893093)",42039,39,2011508.16984,7215.51682921,42
50,Street Light Upgrade Menu,6210 N BERNARD ST,2017,500,43386,6210 N BERNARD ST,census,"c(-87.715318931, 41.993946179)",50025,25,5751278.2605,10429.5650783,50
48,Alley Apron Menu,6210 N WAYNE AVE,2018,5532.255,41962,6210 N WAYNE AVE,census,"c(-87.6641093169999, 41.994876923)",48034,34,858524.150196,3971.54251318,48
13,Sidewalk Menu,6211 S MENARD AVE,2018,5452.9,11223,6211 S MENARD AVE,census,"c(-87.766660064, 41.77956426)",13017,17,1823184.14988,7568.74949487,13
13,Speed Indicator Signs,6211 W 59TH ST,2021,11000,11510,6211 W 59TH ST,google,"c(-87.7771668, 41.7849071)",13022,22,2349846.96343,6691.76980927,13
36,Sidewalk Menu,6211 W PATTERSON AVE,2022,2988.94,32283,6211 W PATTERSON AVE,census,"c(-87.781810465, 41.946620282)",36015,15,2304882.19209,7293.2821269,36
23,Sidewalk Menu,6213 S KEELER AVE,2021,2959.44,20514,6213 S KEELER AVE,census,"c(-87.727676811, 41.7800430250001)",23010,10,3265825.33868,10305.5476366,23
48,Alley Apron Menu,6214 N LAKEWOOD AVE,2020,25960.24,42121,6214 N LAKEWOOD AVE,google,"c(-87.6632184, 41.9950626)",48034,34,858524.150196,3971.54251318,48
13,Sidewalk Menu,6215 S MENARD AVE,2022,3772.46,11583,6215 S MENARD AVE,census,"c(-87.766657966, 41.779516007)",13017,17,1823184.14988,7568.74949487,13
13,Sidewalk Menu,6215 S PARKSIDE AVE,2021,2713.76,11481,6215 S PARKSIDE AVE,census,"c(-87.762999983, 41.7795909920001)",13026,26,2440487.74454,9332.91173423,13
36,Sidewalk Menu,6215 W NEWPORT AVE,2019,6268.93,32061,6215 W NEWPORT AVE,census,"c(-87.781746943, 41.942957188)",36030,30,2603144.91338,6697.14168481,36
48,Sidewalk Menu,6216 N GLENWOOD AVE,2017,3384,41932,6216 N GLENWOOD AVE,census,"c(-87.665304313, 41.995007614)",48020,20,1781472.99085,5379.13320347,48
13,Sidewalk Menu,6216 S MONITOR AVE,2022,5547.59,11584,6216 S MONITOR AVE,census,"c(-87.767893687, 41.779471346)",13001,1,1783643.64731,5344.85811944,13
16,Sidewalk Menu,6218 S ALBANY AVE,2019,1550.85,14578,6218 S ALBANY AVE,census,"c(-87.7007420749999, 41.780279314)",16035,35,2533490.97141,7963.15853419,16
36,Sidewalk Menu,6218 W CORNELIA AVE,2022,2563.9,32284,6218 W CORNELIA AVE,census,"c(-87.781876466, 41.9438872540001)",36030,30,2603144.91338,6697.14168481,36
39,Miscellaneous CDOT Projects,6219 N LUNDY AVE,2021,26324.93,34624,6219 N LUNDY AVE,census,"c(-87.7677619729999, 41.994175048)",39027,27,4564015.35855,13242.5469246,39
4,Miscellaneous CDOT Projects,622 E 41ST ST,2021,4296.33,3779,622 E 41ST ST,google,"c(-87.610891, 41.8206351)",04032,32,3593948.87604,9235.87416624,4
4,Miscellaneous CDOT Projects,622 E 41ST ST,2022,11737.45,3820,622 E 41ST ST,google,"c(-87.610891, 41.8206351)",04032,32,3593948.87604,9235.87416624,4
44,Alley Speed Hump Menu,622 W WELLINGTON AVE,2018,504.82,38752,622 W WELLINGTON AVE,census,"c(-87.645208189, 41.9364905910001)",44006,6,1291881.85739,4923.38515106,44
48,Curb & Gutter Menu,6220 N GLENWOOD AVE,2022,19825.42,42227,6220 N GLENWOOD AVE,census,"c(-87.665307968, 41.995148326)",48020,20,1781472.99085,5379.13320347,48
50,Street Light Upgrade Menu,6220 N OAKLEY AVE,2017,500,43388,6220 N OAKLEY AVE,census,"c(-87.6811579119999, 41.7807126760001)",16021,21,4283194.20099,10458.7280469,16
40,Curb/Gutter Menu - Change Order,6220 N. Paulina - Alley Return,2008,5716,34888,6220 N. Paulina - Alley Return,google,"c(-87.6722028, 41.9950511)",40037,37,2028534.74645,5999.44561632,40
13,Street Light Upgrade Menu,6220 S KEATING AVE,2019,500,11357,6220 S KEATING AVE,google,"c(-87.7414041, 41.7795794)",13025,25,3508218.22365,7960.90427498,13
36,Sidewalk Menu,6221 W ROSCOE ST,2020,5207.07,32110,6221 W ROSCOE ST,google,"c(-87.7821338, 41.9418374)",36030,30,2603144.91338,6697.14168481,36
23,Sidewalk Menu,6224 S KEELER AVE,2019,3659.9,20365,6224 S KEELER AVE,census,"c(-87.727691186, 41.7800314790001)",23010,10,3265825.33868,10305.5476366,23
36,Sidewalk Menu,6224 W PALMER ST,2022,1975.79,32285,6224 W PALMER ST,census,"c(-87.781201816, 41.920881347)",36002,2,2425130.92568,8674.51344989,36
41,Sidewalk Menu,6225 N NATOMA AVE,2018,14100.48,36066,6225 N NATOMA AVE,census,"c(-87.791721931, 41.9942304090001)",41035,35,3320727.53082,9525.91575869,41
36,Curb & Gutter Menu,6225 W NEWPORT AVE,2022,1947.71,32230,6225 W NEWPORT AVE,census,"c(-87.781952519, 41.94295809)",36030,30,2603144.91338,6697.14168481,36
39,Curb & Gutter Menu,6226 N KNOX AVE,2016,1677.45,34434,6226 N KNOX AVE,google,"c(-87.7427586, 41.9935457)",39015,15,6086098.87201,9823.81603406,39
36,Curb & Gutter Menu,6226 W EDDY ST,2022,4661.71,32231,6226 W EDDY ST,census,"c(-87.7820717929999, 41.944802042)",36030,30,2603144.91338,6697.14168481,36
41,Curb & Gutter Menu,6228 N HARLEM AVE,2017,2760.87,36008,6228 N HARLEM AVE,census,"c(-87.806833717, 41.9943605300001)",41031,31,1878754.12724,6427.8266423,41
13,Sidewalk Menu,6229 S MAJOR AVE,2018,1840.99,11168,6229 S MAJOR AVE,census,"c(-87.7642107949999, 41.7793940060001)",13026,26,2440487.74454,9332.91173423,13
5,Street Lighting,6230 S. Stony Island,2008,500,4052,6230 S. Stony Island,google,"c(-87.5870546, 41.7816709)",05033,33,1635619.09843,5821.00311686,5
48,Street Light Upgrade Menu,6231 N BROADWAY,2018,500,42023,6231 N BROADWAY,google,"c(-87.6600396, 41.995559)",48027,27,1246918.38892,4538.31600687,48
40,Miscellaneous-CDOT,6231 N Glenwood - Planting,2011,1015,34997,6231 N Glenwood - Planting,google,"c(-87.6650565, 41.9954657)",48034,34,858524.150196,3971.54251318,48
48,Miscellaneous-CDOT,6231 N Glenwood - Planting,2009,1015,41604,6231 N Glenwood - Planting,google,"c(-87.6650565, 41.9954657)",48034,34,858524.150196,3971.54251318,48
23,Curb & Gutter Menu,6231 S KOMENSKY AVE,2016,4570.68,20084,6231 S KOMENSKY AVE,census,"c(-87.724008824, 41.7800097800001)",23030,30,2988522.9006,8327.75797422,23
36,Street Light Upgrade Menu,6236 W CORNELIA AVE,2017,500,31939,6236 W CORNELIA AVE,census,"c(-87.782260137, 41.943883026)",36030,30,2603144.91338,6697.14168481,36
13,Sidewalk Menu,6238 S AUSTIN AVE,2018,1453.43,11152,6238 S AUSTIN AVE,census,"c(-87.7715488489999, 41.7791295740001)",13011,11,2005342.68663,5999.33593347,13
13,Sidewalk Menu,6238 S MAJOR AVE,2016,3928.1,10958,6238 S MAJOR AVE,census,"c(-87.7642206899999, 41.7792726800001)",13017,17,1823184.14988,7568.74949487,13
50,Pavement Markings Menu,6239 N CALIFORNIA AVE,2017,2600,43380,6239 N CALIFORNIA AVE,census,"c(-87.6934190709999, 41.780385305)",16017,17,2428645.8654,7308.50611099,16
13,Sidewalk Menu,6239 S KILPATRICK AVE,2019,7191,11347,6239 S KILPATRICK AVE,census,"c(-87.7435521259999, 41.9938644650001)",39015,15,6086098.87201,9823.81603406,39
5,Street Lighting,6240 S. Stony Island,2008,500,4053,6240 S. Stony Island,google,"c(-87.5870508, 41.7814732)",05033,33,1635619.09843,5821.00311686,5
48,Street Lighting,6241 N KENMORE AVE,2011,350,41645,6241 N KENMORE AVE,census,"c(-87.656980945, 41.9958375470001)",48015,15,673969.46191,5027.68002537,48
13,Street Light Upgrade Menu,6241 S MOODY AVE,2021,500,11520,6241 S MOODY AVE,google,"c(-87.7749462, 41.7784178)",13011,11,2005342.68663,5999.33593347,13
13,Sidewalk Menu,6241 S RUTHERFORD AVE,2016,1083.64,10980,6241 S RUTHERFORD AVE,census,"c(-87.789845685, 41.778792266)",13031,31,2140113.13767,7987.80363678,13
48,Sidewalk Menu,6242 N LAKEWOOD AVE,2022,2988.94,42245,6242 N LAKEWOOD AVE,google,"c(-87.6632086, 41.9958077)",48034,34,858524.150196,3971.54251318,48
20,Miscellaneous CDOT Projects,6242 S INDIANA AVE,2021,150,17495,6242 S INDIANA AVE,google,"c(-87.6200505, 41.780988)",20007,7,3367757.26989,7960.5645209,20
13,Bollard Menu,6242 S KEDVALE AV,2007,1428,10518,6242 S KEDVALE AV,google,"c(-87.7267248, 41.7791456)",23010,10,3265825.33868,10305.5476366,23
13,Bollard Menu,6242 S KEDVALE AV,2009,714,10624,6242 S KEDVALE AV,google,"c(-87.7267248, 41.7791456)",23010,10,3265825.33868,10305.5476366,23
16,Bollard Menu,6243 S BISHOP ST,2010,2520,14128,6243 S BISHOP ST,census,"c(-87.660592507, 41.7805665110001)",16034,34,2718349.1676,7625.21398409,16
13,Sidewalk Menu,6243 S NORMANDY AVE,2016,3990.49,11002,6243 S NORMANDY AVE,google,"c(-87.7883408, 41.7781306)",13031,31,2140113.13767,7987.80363678,13
13,Street Light Upgrade Menu,6244 S MENARD AVE,2022,500,11602,6244 S MENARD AVE,census,"c(-87.766658994, 41.7791537410001)",13001,1,1783643.64731,5344.85811944,13
13,Sidewalk Menu,6244 S NATOMA AVE,2017,921.84,11065,6244 S NATOMA AVE,google,"c(-87.7876504, 41.7781062)",13031,31,2140113.13767,7987.80363678,13
