ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
39,Street Resurface Menu,N HAMLIN AV-- W ARGYLE ST (5000 N) -to- Dead End (5111 N),2006,28639,31366,N HAMLIN AV AND W ARGYLE ST,N HAMLIN AV AND Dead End,41.9719379,-87.7232219,google,NA,NA,google,"c(-87.7232219, 41.9719379)",39012,12,2402919.9617,8750.36360243,39
31,Street Resurface Menu,N HARDING AV-- Dead End (1853 N) -to- W BELMONT AV (3200 N),2009,35815,25088,N HARDING AV AND Dead End,N HARDING AV AND W BELMONT AV,NA,NA,google,41.9391123,-87.7259572,google,"c(-87.7259572, 41.9391123)",30023,23,2851768.55363,9000.88511689,30
30,Street Resurface Menu,N HARDING AV-- Dead End (1853 N) -to- W CORTLAND ST (1900 N),2006,24286,23879,N HARDING AV AND Dead End,N HARDING AV AND W CORTLAND ST,NA,NA,google,41.91536168700003,-87.72528065199998,census,"c(-87.725280652, 41.915361687)",26008,8,1613523.63532,6140.67237602,26
27,Curb/Gutter Menu,N HARDING AV-- Dead End (452 N) -to- W FERDINAND ST (500 N),2007,40360,21722,N HARDING AV AND Dead End,N HARDING AV AND W FERDINAND ST,NA,NA,google,41.889875602000075,-87.72470178899994,census,"c(-87.7247017889999, 41.8898756020001)",37003,3,7868410.6122,16393.5193769,37
44,Street Lighting,N HUDSON AV-- Dead End (3169 N) -to- W BELMONT AV (3200 N),2007,28333,35305,N HUDSON AV AND Dead End,N HUDSON AV AND W BELMONT AV,NA,NA,google,41.9400879,-87.6409034,google,"c(-87.6409034, 41.9400879)",44001,1,463848.394998,3405.5859351,44
42,Curb/Gutter Menu,N HUDSON AV-- W SUPERIOR ST (732 N) -to- W SUPERIOR ST (732 N),2005,10000,33456,N HUDSON AV AND W SUPERIOR ST,N HUDSON AV AND W SUPERIOR ST,41.895519523000075,-87.64002688199997,census,41.895519523000075,-87.64002688199997,census,"c(-87.640026882, 41.8955195230001)",42015,15,1655360.53534,5887.36773691,42
50,Curb/Gutter Menu,N KEDZIE AV-- W DEVON AV (6400 N) -to- W DEVON AV (6400 N),2008,23000,39827,N KEDZIE AV AND W DEVON AV,N KEDZIE AV AND W DEVON AV,41.9973841,-87.7093355,google,41.9973841,-87.7093355,google,"c(-87.7093355, 41.9973841)",50039,39,1899452.91153,5848.4232819,50
48,Street Bump Outs Menu,N KENMORE AV-- W GRANVILLE AV (6200 N) -to- W GRANVILLE AV (6200 N),2010,98784,38532,N KENMORE AV AND W GRANVILLE AV,N KENMORE AV AND W GRANVILLE AV,41.99459366700006,-87.65695060699994,census,41.99459366700006,-87.65695060699994,census,"c(-87.6569506069999, 41.9945936670001)",48015,15,673969.46191,5027.68002537,48
39,Curb/Gutter Menu,N KENTUCKY AV-- N ELSTON AV (4882 N) -to- N ELSTON AV (4882 N),2010,26735,31549,N KENTUCKY AV AND N ELSTON AV,N KENTUCKY AV AND N ELSTON AV,41.969602027000064,-87.74257822799996,census,41.969602027000064,-87.74257822799996,census,"c(-87.742578228, 41.9696020270001)",39009,9,1596333.49033,5724.49291292,39
39,Sidewalk Menu,N KERBS AV-- N KERCHEVAL AV (5684 N) -to- N KERCHEVAL AV (5711 N),2009,8525,31524,N KERBS AV AND N KERCHEVAL AV,N KERBS AV AND N KERCHEVAL AV,41.98489,-87.7445683,google,41.98489,-87.7445683,google,"c(-87.7445683, 41.98489)",39004,4,4522233.3277,11594.9545025,39
39,Curb/Gutter Menu,N KEYSTONE AV-- W CULLOM AV (4300 N) -to- W CULLOM AV (4300 N),2009,54296,31504,N KEYSTONE AV AND W CULLOM AV,N KEYSTONE AV AND W CULLOM AV,41.9591084,-87.7293413,google,41.9591084,-87.7293413,google,"c(-87.7293413, 41.9591084)",39025,25,1322721.11537,5311.80960399,39
30,Diagonal Parking Menu,N KILDARE AV-- W ARMITAGE AV (2000 N) -to- Dead End (3121 N),2005,29000,23799,N KILDARE AV AND W ARMITAGE AV,N KILDARE AV AND Dead End,41.9170927,-87.7338926,google,NA,NA,google,"c(-87.7338926, 41.9170927)",35019,19,1493785.96979,7644.82021827,35
30,Sidewalk Menu,ON N KILPATRICK AVE FROM W ROSCOE ST (3400 N) TO W ROSCOE ST (3400 N),2012,1220,24261,N KILPATRICK AVE and W ROSCOE ST,N KILPATRICK AVE and W ROSCOE ST,41.9425124,-87.7440126,google,41.9425124,-87.7440126,google,"c(-87.7440126, 41.9425124)",30027,27,2191641.81535,7003.31239153,30
39,Miscellaneous-CDOT,N KIMBALL AV-- W FOSTER AV (5200 N) -to- W FOSTER AV (5200 N),2008,10783,31455,N KIMBALL AV AND W FOSTER AV,N KIMBALL AV AND W FOSTER AV,41.975692157000026,-87.71355464099997,census,41.975692157000026,-87.71355464099997,census,"c(-87.713554641, 41.975692157)",39030,30,2211949.46858,6663.21981688,39
33,Curb/Gutter Menu,N KIMBALL AV-- W HUTCHINSON ST (4232 N) -to- W HUTCHINSON ST (4232 N),2008,22357,26665,N KIMBALL AV AND W HUTCHINSON ST,N KIMBALL AV AND W HUTCHINSON ST,41.958422721000034,-87.71305215499996,census,41.958422721000034,-87.71305215499996,census,"c(-87.713052155, 41.958422721)",33015,15,1968166.52621,7903.74892732,33
39,Curb/Gutter Menu,N KNOX AV-- Dead End (4256 N) -to- Dead End (5606 N),2008,5824,31446,N KNOX AV AND Dead End,N KNOX AV AND Dead End,41.9644126,-87.7439326,google,41.9644126,-87.7439326,google,"c(-87.7439326, 41.9644126)",39017,17,3463506.71966,8536.85512241,39
39,Curb/Gutter Menu,N KOSTNER AV-- W PETERSON AV (6000 N) -to- W PETERSON AV (6000 N),2008,2337,31447,N KOSTNER AV AND W PETERSON AV,N KOSTNER AV AND W PETERSON AV,41.9899551,-87.7383554,google,41.9899551,-87.7383554,google,"c(-87.7383554, 41.9899551)",39037,37,3747046.11383,10782.7202823,39
42,Curb/Gutter Menu,N LAKE SHORE DR-- E OHIO ST (600 N) -to- E OHIO ST (600 N),2007,1819,33635,N LAKE SHORE DR AND E OHIO ST,N LAKE SHORE DR AND E OHIO ST,41.89268550300005,-87.61462119299995,census,41.89268550300005,-87.61462119299995,census,"c(-87.6146211929999, 41.8926855030001)",42007,7,305763.258025,2694.94629927,42
44,Street Bump Outs Menu,N LAKE SHORE W DR-- W BARRY AV (3040 N) -to- W BARRY AV (3040 N),2008,26746,35323,N LAKE SHORE W DR AND W BARRY AV,N LAKE SHORE W DR AND W BARRY AV,41.937184,-87.732932,google,41.937184,-87.732932,google,"c(-87.732932, 41.937184)",31023,23,1564813.63232,5826.86609346,31
44,Street Bump Outs Menu,N LAKE SHORE W DR-- W WELLINGTON AV (3000 N) -to- W WELLINGTON AV (3000 N),2008,23867,35322,N LAKE SHORE W DR AND W WELLINGTON AV,N LAKE SHORE W DR AND W WELLINGTON AV,41.9353895,-87.7326228,google,41.9353895,-87.7326228,google,"c(-87.7326228, 41.9353895)",31010,10,2398665.66783,6700.22499658,31
28,Sidewalk Menu,N LAMON AV-- W FERDINAND ST (460 N) -to- W FERDINAND ST (460 N),2006,52894,22426,N LAMON AV AND W FERDINAND ST,N LAMON AV AND W FERDINAND ST,41.88954999100008,-87.74806537399996,census,41.88954999100008,-87.74806537399996,census,"c(-87.748065374, 41.8895499910001)",37030,30,2009648.08564,6166.33569495,37
38,Street Bump Outs Menu,N LAVERGNE AV-- W ADDISON ST (3600 N) -to- W ADDISON ST (3600 N),2010,10104,30819,N LAVERGNE AV AND W ADDISON ST,N LAVERGNE AV AND W ADDISON ST,41.94606156700007,-87.75201290299998,census,41.94606156700007,-87.75201290299998,census,"c(-87.752012903, 41.9460615670001)",30001,1,2230506.67663,7353.17115198,30
45,Sidewalk Menu,ON N LAVERGNE AVE FROM W STRONG ST (4932 N) TO W STRONG ST (4932 N),2013,1643,36365,N LAVERGNE AVE and W STRONG ST,N LAVERGNE AVE and W STRONG ST,41.970707496000045,-87.75271236399999,census,41.970707496000045,-87.75271236399999,census,"c(-87.752712364, 41.970707496)",45030,30,4142883.14088,10614.9506373,45
26,Sidewalk Menu,N LAWNDALE AV-- W WABANSIA AV (1700 N) -to- W WABANSIA AV (1700 N),2010,60108,21121,N LAWNDALE AV AND W WABANSIA AV,N LAWNDALE AV AND W WABANSIA AV,41.9117863,-87.7190445,google,41.9117863,-87.7190445,google,"c(-87.7190445, 41.9117863)",26011,11,2092858.84689,6803.58734456,26
50,Sidewalk Menu,ON N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE FROM N HOYNE AVE (2100 W) TO N,2014,29716,39963,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W THOME AVE TO W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE TO N,41.9096503,-87.6777658,google,NA,NA,google,"c(-87.6777658, 41.9096503)",01008,8,1190695.13842,5422.27716611,1
41,Street Resurface Menu,N LEOTI AV-- N MONON AV (6933 N) -to- N MONON AV (6933 N),2007,3863,32858,N LEOTI AV AND N MONON AV,N LEOTI AV AND N MONON AV,42.007545744000026,-87.78129376299995,census,42.007545744000026,-87.78129376299995,census,"c(-87.781293763, 42.007545744)",41039,39,4168229.26859,9233.02304592,41
40,Curb/Gutter Menu,N LINCOLN AV-- N RICHMOND ST (5815 N) -to- N RICHMOND ST (5815 N),2010,30169,32271,N LINCOLN AV AND N RICHMOND ST,N LINCOLN AV AND N RICHMOND ST,41.9879543,-87.7032795,google,41.9879543,-87.7032795,google,"c(-87.7032795, 41.9879543)",40029,29,4968527.21915,9140.94736392,40
29,Street Lighting,N MAJOR AV-- W NORTH AV (1600 N) -to- Dead End (1721 N),2008,97500,23227,N MAJOR AV AND W NORTH AV,N MAJOR AV AND Dead End,41.9093978,-87.7679219,google,NA,NA,google,"c(-87.7679219, 41.9093978)",29024,24,1772568.28223,5584.51925029,29
38,Curb/Gutter Menu,N MAJOR AV-- W WILSON AV (4550 N) -to- W WILSON AV (4550 N),2009,9301,30770,N MAJOR AV AND W WILSON AV,N MAJOR AV AND W WILSON AV,41.96410282200003,-87.76980492499996,census,41.96410282200003,-87.76980492499996,census,"c(-87.769804925, 41.964102822)",38022,22,2211581.52469,5985.20350219,38
41,Street Resurfacing Menu,ON N MANKATO AVE FROM N IONIA AVE (7200 N) TO N HIAWATHA AVE (7130 N),2021,90297.08,33377,N MANKATO AVE and N IONIA AVE,N MANKATO AVE and AVE FROM N IONIA AVE TO N HIAWATHA AVE,42.011746526000024,-87.77696434399996,census,NA,NA,google,"c(-87.776964344, 42.011746526)",41047,47,3893024.57812,9823.55345749,41
32,Street Speed Hump Menu,N MARSHFIELD AV-- W WRIGHTWOOD AV (2600 N) -to- W WRIGHTWOOD AV (2600 N) 5,2007,8250,25848,N MARSHFIELD AV AND W WRIGHTWOOD AV,N MARSHFIELD AV AND W WRIGHTWOOD AV,41.92875997200008,-87.66948863599998,census,41.92875997200008,-87.66948863599998,census,"c(-87.669488636, 41.9287599720001)",32027,27,2005360.36867,7602.17022613,32
37,Street Speed Hump Menu,N MASON AV-- W BELDEN AV (2300 N) -to- W BELDEN AV (2300 N) 2,2008,3500,30023,N MASON AV AND W BELDEN AV,N MASON AV AND W BELDEN AV,41.9220186,-87.7744273,google,41.9220186,-87.7744273,google,"c(-87.7744273, 41.9220186)",36023,23,2510293.15395,7087.77900426,36
38,Sidewalk Menu,ON N MCVICKER AVE FROM W CULLOM AV (4300 N) TO W CULLOM AV (4300 N),2012,21720,30895,N MCVICKER AVE and W CULLOM AV,N MCVICKER AVE and W CULLOM AV,41.95851115800008,-87.77817834999996,census,41.95851115800008,-87.77817834999996,census,"c(-87.77817835, 41.9585111580001)",38033,33,2400853.27005,7645.37607063,38
41,Street Resurface Menu,N MENDOTA AV-- N IONIA AV (7021 N) -to- N IONIA AV (7021 N),2007,21551,32861,N MENDOTA AV AND N IONIA AV,N MENDOTA AV AND N IONIA AV,42.00812460800006,-87.77547698599994,census,42.00812460800006,-87.77547698599994,census,"c(-87.7754769859999, 42.0081246080001)",41047,47,3893024.57812,9823.55345749,41
41,Curb & Gutter Menu,ON N MINNEHAHA AVE FROM N HIAWATHA AV (6482 N) TO N HIAWATHA AV (6482 N),2012,9327,33093,N MINNEHAHA AVE and N HIAWATHA AV,N MINNEHAHA AVE and N HIAWATHA AV,41.99889896600007,-87.76088479499998,census,41.99889896600007,-87.76088479499998,census,"c(-87.760884795, 41.9988989660001)",41019,19,5090331.77724,13060.5176465,41
43,Curb/Gutter Menu,N MOHAWK ST-- W NORTH AV (1600 N) -to- W NORTH AV (1600 N),2006,9250,34371,N MOHAWK ST AND W NORTH AV,N MOHAWK ST AND W NORTH AV,41.9111165,-87.6422294,google,41.9111165,-87.6422294,google,"c(-87.6422294, 41.9111165)",43045,45,718496.679547,4197.98861251,43
26,Street Speed Hump Menu,N MONTICELLO AV-- W WABANSIA AV (1700 N) -to- W WABANSIA AV (1700 N) 2,2010,3500,21138,N MONTICELLO AV AND W WABANSIA AV,N MONTICELLO AV AND W WABANSIA AV,41.9117984,-87.7178222,google,41.9117984,-87.7178222,google,"c(-87.7178222, 41.9117984)",26011,11,2092858.84689,6803.58734456,26
35,Sidewalk Menu,N MONTICELLO AV-- W WRIGHTWOOD AV (2600 N) -to- W WRIGHTWOOD AV (2600 N),2009,29838,28344,N MONTICELLO AV AND W WRIGHTWOOD AV,N MONTICELLO AV AND W WRIGHTWOOD AV,41.9282397,-87.7183165,google,41.9282397,-87.7183165,google,"c(-87.7183165, 41.9282397)",31007,7,1280651.87987,6655.26225784,31
41,Street Resurfacing Menu,ON N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE FROM W TALCOTT AVE (6740 W) TO N,2014,73783,33169,N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE and W THORNDALE AVE TO N AVONDALE AVE ON W RASCHER AVE FROM W TALCOTT AVE,N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE and N AVONDALE AVE ON W RASCHER AVE FROM W TALCOTT AVE TO N,41.9864852,-87.8083082,google,41.9864852,-87.8083082,google,"c(-87.8083082, 41.9864852)",41043,43,3831410.67381,9005.72841669,41
36,Diagonal Parking Menu,N NORDICA AV-- W ADDISON ST (3600 N) -to- W ADDISON ST (3600 N),2010,55995,29254,N NORDICA AV AND W ADDISON ST,N NORDICA AV AND W ADDISON ST,41.94533798700007,-87.80330666599997,census,41.94533798700007,-87.80330666599997,census,"c(-87.803306666, 41.9453379870001)",38004,4,3759756.95944,9293.95128512,38
38,Sidewalk Menu,ON N OAK PARK AVE FROM W ADDISON ST (3600 N) TO W ADDISON ST (3600 N),2012,10190,30894,N OAK PARK AVE and W ADDISON ST,N OAK PARK AVE and W ADDISON ST,41.94548270300004,-87.79598645099998,census,41.94548270300004,-87.79598645099998,census,"c(-87.795986451, 41.945482703)",38008,8,8097157.06254,11910.4978138,38
41,Street Resurface Menu,N ODELL AV-- Dead End (5952 N) -to- W PETERSON AV (6000 N),2006,19334,32813,N ODELL AV AND Dead End,N ODELL AV AND W PETERSON AV,NA,NA,google,41.98989441900005,-87.81008017599999,census,"c(-87.810080176, 41.9898944190001)",41031,31,1878754.12724,6427.8266423,41
41,Street Resurface Menu,N OLIPHANT AV-- N ONEIDA AV (6436 N) -to- N ONEIDA AV (6436 N),2008,10059,32937,N OLIPHANT AV AND N ONEIDA AV,N OLIPHANT AV AND N ONEIDA AV,41.99833618200006,-87.82063237999995,census,41.99833618200006,-87.82063237999995,census,"c(-87.8206323799999, 41.9983361820001)",41007,7,3901972.41682,9156.1564981,41
41,Street Resurfacing Menu,ON N PANAMA AVE FROM W GREGORY ST (5520 N) TO W GREGORY ST (5520 N),2012,46805,33114,N PANAMA AVE and W GREGORY ST,N PANAMA AVE and W GREGORY ST,41.980250709000074,-87.82930327699995,census,41.980250709000074,-87.82930327699995,census,"c(-87.829303277, 41.9802507090001)",41023,23,5345844.5603,15293.3762324,41
49,Curb/Gutter Menu,N PAULINA ST-- W ESTES AV (7120 N) -to- W ESTES AV (7120 N),2010,18449,39233,N PAULINA ST AND W ESTES AV,N PAULINA ST AND W ESTES AV,42.01145307500008,-87.67232265599995,census,42.01145307500008,-87.67232265599995,census,"c(-87.6723226559999, 42.0114530750001)",49022,22,1622514.55922,5809.18770276,49
44,Street Lighting,N PINE GROVE AV-- Dead End (3169 N) -to- W BELMONT AV (3200 N),2007,28333,35308,N PINE GROVE AV AND Dead End,N PINE GROVE AV AND W BELMONT AV,NA,NA,google,41.940083995000066,-87.64197652699994,census,"c(-87.6419765269999, 41.9400839950001)",44028,28,554523.36986,4056.33305951,44
30,Curb/Gutter Menu,N PULASKI RD-- W CORTLAND ST (1900 N) -to- W CORTLAND ST (1900 N),2010,3096,24123,N PULASKI RD AND W CORTLAND ST,N PULASKI RD AND W CORTLAND ST,41.91534560800005,-87.72650671799994,census,41.91534560800005,-87.72650671799994,census,"c(-87.7265067179999, 41.9153456080001)",26008,8,1613523.63532,6140.67237602,26
27,Curb/Gutter Menu,N PULASKI RD-- W POTOMAC AV (1300 N) -to- W POTOMAC AV (1300 N),2005,10000,21597,N PULASKI RD AND W POTOMAC AV,N PULASKI RD AND W POTOMAC AV,41.9044538,-87.7263546,google,41.9044538,-87.7263546,google,"c(-87.7263546, 41.9044538)",37012,12,1645566.83921,6755.3206472,37
32,Street Resurface Menu,N RAVENSWOOD AV-- W CORNELIA AV (3500 N) -to- W CORNELIA AV (3500 N),2010,16263,26019,N RAVENSWOOD AV AND W CORNELIA AV,N RAVENSWOOD AV AND W CORNELIA AV,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997,census,"c(-87.67361706, 41.9450967940001)",47047,47,1926123.16203,6957.19977432,47
32,Sidewalk Menu,N RAVENSWOOD AV-- W MELROSE ST (3232 N) -to- W MELROSE ST (3232 N),2009,1659,25945,N RAVENSWOOD AV AND W MELROSE ST,N RAVENSWOOD AV AND W MELROSE ST,41.9405514,-87.6734969,google,41.9405514,-87.6734969,google,"c(-87.6734969, 41.9405514)",47009,9,1450704.12502,5914.51759136,47
40,Curb/Gutter Menu,N RAVENSWOOD AV-- W THORNDALE AV (5840 N) -to- W THORNDALE AV (5840 N),2008,1508,32188,N RAVENSWOOD AV AND W THORNDALE AV,N RAVENSWOOD AV AND W THORNDALE AV,41.98833068300007,-87.67463811199997,census,41.98833068300007,-87.67463811199997,census,"c(-87.674638112, 41.9883306830001)",40036,36,1381965.53879,4811.49084068,40
40,Curb/Gutter Menu,N RAVENSWOOD AV-- W THORNDALE AV (5840 N) -to- W THORNDALE AV (5840 N),2009,559,32231,N RAVENSWOOD AV AND W THORNDALE AV,N RAVENSWOOD AV AND W THORNDALE AV,41.98833068300007,-87.67463811199997,census,41.98833068300007,-87.67463811199997,census,"c(-87.674638112, 41.9883306830001)",40036,36,1381965.53879,4811.49084068,40
47,Diagonal Parking Menu,ON N RAVENSWOOD AVE FROM W WILSON AV (4600 N) TO W WILSON AV (4600 N),2013,33023,37739,N RAVENSWOOD AVE and W WILSON AV,N RAVENSWOOD AVE and W WILSON AV,41.96517211200006,-87.67407532699997,census,41.96517211200006,-87.67407532699997,census,"c(-87.674075327, 41.9651721120001)",47036,36,2607119.92191,7142.35759139,47
48,Sidewalk Menu,N RIDGE AV-- N GLENWOOD AV (5782 N) -to- N GLENWOOD AV (5782 N),2009,19439,38504,N RIDGE AV AND N GLENWOOD AV,N RIDGE AV AND N GLENWOOD AV,41.98667448900005,-87.66504263999997,census,41.98667448900005,-87.66504263999997,census,"c(-87.66504264, 41.9866744890001)",48001,1,1283940.95131,5246.83764261,48
48,Street Bump Outs Menu,N RIDGE AV-- N GLENWOOD AV (5782 N) -to- N GLENWOOD AV (5782 N),2009,62645,38505,N RIDGE AV AND N GLENWOOD AV,N RIDGE AV AND N GLENWOOD AV,41.98667448900005,-87.66504263999997,census,41.98667448900005,-87.66504263999997,census,"c(-87.66504264, 41.9866744890001)",48001,1,1283940.95131,5246.83764261,48
40,Curb/Gutter Menu,N RIDGE AV-- W PETERSON AV (6000 N) -to- W PETERSON AV (6000 N),2008,12172,32190,N RIDGE AV AND W PETERSON AV,N RIDGE AV AND W PETERSON AV,41.990782814000056,-87.67214176199997,census,41.990782814000056,-87.67214176199997,census,"c(-87.672141762, 41.9907828140001)",40027,27,1998714.69059,6238.65192368,40
39,Curb/Gutter Menu,N ROGERS AV-- N KERCHEVAL AV (5650 N) -to- N KERCHEVAL AV (5657 N),2008,11203,31448,N ROGERS AV AND N KERCHEVAL AV,N ROGERS AV AND N KERCHEVAL AV,41.9842174,-87.743145,google,41.9842174,-87.743145,google,"c(-87.743145, 41.9842174)",39004,4,4522233.3277,11594.9545025,39
35,Sidewalk Menu,N SACRAMENTO AV-- W BELDEN AV (2306 N) -to- W BELDEN AV (2306 N),2010,21649,28400,N SACRAMENTO AV AND W BELDEN AV,N SACRAMENTO AV AND W BELDEN AV,41.923260766000055,-87.70225875799997,census,41.923260766000055,-87.70225875799997,census,"c(-87.702258758, 41.9232607660001)",01019,19,1993873.33197,7903.31740522,1
43,Street Resurface Menu,N SEDGWICK ST-- W WISCONSIN ST (1910 N) -to- W WISCONSIN ST (1910 N),2008,11567,34496,N SEDGWICK ST AND W WISCONSIN ST,N SEDGWICK ST AND W WISCONSIN ST,41.91651137500003,-87.63876061699995,census,41.91651137500003,-87.63876061699995,census,"c(-87.6387606169999, 41.916511375)",43015,15,807818.415117,4490.05839228,43
43,Curb/Gutter Menu,N SHEFFIELD AV-- N MAUD AV (1827 N) -to- N MAUD AV (1827 N),2008,823,34482,N SHEFFIELD AV AND N MAUD AV,N SHEFFIELD AV AND N MAUD AV,41.91488734100005,-87.65325231099996,census,41.91488734100005,-87.65325231099996,census,"c(-87.653252311, 41.9148873410001)",43023,23,1093122.09189,5913.52435372,43
48,Curb/Gutter Menu,N SHERIDAN RD-- W GLENLAKE AV (6042 N) -to- W GLENLAKE AV (6042 N),2008,4720,38453,N SHERIDAN RD AND W GLENLAKE AV,N SHERIDAN RD AND W GLENLAKE AV,41.99236263000006,-87.65545520899997,census,41.99236263000006,-87.65545520899997,census,"c(-87.655455209, 41.9923626300001)",48013,13,259710.10825,2419.73151773,48
44,Sidewalk Menu,ON N SOUTHPORT AVE FROM W BELMONT AV (3200 N) TO W BELMONT AV (3200 N),2012,15604,35518,N SOUTHPORT AVE and W BELMONT AV,N SOUTHPORT AVE and W BELMONT AV,41.93976642400003,-87.66382059499995,census,41.93976642400003,-87.66382059499995,census,"c(-87.6638205949999, 41.939766424)",44009,9,1511470.38813,5649.08910102,44
44,Street Bump Outs Menu,ON N SOUTHPORT AVE FROM W EDDY ST (3532 N) TO W EDDY ST (3532 N),2013,19202,35599,N SOUTHPORT AVE and W EDDY ST,N SOUTHPORT AVE and W EDDY ST,41.94614598500005,-87.66398942999996,census,41.94614598500005,-87.66398942999996,census,"c(-87.66398943, 41.9461459850001)",44011,11,1289342.64638,5300.65599063,44
39,Pole Painting,N ST LOUIS AV-- W LAWRENCE AV (4800 N) -to- Dead End (4925 N),2008,3000,31480,N ST LOUIS AV AND W LAWRENCE AV,N ST LOUIS AV AND Dead End,41.968379982000044,-87.71580577799995,census,NA,NA,google,"c(-87.7158057779999, 41.968379982)",33007,7,2156917.45334,6656.01464688,33
42,Street Resurfacing Menu,ON N STATE ST FROM W KINZIE ST (400 N) TO W KINZIE ST (400 N),2012,44252,33874,N STATE ST and W KINZIE ST,N STATE ST and W KINZIE ST,41.88925251900008,-87.62801947799994,census,41.88925251900008,-87.62801947799994,census,"c(-87.6280194779999, 41.8892525190001)",42025,25,1530090.25966,5648.96526637,42
31,Street Speed Hump Menu,N TRIPP AV-- W BARRY AV (3100 N) -to- W BARRY AV (3100 N) 2,2010,3500,25204,N TRIPP AV AND W BARRY AV,N TRIPP AV AND W BARRY AV,41.93718967600006,-87.73293853799998,census,41.93718967600006,-87.73293853799998,census,"c(-87.732938538, 41.9371896760001)",31023,23,1564813.63232,5826.86609346,31
27,Street Speed Hump Menu,N TROY ST-- W FRANKLIN (N) SD(504 N) -to- W OHIO ST (600 N) 2,2009,3500,21837,N TROY ST AND W FRANKLINSD,N TROY ST AND W OHIO ST,NA,NA,google,41.89191368500008,-87.70521337499997,census,"c(-87.705213375, 41.8919136850001)",27031,31,6386260.7375,11026.7888388,27
40,Curb/Gutter Menu,N VIRGINIA AV-- W ARDMORE AV (5800 N) -to- W ARDMORE AV (5800 N),2010,7566,32273,N VIRGINIA AV AND W ARDMORE AV,N VIRGINIA AV AND W ARDMORE AV,41.986722728000075,-87.70616206799997,census,41.986722728000075,-87.70616206799997,census,"c(-87.706162068, 41.9867227280001)",40029,29,4968527.21915,9140.94736392,40
40,Curb/Gutter Menu,N VIRGINIA AV-- W ARDMORE AV (5800 N) -to- W ARDMORE AV (5800 N),2010,27796,32274,N VIRGINIA AV AND W ARDMORE AV,N VIRGINIA AV AND W ARDMORE AV,41.986722728000075,-87.70616206799997,census,41.986722728000075,-87.70616206799997,census,"c(-87.706162068, 41.9867227280001)",40029,29,4968527.21915,9140.94736392,40
42,Sidewalk Menu,ON N WELLS ST FROM W ILLINOIS ST (500 N) TO W ILLINOIS ST (500 N),2012,15359,33866,N WELLS ST and W ILLINOIS ST,N WELLS ST and W ILLINOIS ST,41.89078811600007,-87.63404528899997,census,41.89078811600007,-87.63404528899997,census,"c(-87.634045289, 41.8907881160001)",42032,32,1918134.52547,5984.74019389,42
41,Street Resurfacing Menu,ON N WESLEY TR FROM W FOSTER AV (5200 N) TO CITY LIMITS (0 N),2012,6950,33110,N WESLEY TR and W FOSTER AV,N WESLEY TR and CITY LIMITS,41.97326816500003,-87.86406726299998,census,NA,NA,google,"c(-87.864067263, 41.973268165)",41027,27,309076162.776,139749.430317,41
48,Street Bump Outs Menu,N WINTHROP AV-- W GRANVILLE AV (6200 N) -to- W GRANVILLE AV (6200 N),2010,112525,38533,N WINTHROP AV AND W GRANVILLE AV,N WINTHROP AV AND W GRANVILLE AV,41.99457758800003,-87.65835354799998,census,41.99457758800003,-87.65835354799998,census,"c(-87.658353548, 41.994577588)",48027,27,1246918.38892,4538.31600687,48
1,Curb/Gutter Menu,N WOLCOTT AV-- W ELLEN ST (1320 N) -to- W ELLEN ST (1320 N),2009,76827,326,N WOLCOTT AV AND W ELLEN ST,N WOLCOTT AV AND W ELLEN ST,41.9055106,-87.6747427,google,41.9055106,-87.6747427,google,"c(-87.6747427, 41.9055106)",01011,11,1932721.26917,7024.30861418,1
36,Miscellaneous-CDOT,N. Oak & Belden & Railroad Track,2008,2000,29195,N. Oak & Belden,N. Oak & Railroad Track,NA,NA,google,41.9815154,-87.9396873,google,"c(-87.9396873, 41.9815154)",41027,27,309076162.776,139749.430317,41
1,Miscellaneous-Other,NA,2011,49936,443,NA & NA,NA & NA,41.8249626,-87.6485519,google,41.8249626,-87.6485519,google,"c(-87.6485519, 41.8249626)",11025,25,18576586.2679,21816.99972,11
36,Sidewalk Menu,ON NATCHEZ FROM W BELMONT AV (3200 N) TO W BELMONT AV (3200 N),2012,2094,29316,NATCHEZ and W BELMONT AV,NATCHEZ and W BELMONT AV,41.9382721,-87.7883515,google,41.9382721,-87.7883515,google,"c(-87.7883515, 41.9382721)",36026,26,2699507.47647,7627.03303108,36
