ward,type,location,year,est_cost,id,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
31,Street Light Upgrade Menu,5428 W SCHUBERT AVE,2022,500,27784,census,"c(-87.762052621, 41.9295131370001)",30014,14,1779039.0183,5331.46474326,30
23,Street Light Upgrade Menu,5430 S NOTTINGHAM AVE,2022,500,20600,census,"c(-87.7990414129999, 41.7934660400001)",23036,36,2582236.50563,6833.12527185,23
31,Street Light Upgrade Menu,5435 W SCHUBERT AVE,2022,500,27784,census,"c(-87.762178675, 41.929500449)",30014,14,1779039.0183,5331.46474326,30
13,Sidewalk Menu,5442 W 63RD PL,2021,2627.82,11436,census,"c(-87.7582451819999, 41.7772293150001)",13043,43,2305916.07002,8565.48633623,13
37,Alley Resurfacing Menu,5445 W NORTH AVE,2022,14769.55,33069,census,"c(-87.76302481, 41.9094052350001)",37006,6,1418256.24349,6537.68607964,37
31,Street Light Upgrade Menu,5456 WSCHUBERT AVE,2022,500,27784,google,"c(-87.7635577, 41.9297604)",30014,14,1779039.0183,5331.46474326,30
6,Sidewalk Menu,55 W 77TH PL,2022,12003.495,5042,census,"c(-87.626611028, 41.75364533)",06008,8,3371429.99064,8981.8203094,6
30,Curb & Gutter Menu,5515 W PARKER AVE,2022,3452.64,26749,census,"c(-87.7642460499999, 41.9303865540001)",30014,14,1779039.0183,5331.46474326,30
29,Miscellaneous CDOT Projects,5517 W WEST END AVE,2022,125,25563,census,"c(-87.763624109, 41.8842471230001)",29008,8,1545386.48207,6248.41719686,29
30,Curb & Gutter Menu,5518 W PARKER AVE,2022,3452.64,26749,census,"c(-87.7643305299999, 41.93039637)",30014,14,1779039.0183,5331.46474326,30
13,Sidewalk Menu,5521 S KOLMAR AVE,2021,741.433333333333,11438,census,"c(-87.736606383, 41.7922910290001)",13007,7,1792875.17956,7366.60732817,13
31,Street Light Upgrade Menu,5521 W DRUMMOND PL,2022,500,27786,census,"c(-87.764513844, 41.928558454)",30014,14,1779039.0183,5331.46474326,30
37,Alley Resurfacing Menu,5527 W CRYSTAL ST,2022,15498.985,33065,census,"c(-87.764784119, 41.9030551620001)",37029,29,1837233.11923,5622.6572381,37
30,Curb & Gutter Menu,5529 W PARKER AVE,2022,3452.64,26749,census,"c(-87.7645407859999, 41.930382539)",30014,14,1779039.0183,5331.46474326,30
30,Curb & Gutter Menu,5536 W PARKER AVE,2022,3452.64,26749,census,"c(-87.764709476, 41.9303912070001)",30014,14,1779039.0183,5331.46474326,30
30,Curb & Gutter Menu,5537 W PARKER AVE,2022,3452.64,26749,census,"c(-87.764709207, 41.930380244)",30014,14,1779039.0183,5331.46474326,30
31,Street Light Upgrade Menu,5537 W SCHUBERT AVE,2022,500,27787,census,"c(-87.764677048, 41.9294677300001)",30014,14,1779039.0183,5331.46474326,30
31,Street Light Upgrade Menu,5539 W DRUMMOND PL,2022,500,27786,census,"c(-87.765121624, 41.9285509100001)",30014,14,1779039.0183,5331.46474326,30
29,Alley Resurfacing Menu,5548 W GLADYS AVE,2022,19183.98,25550,census,"c(-87.763148068, 41.8756572260001)",29042,42,1562170.97837,5454.94751554,29
31,Street Light Upgrade Menu,5555 W DRUMMONDPL,2022,500,27786,google,"c(-87.765889, 41.928284)",30014,14,1779039.0183,5331.46474326,30
36,Alley Resurfacing Menu,5600 W NEWPORTAVE,2022,17799.96,32210,google,"c(-87.7669187, 41.9432512)",36020,20,2434126.91385,8648.54735767,36
23,Alley Apron Menu,5601 S MASSASOIT AVE,2021,7630.175,20481,census,"c(-87.76587985, 41.790687162)",23029,29,3470291.05686,9569.75120484,23
13,Sidewalk Menu,5606 S KEELER AVE,2021,1487.98,11444,census,"c(-87.7280118529999, 41.7911226840001)",13024,24,2439274.82321,7323.53379109,13
36,Alley Resurfacing Menu,5615 W EDDY ST,2022,16987.515,32209,census,"c(-87.767694397, 41.944947407)",36016,16,2837354.69173,8767.3347336,36
13,Alley Resurfacing Menu,5623 S MEADE AVE,2022,12027.625,11545,census,"c(-87.7744030169999, 41.790161391)",13033,33,2222028.71608,7327.69624312,13
48,Alley Resurfacing Menu,5648 NMAGNOLIA AVE,2022,5542.83,42211,google,"c(-87.6615597, 41.985054)",48001,1,1283940.95131,5246.83764261,48
14,Alley Resurfacing Menu,5723 S WHIPPLE ST,2021,16885.315,12904,census,"c(-87.6997719079999, 41.7894573570001)",14005,5,3526546.26006,7961.32323177,14
36,Alley Resurfacing Menu,5800 W ROSCOEST,2022,14727.435,32214,google,"c(-87.7717118, 41.9424149)",36017,17,2426843.55105,7305.2179702,36
40,Concrete Alley Menu,5814 NHERMITAGE AVE,2021,70000,35400,google,"c(-87.6733534, 41.987189)",40036,36,1381965.53879,4811.49084068,40
23,Alley Speed Hump Menu,5817 S TRUMBULL AVE,2021,245.83,20488,census,"c(-87.70950556, 41.787674827)",23013,13,2387154.40616,6650.74111333,23
13,Sidewalk Menu,5825 S RUTHERFORD AVE,2022,6619.975,11569,census,"c(-87.790120381, 41.7861856170001)",13021,21,2221062.28567,6001.94704648,13
20,Miscellaneous CDOT Projects,5828 S DR MARTIN LUTHER KING JR DR,2022,150,17524,google,"c(-87.6161899, 41.7885087)",20011,11,2647873.57699,7311.101986,20
40,POD Camera,5900 N California,2006,36000,34802,census,"c(-87.699347228, 41.9886888080001)",40029,29,4968527.21915,9140.94736392,40
29,Street Speed Hump Menu,5900 W IOWAST,2021,2350,25527,google,"c(-87.7725921, 41.8968484)",29037,37,1869907.16004,5641.23595318,29
29,Miscellaneous CDOT Projects,5930 WCHICAGO AVE,2022,125,25563,google,"c(-87.773667, 41.895014)",29037,37,1869907.16004,5641.23595318,29
40,Emerson; Green Briar; Gross; Mather Park - Basketball Court Upgrades; Green Briar; River Park - Pickleball Striping,5941 N RICHMOND ST,2022,40000,35451,census,"c(-87.703022076, 41.9901387570001)",40029,29,4968527.21915,9140.94736392,40
4,3 LPR No POD Cameras: 101 W Ida B Wells; 110 E Roosevelt Rd; 600 S State St,600 S STATE ST,2021,27410,3763,census,"c(-87.627673091, 41.8745384710001)",04017,17,654416.061928,4153.48774585,4
13,POD Camera,6000 S Keeler,2007,12000,10586,census,"c(-87.727799628, 41.783925718)",13016,16,1412056.70115,5653.56095715,13
40,Concrete Alley Menu,6001 N PAULINA ST,2021,8919.27,35401,census,"c(-87.671769325, 41.99080573)",40027,27,1998714.69059,6238.65192368,40
40,Concrete Alley Menu,6001 N PAULINA ST,2022,56080.73,35446,census,"c(-87.671769325, 41.99080573)",40027,27,1998714.69059,6238.65192368,40
13,Street Light Upgrade Menu,6058 S MASON AVE,2022,500,11601,census,"c(-87.770447008, 41.782315759)",13008,8,2125839.72747,7575.76861501,13
50,Street Light Upgrade Menu,6090 N ALBANY AVE,2021,500,43519,census,"c(-87.706766612, 41.9927540260001)",50023,23,1847167.18208,5447.24672765,50
16,Street Resurfacing Menu,6100 S PEORIA ST,2022,16644.87,14669,census,"c(-87.647312815, 41.7832865880001)",16025,25,3520236.35256,9513.16614617,16
44,Alley Resurfacing Menu,611 W SURF ST,2021,4736.0575,38846,census,"c(-87.644679294, 41.9348648320001)",44018,18,1220045.89608,4986.78551056,44
50,Alley Speed Hump Menu,6111 NMOZART ST,2022,350,43548,google,"c(-87.7003451, 41.9925602)",50026,26,1842247.67161,7161.50285029,50
23,Speed Indicator Signs,6115 S PULASKI RD,2021,14000,20519,census,"c(-87.7228484459999, 41.7821139060001)",23030,30,2988522.9006,8327.75797422,23
43,Concrete Alley Menu,613 W BELDEN AVE,2022,120969.665,38079,census,"c(-87.644449052, 41.9236918450001)",43029,29,1751739.34029,5289.53439572,43
27,Alley Resurfacing Menu,617 W EVERGREEN AVE,2022,10050.41,23949,census,"c(-87.6466430419999, 41.9063797970001)",27006,6,3535434.78005,11125.4685559,27
13,Sidewalk Menu,6200 S MULLIGAN AVE,2021,1319.535,11506,census,"c(-87.780111609, 41.7794232690001)",13018,18,2772390.02522,7979.55442685,13
50,Miscellaneous-CDOT,6201 Monticello,2005,8568,43067,google,"c(-87.7199017, 41.9938853)",50024,24,2358444.50635,7777.1888436,50
13,Street Light Upgrade Menu,6310 S LOREL AVE,2022,500,11600,census,"c(-87.755629964, 41.777494109)",13043,43,2305916.07002,8565.48633623,13
13,POD Camera,6340 Cicero,2007,24000,10584,google,"c(-87.7483347, 41.9968372)",39015,15,6086098.87201,9823.81603406,39
27,Sidewalk Menu,639 N HOMAN AVE,2022,24175.9433333333,23963,census,"c(-87.711339697, 41.8926016020001)",27044,44,2164376.2519,6824.6334304600005,27
49,Alley Resurfacing Menu,6412 N MAGNOLIAAVE,2021,30744.64,42956,census,"c(-87.7862662219999, 41.9091403640001)",29007,7,2091851.38298,6308.41657524,29
20,Miscellaneous CDOT Projects,6555 S INGLESIDE AVE,2022,75,17525,census,"c(-87.6021665439999, 41.775831827)",20005,5,2530431.57016,6961.60838009,20
49,Alley Resurfacing Menu,6600 NLAKEWOOD AVE,2022,10181.155,43019,google,"c(-87.663018, 42.0025243)",49012,12,1764688.36159,6567.67255923,49
5,Miscellaneous CDOT Projects,6602 SDREXEL AVE,2022,187.5,4478,google,"c(-87.603726, 41.774834)",05016,16,1872584.50588,6967.50304167,5
50,Curb & Gutter Menu,6757 N RICHMOND ST,2021,731.6,43510,census,"c(-87.7034010679999, 42.004343664)",50040,40,3165774.11067,7927.45533288,50
23,Diagonal Parking Menu,6758 W ARCHER AVE,2022,20000,20572,census,"c(-87.790934797, 41.7921742930001)",23037,37,2737553.70144,9027.46621747,23
20,Guardrail Menu,6858 DR. MARTIN LUTHER KING JR. DR,2008,1011,17002,google,"c(-87.6155925, 41.7695075)",20028,28,2672721.3386,10563.8192441,20
29,Sidewalk Menu,6928 W PALMER ST,2021,10624.77,25494,census,"c(-87.799316542, 41.919920602)",36027,27,3069809.91009,9621.59567863,36
29,Sidewalk Menu,6928 W PALMER ST,2022,17875.065,25574,census,"c(-87.799316542, 41.919920602)",36027,27,3069809.91009,9621.59567863,36
36,Sidewalk Menu,6928 W PALMER ST,2021,28499.835,32183,census,"c(-87.799316542, 41.919920602)",36027,27,3069809.91009,9621.59567863,36
38,Speed Indicator Signs,6949 W IRVING PARK RD,2022,9333.33333333333,33942,census,"c(-87.800644715, 41.952742834)",38038,38,2692198.9813,6689.57231728,38
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,7000 S EAST END AVE,2021,35747,4449,census,"c(-87.5828320379999, 41.7677834880001)",05010,10,2684639.79536,9963.19652489,5
38,Speed Indicator Signs,7015 W IRVING PARK RD,2022,9333.33333333333,33942,census,"c(-87.8017203219999, 41.9527451770001)",38038,38,2692198.9813,6689.57231728,38
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,7100 S DORCHESTER AVE,2021,35747,4449,census,"c(-87.590973929, 41.7650735290001)",08001,1,2410828.49703,8768.74644698,8
29,Alley Resurfacing Menu,7117 W BELMONTAVE,2021,12369.685,25455,google,"c(-87.804725, 41.937847)",29031,31,3485366.08203,9277.6808527,29
5,Miscellaneous CDOT Projects,7138 S INGLESIDE AVE,2022,187.5,4478,census,"c(-87.601881443, 41.7647845990001)",05012,12,8281824.36961,20542.2893177,5
7,Miscellaneous CDOT Projects,7139 S RIDGELAND AVE,2021,18225.135,5720,census,"c(-87.582404986, 41.7649329720001)",07002,2,1447268.1197,5004.33702786,7
6,Alley Apron Menu,7203 S STLAWRENCE AVE,2021,12013.88,4992,census,"c(-87.6103729869999, 41.7637955260001)",06030,30,1852891.34154,6231.02421653,6
11,Alley Resurfacing Menu,724 W 48TH PL,2021,39242.93,9260,census,"c(-87.643960239, 41.806164057)",11028,28,1892783.91532,5493.72233133,11
49,Miscellaneous-CDOT,7300 N Oakley Ave,2006,18500,42295,census,"c(-87.6875405549999, 42.0141353560001)",50008,8,2003592.14321,8423.75257654,50
11,Alley Resurfacing Menu,745 W 48TH PL,2022,34091.105,9319,census,"c(-87.644180389, 41.8061489610001)",11028,28,1892783.91532,5493.72233133,11
49,POD Camera,7500 N Hoyne,2006,36000,42317,census,"c(-87.6829947969999, 42.017982176)",49024,24,1174095.91114,4642.41974053,49
6,Alley Apron Menu,7513 S LANGLEY AVE,2022,12060.605,5032,census,"c(-87.607812259, 41.7578732150001)",06039,39,2426559.80758,7308.72799663,6
8,Alley Speed Hump Menu,7514 S CREGIER AVE,2021,700,6521,census,"c(-87.581024828, 41.758092355)",08020,20,2737062.61358,6982.19835473,8
6,Sidewalk Menu,7515 S RHODES AVE,2022,2849.26,5048,census,"c(-87.611442612, 41.757783825)",06039,39,2426559.80758,7308.72799663,6
6,Bollard Menu,7600 DR. MARTIN LUTHER KING JR. DR,2007,714,4606,census,"c(-87.6150835779999, 41.756438727)",06043,43,1898967.60693,5956.79187358,6
6,Bollard Menu,7757 DR. MARTIN LUTHER KING JR. DR,2006,714,4554,google,"c(-87.6147417, 41.7532088)",06035,35,2226568.85002,8058.19898327,6
13,POD Camera,7825 S Kostner,2007,12000,10586,census,"c(-87.73167469, 41.7509650910001)",18046,46,3981846.73269,9571.62778395,18
8,Miscellaneous CDOT Projects,7841 S STONY ISLAND AVE E,2022,75,6582,google,"c(-87.585217, 41.752077)",08013,13,1842978.45419,7967.8317123,8
13,Miscellaneous-Other,8 th Dist Police Station,2005,1178,10419,google,"c(-87.6506526, 41.8645034)",11007,7,7992689.64333,14820.057152,11
13,Miscellaneous-Other,8 th Dist Police Station,2006,1777,10494,google,"c(-87.6506526, 41.8645034)",11007,7,7992689.64333,14820.057152,11
13,POD Camera,8100 S Kostner,2005,24000,10420,census,"c(-87.731511687, 41.745578358)",18030,30,3796436.66354,10844.5436519,18
18,Sidewalk Menu,8112 S RICHMOND ST,2021,2183.45666666667,16154,census,"c(-87.6961807179999, 41.745579541)",18008,8,1993802.3412,6658.00559111,18
4,Street Light Upgrade Menu,813 E 47TH PL,2021,500,3793,census,"c(-87.6058450529999, 41.8086293850001)",04026,26,1457444.90551,6607.21597205,4
18,Sidewalk Menu,8155 S FAIRFIELD AVE,2022,1731.65,16208,census,"c(-87.6912754419999, 41.7453410140001)",18004,4,2097269.82016,6636.99522796,18
18,Sidewalk Menu,8156 S RICHMOND ST,2021,2183.45666666667,16154,census,"c(-87.6961621459999, 41.744910954)",18008,8,1993802.3412,6658.00559111,18
21,Street Speed Hump Menu,8229 SWENTWORTH AVE,2021,2350,18440,google,"c(-87.6289145, 41.7444956)",21053,53,4644479.19973,10107.8192479,21
6,Alley Speed Hump Menu,846 W 69TH ST,2021,700,4994,census,"c(-87.644793019, 41.7688417620001)",06026,26,2684012.01133,7949.83291181,6
2,Street Resurfacing Menu,850 N DEWITT PL,2021,52357.98,2427,census,"c(-87.620201282, 41.898371538)",02018,18,216851.271657,1864.65015861,2
1,Alley Resurfacing Menu,850 N OAKLEY BLVD,2021,32906.95,948,census,"c(-87.684437278, 41.8971195180001)",01012,12,1764935.25853,6633.86263687,1
6,Alley Apron Menu,8645 S PRAIRIE AVE,2021,33966.46,4991,census,"c(-87.617782255, 41.737655085)",06031,31,2902981.65285,7521.90078417,6
7,Street Light Upgrade Menu,8800 S SOUTH CHICAGO AVE,2022,500,5789,census,"c(-87.563534093, 41.735636449)",07031,31,5308562.81229,10553.7142219,7
21,Curb & Gutter Menu,8840 S EMERALD AVE,2022,799.805,18463,census,"c(-87.6423352159999, 41.73357571)",21011,11,2574976.25918,6647.34243331,21
2,Miscellaneous-CDOT,9 th Street Median improvements,2005,150000,1033,google,"c(-87.6312867, 41.8707554)",04037,37,1300589.15323,6087.83731925,4
48,Alley Resurfacing Menu,916 W CARMEN AVE,2021,19832.84,42164,census,"c(-87.653046945, 41.9743345750001)",48004,4,585659.025782,3410.59218325,48
21,Sidewalk Menu,9221 S BISHOP ST,2021,9685.535,18413,census,"c(-87.6591397459999, 41.7262777450001)",21042,42,1991319.85834,5984.37413623,21
25,Alley Resurfacing Menu,927 S CARPENTER ST,2021,20074.81,22223,census,"c(-87.65320475, 41.869926509)",25025,25,2280559.44342,7156.5585658,25
4,Alley Resurfacing Menu,936 E 47TH ST,2021,11377.22,3766,census,"c(-87.602322379, 41.8095878330001)",04015,15,1756317.73397,6759.39356436,4
10,Sidewalk Menu,9413 S COMMERCIAL AVE,2021,77222.18,8441,census,"c(-87.551107669, 41.724226194)",10036,36,2895045.9045,9330.0426145,10
44,Alley Resurfacing Menu,946 WDIVERSEY PKWY,2021,15021.36,38855,google,"c(-87.6533384, 41.9327425)",44029,29,1313419.80394,4627.20755106,44
21,Street Speed Hump Menu,9656 S UNION AVE,2021,1175,18441,census,"c(-87.640716851, 41.7186599390001)",21005,5,2197480.53289,7298.44745836,21
26,Chicago Park District,Augusta Pool,2006,20000,22432,google,"c(-87.7158208, 41.8991199)",27029,29,1495510.70467,5452.78579357,27
26,Miscellaneous-Other,Bloomingdale Trail,2008,15000,22479,google,"c(-87.7201679, 41.9136553)",26011,11,2092858.84689,6803.58734456,26
48,Miscellaneous-CDOT,Broadway Avenue Study,2009,50000,41602,google,"c(-87.6496156, 41.9512089)",46024,24,467540.063662,3283.90224709,46
26,Schools,Casals School - 3501 W. Potomac Ave.,2011,20000,22646,google,"c(-87.7140646, 41.9043934)",26009,9,2051059.83182,7950.64547705,26
44,Miscellaneous-Other,Center on Halsted,2006,350000,38153,google,"c(-87.6497045, 41.9489773)",44026,26,1324131.16679,5375.6488976,44
32,Miscellaneous-CDOT,Chicago Ave. at Hoyne Ave. (crosswalk),2008,875,28005,google,"c(-87.6794905, 41.8958689)",02021,21,1337008.96705,6280.90237694,2
46,Chicago Park District,Clarendon Dog Friendly Area,2009,75000,39881,google,"c(-87.6477697, 41.9639632)",46029,29,14906959.8752,31465.4812298,46
42,Miscellaneous-CDOT,Clinton - Fulton River District,2005,1485,36236,google,"c(-87.6413589, 41.8880379)",42018,18,1039617.3622,5655.45513443,42
10,Miscellaneous-CDOT,Commercial 8926-27-30-32,2007,8886,7718,google,"c(-87.8458142, 41.8368422)",NA,NA,NA,NA,NA
43,Miscellaneous-Other,"CTA Fullerton Stop- Healy Stone Project. Menu 2003 ,2004 ,2005 ,",2005,6646,37163,google,"c(-87.6527796, 41.9251983)",43041,41,2627837.40387,6619.98842515,43
43,Miscellaneous-Other,CTA Fullerton Stop-healy Stone Project. Menu,2009,354,37403,google,"c(-87.6527796, 41.9251983)",43041,41,2627837.40387,6619.98842515,43
41,Miscellaneous-CDOT,Devon at Normandy,2007,600,35600,google,"c(-87.79393, 41.9973092)",41035,35,3320727.53082,9525.91575869,41
26,Miscellaneous-CDOT,Division Gateway Flag Painting,2006,20000,22394,google,"c(-87.6441581, 41.7614607)",06025,25,2222699.53279,7627.81614231,6
26,Miscellaneous-CDOT,Division Street Gateway,2010,424,22541,google,"c(-87.8353758, 41.9009303)",NA,NA,NA,NA,NA
26,Miscellaneous-CDOT,Division Street Gateways,2011,40771,22615,google,"c(-87.8353758, 41.9009303)",NA,NA,NA,NA,NA
26,Miscellaneous-CDOT,Division Street Gateways,2011,826,22616,google,"c(-87.8353758, 41.9009303)",NA,NA,NA,NA,NA
26,Miscellaneous Other,Division Street Gateways,2012,45711,22658,google,"c(-87.8353758, 41.9009303)",NA,NA,NA,NA,NA
4,Chicago Park District,Dyett Green Youth Farm Fence,2010,59020,3374,google,"c(-87.6122545, 41.8011311)",04003,3,6096852.97282,15618.8962398,4
27,Chicago Park District,Eckhart Park- playground - 1330 W. Chicago Ave.,2011,175000,23561,google,"c(-87.6612032, 41.8972278)",27013,13,2015668.41269,8295.42001928,27
48,Miscellaneous-Other,Edgewater Branch Library,2010,1000000,41639,google,"c(-87.668802, 41.9862871)",48037,37,1111171.40807,4171.76407451,48
16,Miscellaneous Other,Flower baskets- 63 rd St.,2012,47200,14254,google,"c(-87.6059255, 41.7803989)",20005,5,2530431.57016,6961.60838009,20
26,Schools,Funston School - 2010 N. Central Park Ave.,2011,20000,22644,google,"c(-87.7171524, 41.9178435)",26024,24,1278845.75683,5332.05412031,26
49,Miscellaneous-Other,Gale Community Center,2006,400000,42316,google,"c(-87.6712414, 42.0207515)",49032,32,1384494.94442,5234.90380448,49
9,Schools,Gately Stadium - scoreboard,2011,5000,6985,google,"c(-87.6026376, 41.7085091)",08032,32,10557576.0229,17491.0825178,8
8,Schools,Gately Stadium Scoreboard,2011,5000,6170,google,"c(-87.6026376, 41.7085091)",08032,32,10557576.0229,17491.0825178,8
24,New Alley Construction,"Gladys, Van Buren, Dead End, Kilpatrick",2010,1507,20843,google,"c(-87.7397502, 41.7748629)",13036,36,1764051.22828,5320.44299051,13
24,Concrete Alley Menu,Gladys,2012,148082,20897,google,"c(-87.5940458, 41.7365439)",08035,35,3201804.45759,7813.72636518,8
39,Chicago Park District,Gompers Park - Pulaski Ave.,2009,30000,34196,google,"c(-87.7367788, 41.9761424)",39038,38,4049121.02651,10400.8209386,39
9,Schools,Gwendolyn Brooks School - 250 E. 111 th St.,2009,200000,6926,google,"c(-87.6158523, 41.6940833)",09038,38,3657256.42856,8859.66804105,9
9,Schools,Gwendolyn Brooks,2010,474000,6957,google,"c(-87.5998136, 41.8117997)",04034,34,1938859.44395,6634.91984679,4
4,Miscellaneous-CDOT,Harper Ave. Construction,2011,200000,3385,google,"c(-87.587331, 41.7585469)",08002,2,3198811.97803,12674.1181893,8
4,Miscellaneous Other,Harper Ave.,2012,200000,3415,google,"c(-87.587331, 41.7585469)",08002,2,3198811.97803,12674.1181893,8
26,Miscellaneous-CDOT,Humboldt Dr. through Humboldt Park,2008,20000,22453,google,"c(-87.7022585, 41.9011913)",26027,27,9955203.69684,13641.4977359,26
43,Pole Painting,INNER LAKESHORE-DIVISION(1200 N) to NORTH AVE (1600 N),2006,11200,37193,google,"c(-87.8540754, 41.9070715)",NA,NA,NA,NA,NA
49,CTA,Jarvis CTA Station; Morse CTA Station; Loyola CTA Station,2010,59246,42470,google,"c(-87.6610257, 42.0011639)",49007,7,2837971.05904,8078.93453544,49
26,Miscellaneous-Other,La Crucifixion De Don Pedro Albizu Mural -2423 W. North Ave.,2008,25000,22480,google,"c(-87.6881975, 41.9100593)",01038,38,1775585.67299,6006.00230752,1
44,Chicago Park District,Lakse Shore Dr. Diversey-Briar,2009,9000,38244,google,"c(-87.6362215, 41.9328545)",43032,32,17440892.3372,29608.1157954,43
47,Miscellaneous-Other,Lane Tech,2006,25000,40413,google,"c(-87.6906541, 41.945166)",47048,48,4957238.60476,8931.8361656,47
42,Miscellaneous-CDOT,LaSalle Plaza 335,2011,5121,36601,google,"c(-87.6317057, 41.8773072)",42009,9,7494777.11509,12087.6827184,42
42,Miscellaneous Other,LaSalle Plaza 335,2012,979,36635,google,"c(-87.6317057, 41.8773072)",42009,9,7494777.11509,12087.6827184,42
42,Miscellaneous Other,LaSalle Plaza 335,2013,6100,36697,google,"c(-87.6317057, 41.8773072)",42009,9,7494777.11509,12087.6827184,42
43,Miscellaneous-CDOT,Lincoln Park West @ Dickens (Additional Work),2008,30000,37287,google,"c(-87.6361546, 41.9201749)",43032,32,17440892.3372,29608.1157954,43
26,Schools,Lowell School - 3320 W. Hirsch St.,2011,20000,22642,google,"c(-87.7105648, 41.9066526)",26005,5,986844.18858,4309.51662963,26
42,Miscellaneous-CDOT,LSD on north side of Cedar Street,2008,400,36461,google,"c(-87.6558099, 41.9691927)",46037,37,461590.081616,3553.87029647,46
42,Street Lighting,MADISON-WACKER TO CANAL,2006,1600,36370,google,"c(-87.637444, 41.881969)",42009,9,7494777.11509,12087.6827184,42
1,Miscellaneous-CDOT,Maplewood Ave. at Diversey,2008,40000,259,google,"c(-87.6915586, 41.9321363)",32001,1,3677327.08467,10884.730374,32
11,Miscellaneous-CDOT,Mary Street - fence,2007,17500,8633,google,"c(-87.6529314, 41.845739)",11001,1,6010344.86622,11579.7307851,11
1,Miscellaneous-CDOT,Mautene Court Plaza Improvement,2008,35000,260,google,"c(-87.8072975, 41.7045826)",NA,NA,NA,NA,NA
44,Curb & Gutter Menu,Melrose - Broadway to Lake Shore Dr,2012,3515,38349,google,"c(-87.5905131, 41.8127955)",04010,10,4239657.32534,10116.1825923,4
30,Curb & Gutter Menu,MELROSE ST 5531 W PARKER AVE,2022,3452.64,26749,google,"c(-87.7650887, 41.9301642)",30014,14,1779039.0183,5331.46474326,30
42,Miscellaneous-Other,Michigan Ave. Planter maintenance,2008,77000,36509,google,"c(-87.62302, 41.8167082)",03015,15,2013644.24495,7051.25507666,3
49,Miscellaneous-CDOT,Morse Ave. Design,2007,65000,42338,google,"c(-87.681885, 42.0073132)",50035,35,1826429.43583,5475.16215689,50
49,O Alley Apron Menu  R,N & N WOLCOTT AVE FROM & W CHASE AVE (7300 N) TO & N OGERS AVE (7340 N),2019,21289.73,42886,google,"c(-87.6780744, 42.0151063)",49033,33,2142411.45854,6791.60560948,49
49,O Street Resurfacing Menu  A,N & W JARVIS AVE FROM & N BELL AVE (2200 W) TO & N OAKLEY VE (2300 W),2019,34239.48,42929,google,"c(-87.6861079, 42.0056723)",50037,37,1491768.39812,4901.95412231,50
49,O Street Resurfacing Menu  W,N & W PRATT BLVD FROM 1051 W TO & N SHERIDAN RD (1200 ),2019,76768.71,42930,google,"c(-87.6550313, 41.9781272)",48014,14,3372028.52849,9688.0762219,48
49,O Sidewalk Menu  W,N & W SHERWIN AVE FROM 1200 W TO & N SHERIDAN RD (1300 ),2019,36487.23,42909,google,"c(-87.6550313, 41.9781272)",48014,14,3372028.52849,9688.0762219,48
49,O Sidewalk Menu  W,N & W SHERWIN AVE FROM 1200 W TO & N SHERIDAN RD (1300 ),2019,2343.46,42920,google,"c(-87.6550313, 41.9781272)",48014,14,3372028.52849,9688.0762219,48
48,Alley Apron Menu,N Broadway & W Ardmore Ave,2011,12462,41652,census,"c(-87.660178577, 41.9872734520001)",48016,16,1131331.05773,4256.82101629,48
48,POD Camera,N Broadway & W Thorndale Ave,2009,13000,41628,census,"c(-87.6602629939999, 41.9900029560001)",48031,31,1093625.55899,4308.69057165,48
47,Miscellaneous-CDOT,N Damen Ave & W Byron St,2008,800,40502,census,"c(-87.678702218, 41.9523325910001)",47029,29,1665655.88795,7037.56171719,47
39,Miscellaneous Other,N FOREST GLEN AVE & W ELSTON AVE,2013,3000,34319,census,"c(-87.754730347, 41.9770870580001)",39041,41,4655506.24713,12716.123578,39
39,Sidewalk Menu - Change Order,N KRUGER AVEELSTON,2011,593,34256,google,"c(-87.7460333, 41.9697377)",39011,11,9967005.50286,18468.8626306,39
48,Miscellaneous-CDOT,N Lake Shore Dr & W Foster Ave,2008,11000,41559,google,"c(-87.636788, 41.9361968)",44007,7,2406257.69566,6929.33266596,44
47,Miscellaneous-CDOT,N Lawrence Ave & N Campbell Ave,2009,800,40571,google,"c(-87.6913291, 41.9685905)",40038,38,1747570.67614,5731.60418273,40
47,Miscellaneous-CDOT,N Lincoln Ave & W Cullom Ave,2008,900,40500,census,"c(-87.68255729, 41.959576428)",47028,28,1484451.94774,6202.05321659,47
48,Miscellaneous-CDOT,N Marine Dr & W Foster Ave,2007,1800,41503,census,"c(-87.652150862, 41.9764438760001)",48014,14,3372028.52849,9688.0762219,48
48,POD Camera,N Sheridan Rd & W Thorndale Ave,2010,20000,41642,google,"c(-87.6553766, 41.9900978)",48008,8,225718.114311,2154.1571242,48
42,In-Road State Law Stop for Pedestrians S,N STATE STDEAD END,2011,410,36598,google,"c(-87.6279105, 41.8851153)",42010,10,2766467.84023,7122.55814392,42
32,Chicago Park District,North Racine,2007,150000,27980,google,"c(-87.6584241, 41.9249067)",43039,39,2418101.89494,7929.03297604,43
42,Miscellaneous-CDOT,Ohio Place Dog Park,2006,11701,36303,google,"c(-87.6384183, 41.8923078)",42017,17,1848371.01318,6703.55937019,42
