ward,type,location,year,est_cost,id,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
43,Traffic Signals,N HALSTED ST & W ARMITAGE AV,2007,12000,37265,census,"c(-87.6485088439999, 41.918183648)",43007,7,2002647.44037,7830.12789198,43
43,1 Pod Camera: Hasted & Armitage,N HALSTED ST & W ARMITAGE AVE,2020,24776,38014,census,"c(-87.6485088439999, 41.918183648)",43007,7,2002647.44037,7830.12789198,43
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2012,800,38356,census,"c(-87.64935704, 41.9427130010001)",44033,33,1102429.82961,4308.1712662,44
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2013,950,38425,census,"c(-87.64935704, 41.9427130010001)",44033,33,1102429.82961,4308.1712662,44
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2014,550,38492,census,"c(-87.64935704, 41.9427130010001)",44033,33,1102429.82961,4308.1712662,44
43,Pole Painting,N HALSTED ST & W FULLERTON PW,2008,500,37303,google,"c(-87.6487544, 41.9254561)",43021,21,1438734.41775,5284.18880963,43
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2012,950,38355,census,"c(-87.649075648, 41.93454459)",44018,18,1220045.89608,4986.78551056,44
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2015,600,38579,census,"c(-87.649075648, 41.93454459)",44018,18,1220045.89608,4986.78551056,44
46,Traffic Signals,N HALSTED ST & W GRACE ST,2006,18000,39794,census,"c(-87.649618333, 41.951198983)",46024,24,467540.063662,3283.90224709,46
27,1 LPR on Existing Camera: Halsted & Grand,N HALSTED ST & W GRAND AVE,2021,10971,23909,census,"c(-87.6476244689999, 41.8911820650001)",27011,11,4193483.72085,9948.4049723700009,27
44,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,38199,census,"c(-87.649541955, 41.9491166820001)",46010,10,1462487.59057,5964.77135199,46
46,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,39840,census,"c(-87.649541955, 41.9491166820001)",46010,10,1462487.59057,5964.77135199,46
43,Traffic Signals,N HALSTED ST & W WEBSTER AV,2007,12000,37266,census,"c(-87.64862944, 41.9218176270001)",43029,29,1751739.34029,5289.53439572,43
43,Bus Pad,N HALSTED ST & W WRIGHTWOOD AVE,2022,34185.31,38075,census,"c(-87.648886713, 41.9290855830001)",43022,22,879745.747639,3982.92796598,43
44,Alley Resurfacing Menu,N HALSTED ST & WROSCOE ST,2022,9281.22,38903,google,"c(-87.6493749, 41.9436065)",44034,34,1017184.84478,5404.90745616,44
47,In-Road State Law Stop,N HAMILTON AVE & W MONTROSE AVE,2012,800,40703,census,"c(-87.682211579, 41.961413517)",47028,28,1484451.94774,6202.05321659,47
35,1 PTZ Camera - NEW Hamlin and Belden,N HAMLIN AVE & W BELDEN AVE,2022,24776,31315,census,"c(-87.721827569, 41.9227140610001)",35021,21,1721198.13945,7630.56759167,35
39,Floodlight Menu,N HAMLIN AVE & W GRANVILLE AVE,2017,600,34477,census,"c(-87.72392595, 41.9937213520001)",39032,32,2562726.93764,8852.79164095,39
28,Alley Apron Menu,N HAMLIN AVE & W LAKE ST (234 N),2011,11665,24287,google,"c(-87.6351135, 41.8859687)",42009,9,7494777.11509,12087.6827184,42
30,Alley Resurfacing Menu,N HAMLIN AVE & W SCHOOL ST,2017,17357.805,26368,census,"c(-87.722346135, 41.9409764100001)",30022,22,2109375.31255,7473.16935291,30
43,Alley Apron Menu,N HAMPDEN CT & W WRIGHTWOOD AV (2635 N),2011,11052,37449,google,"c(-87.6735552, 41.9287022)",32013,13,3729207.84063,10047.6015955,32
43,Street Light Upgrade Menu,N HAMPDEN CT & W WRIGHTWOOD AVE,2016,4200,37854,census,"c(-87.641466001, 41.9306613790001)",43013,13,609683.714801,3588.94580346,43
42,In-Road State Law Stop,N HARBOR DR & E RANDOLPH ST,2012,550,36629,google,"c(-87.6157612, 41.8846703)",42006,6,252022.659523,2128.49015982,42
42,In-Road State Law Stop,N HARBOR DR & E RANDOLPH ST,2013,550,36689,google,"c(-87.6157612, 41.8846703)",42006,6,252022.659523,2128.49015982,42
42,1 PTZ Camera SE Harbor and Waterside,N HARBOR DR & E WATERSIDE DR,2022,24776,37061,census,"c(-87.6157668609999, 41.8869451040001)",42029,29,1055234.08632,4167.90421392,42
26,Alley Resurfacing Menu,N HARDING AVE & W CORTLANDST,2022,15576.2933333333,23142,google,"c(-87.7252679, 41.9153581)",26008,8,1613523.63532,6140.67237602,26
30,Alley Apron Menu,N HARDING AVE & W WAVELAND AV (3700 N),2011,15673,26032,google,"c(-87.8088097, 41.9468921)",38029,29,2674567.15602,7962.33721275,38
36,Traffic Signals,N HARLEM AV & W ADDISON ST,2005,95000,31438,census,"c(-87.807004962, 41.9452656290001)",38005,5,2892720.17601,7363.14781717,38
36,Traffic Signals,N HARLEM AV & W BELMONT AV,2005,95000,31440,census,"c(-87.8067436699999, 41.937997673)",29031,31,3485366.08203,9277.6808527,29
29,Diagonal Parking Menu,N HARLEM AVE & W ALTGELD ST,2021,41522.71,25469,google,"c(-87.8063311, 41.9262344)",29038,38,3707214.02464,11684.738049,29
29,1 LPR/Existing Camera - N Harlem and W Belmont,N HARLEM AVE & W BELMONT AVE,2022,10971,25536,census,"c(-87.8067436699999, 41.937997673)",29031,31,3485366.08203,9277.6808527,29
29,PTZ Camera - N Harlem and W Belmont,N HARLEM AVE & W BELMONT AVE,2022,24776,25564,census,"c(-87.8067436699999, 41.937997673)",29031,31,3485366.08203,9277.6808527,29
41,1 PTZ Camera - NW Harlem and Higgins,N HARLEM AVE & W HIGGINS AVE,2022,24776,36173,census,"c(-87.806956724, 41.981119005)",41045,45,3625194.68864,9628.26771329,41
29,Miscellaneous CDOT Projects,N HARLEM AVE & W NORTH AVE,2018,55000,25329,google,"c(-87.8057383, 41.9087765)",NA,NA,NA,NA,NA
29,Alley Resurfacing Menu,N HARLEM AVE & W PALMER ST,2017,34944.42,25254,census,"c(-87.806120587, 41.919859941)",29023,23,3355361.16876,8966.546467,29
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,N HAZEL ST & W MONTROSE AVE,2022,30970,40266,census,"c(-87.6523237169999, 41.961811486)",46026,26,866967.832265,4666.28696343,46
46,Street Light Pole POD,N HAZEL ST & W SUNNYSIDE AVE,2015,3000,40056,census,"c(-87.652363916, 41.963640535)",46014,14,433605.75512,2629.88477681,46
46,High Definition Camera,N HAZEL ST & W SUNNYSIDE AVE,2015,33763.75,40062,census,"c(-87.652363916, 41.963640535)",46014,14,433605.75512,2629.88477681,46
46,Street Light Pole POD,N HAZEL ST & W WINDSOR AVE,2015,3000,40054,census,"c(-87.652379995, 41.9644887310001)",46014,14,433605.75512,2629.88477681,46
46,High Definition Camera,N HAZEL ST & W WINDSOR AVE,2015,33763.75,40062,census,"c(-87.652379995, 41.9644887310001)",46014,14,433605.75512,2629.88477681,46
1,Street Resurfacing Menu,N HERMITAGE AVE & N MILWAUKEE AVE,2016,7919.53,709,census,"c(-87.670598125, 41.9059873100001)",01021,21,2410403.60641,6626.31339185,1
40,Alley Resurfacing Menu (1-1),N HERMITAGE AVE & N RIDGE AVE,2017,24102.12,35250,census,"c(-87.673331648, 41.9913777570001)",40027,27,1998714.69059,6238.65192368,40
40,Alley Resurfacing Menu,N HERMITAGE AVE & W DEVON AVE,2017,4763.36,35253,google,"c(-87.6734848, 41.9980211)",40037,37,2028534.74645,5999.44561632,40
32,Street Speed Hump Menu,N HERMITAGE AVEDead End (2800 N) & W OAKDALE AV (2940 N),2011,1850,28190,google,"c(-87.685508, 41.9349201)",32009,9,2757210.9377,9464.53760639,32
41,Miscellaneous Other,N HIAWATHA AVE & N LEHIGH AVE,2014,4000,35934,census,"c(-87.768442183, 42.002492746)",41019,19,5090331.77724,13060.5176465,41
41,Miscellaneous Other,N HIAWATHA AVE & N LEHIGH AVE,2015,5000,35961,census,"c(-87.768442183, 42.002492746)",41019,19,5090331.77724,13060.5176465,41
41,In-Road State Law Stop For Pedestrians Signs Menu,N HIAWATHA AVE & N MOSELLE AVE,2019,350,36096,census,"c(-87.7784597419999, 42.007782918)",41047,47,3893024.57812,9823.55345749,41
1,In-Road State Law Stop,N HONORE ST & N MILWAUKEE AVE,2014,950,556,census,"c(-87.675261194, 41.908970067)",01008,8,1190695.13842,5422.27716611,1
32,In-Road State Law Stop for Pedestria,N HOYNE AV & W ARMITAGE AV,2010,800,28126,census,"c(-87.680093099, 41.917709302)",32005,5,1418346.42714,6312.47398136,32
1,In-Road State Law Stop,N HOYNE AVE & W CHICAGO AVE,2014,1500,549,census,"c(-87.679498155, 41.895869254)",02021,21,1337008.96705,6280.90237694,2
1,In-Road State Law Stop For Pedestrians Signs Menu,N HOYNE AVE & W CHICAGO AVE,2016,350,664,census,"c(-87.679498155, 41.895869254)",02021,21,1337008.96705,6280.90237694,2
47,Street Bump Outs Menu,N HOYNE AVE & W CORNELIA AVE,2022,13012.06,41400,census,"c(-87.6809252149999, 41.9450123770001)",47047,47,1926123.16203,6957.19977432,47
1,In-Road State Law Stop For Pedestrians Signs Menu,N HOYNE AVE & W DIVISION ST,2016,350,660,census,"c(-87.67969915, 41.90314927)",01005,5,1563866.18209,6309.45805854,1
32,Street Resurfacing Menu,N HOYNE AVE & W MELROSE ST,2020,14117.79,28571,google,"c(-87.6808058, 41.9404494)",32042,42,1419824.88247,6608.40071661,32
47,In-Road State Law Stop,N HOYNE AVE & W MONTROSE AVE,2014,550,40827,census,"c(-87.681399562, 41.9614255770001)",47028,28,1484451.94774,6202.05321659,47
27,1 LPR No POD Camera - 1498 N Hudson,N HUDSON AVE & W BLACKHAWK ST,2021,27410,23904,census,"c(-87.6397454889999, 41.909227339)",02046,46,679109.612138,4363.84052511,2
27,Street Light Pole for High Definition Camera Menu,N HUDSON AVE & W BLACKHAWK ST,2022,3000,23974,census,"c(-87.6397454889999, 41.909227339)",02046,46,679109.612138,4363.84052511,2
42,1 PTZ Camera - Hudson and Superior,N HUDSON AVE & W SUPERIOR ST,2022,24776,37054,census,"c(-87.640026882, 41.8955195230001)",42015,15,1655360.53534,5887.36773691,42
44,Curb/Gutter Menu,N HUDSON AVEDead End (3169 N) & W BELMONT AV (3200 N),2011,3939,38307,google,"c(-87.7087982, 41.9398134)",35001,1,2739015.08179,8970.85929063,35
1,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N HUMBOLDT BLVD & W PALMER BLVD,2021,50000,965,google,"c(-87.7021807, 41.9207314)",01023,23,2029313.94104,5701.65068772,1
39,Alley Apron Menu,N INDIAN RD & N MEADE AVE,2016,11791.81,34429,google,"c(-87.780037, 41.9948757)",39020,20,3130216.68903,8330.44863724,39
39,Alley Apron Menu,N INDIAN RD & N MOODY AVE,2016,10690.84,34430,google,"c(-87.7813466, 41.9954085)",39020,20,3130216.68903,8330.44863724,39
42,Traffic Signal Pole,N JEFFERSON ST & W FULTON ST,2015,2350,36850,census,"c(-87.642804624, 41.8868124470001)",42018,18,1039617.3622,5655.45513443,42
42,Pavement Markings,N JEFFERSON ST & W LAKE ST,2015,1500,36813,census,"c(-87.642772465, 41.885706978)",42041,41,2501691.32255,7114.82974872,42
42,Traffic Equipment,N JEFFERSON ST & W RANDOLPH ST,2014,2308,36780,census,"c(-87.6427322659999, 41.8844366940001)",42041,41,2501691.32255,7114.82974872,42
39,In-Road State Law Stop for Pedestria,N JERSEY AV & W THORNDALE AV,2010,800,34218,census,"c(-87.710471387, 41.988499518)",39013,13,3652449.6575,10398.7543622,39
39,Street Light Upgrade Menu,N KARLOV AVE & W ARGYLE ST,2022,250,34669,google,"c(-87.7305901, 41.971853)",39008,8,3564900.25088,8664.33839074,39
36,Sidewalk Menu,N KEATING AVE & W BELDEN AVE,2020,9583.055,32119,census,"c(-87.7450343789999, 41.922428649)",36011,11,2407027.01299,7960.27976999,36
35,In-Road State Law Stop For Pedestrians Sign Menu,N KEDVALE AVE & W ARMITAGE AVE,2021,600,31266,census,"c(-87.7302210939999, 41.9171223980001)",35012,12,1896926.80399,5677.03581272,35
33,In-Road State Law Stop for Pedestria,N KEDZIE AV & W SUNNYSIDE AV,2008,320,28845,census,"c(-87.708300648, 41.963013432)",33020,20,2068662.29971,6226.43570666,33
33,Miscellaneous-CDOT,N KEDZIE AV & W SUNNYSIDE AV,2009,32,28880,census,"c(-87.708300648, 41.963013432)",33020,20,2068662.29971,6226.43570666,33
33,Arterial Street Bump Outs Menu,N KEDZIE AVE & W BARRY AVE,2021,2119.28,29348,census,"c(-87.707573049, 41.9375152870001)",33028,28,1432867.66208,6049.52680605,33
35,Traffic Equipment,N KEDZIE AVE & W BELMONT AVE,2015,500,30963,google,"c(-87.7074917, 41.9393455)",33004,4,4600218.93728,12457.4319138,33
39,High Definition Camera Menu,N KEDZIE AVE & W BRYN MAWR AVE,2021,24709.3333333333,34621,google,"c(-87.7088637, 41.9830581)",40034,34,4717196.14585,11184.0374981,40
39,In-Road State Law Stop for Pedestrians S,N KEDZIE AVE & W CATALPA AVE,2011,550,34254,google,"c(-87.7088041, 41.9812577)",40034,34,4717196.14585,11184.0374981,40
26,In-Road State Law Stop for Pedestrians S,N KEDZIE AVE & W EVERGREEN AVE,2011,219,22613,google,"c(-87.7068699, 41.9055548)",26027,27,9955203.69684,13641.4977359,26
26,Miscellaneous Other,N KEDZIE AVE & W EVERGREEN AVE,2012,191,22656,google,"c(-87.7068699, 41.9055548)",26027,27,9955203.69684,13641.4977359,26
35,Pedestrian Refuge Island,N KEDZIE AVE & W SCHUBERT AVE,2012,72011,30814,google,"c(-87.7074475, 41.9302958)",35017,17,1295038.60655,7846.97521226,35
33,Miscellaneous-CDOT,N KEDZIE AVE & W SUNNYSIDE AVE,2011,448,28939,google,"c(-87.7082914, 41.9630265)",33020,20,2068662.29971,6226.43570666,33
33,In-Road State Law Stop,N KEDZIE AVE & W SUNNYSIDE AVE,2013,950,28991,google,"c(-87.7082914, 41.9630265)",33020,20,2068662.29971,6226.43570666,33
33,In-Road State Law Stop,N KEDZIE AVE & W SUNNYSIDE AVE,2015,600,29089,google,"c(-87.7082914, 41.9630265)",33020,20,2068662.29971,6226.43570666,33
27,POD CAMERA - N. Kedzie & W. Walnut,N KEDZIE AVE & W WALNUT ST,2018,27011,23837,google,"c(-87.7062426, 41.8853888)",27026,26,3150169.61043,8705.83643226,27
33,In-Road State Law Stop,N KEDZIE AVE & W WAVELAND AVE,2013,950,28990,google,"c(-87.7078589, 41.9484517)",33012,12,1958775.1062,6729.77863114,33
35,Street Bump Outs Menu,N KEELER AVE & W DICKENS AVE,2017,51785.62,31029,google,"c(-87.7315049, 41.9189273)",35012,12,1896926.80399,5677.03581272,35
35,Street Bump Outs Menu,N KEELER AVE & W PALMER ST,2017,41587.92,31030,google,"c(-87.731565, 41.920761)",35012,12,1896926.80399,5677.03581272,35
32,In-Road State Law Stop for Pedestrians S,N KENMORE AVE & N CLYBOURN AVE,2011,800,28173,census,"c(-87.655921516, 41.9155104230001)",43010,10,1664934.06793,5841.40294726,43
43,In-Road State Law Stop,N KENMORE AVE & N CLYBOURN AVE,2013,1900,37637,census,"c(-87.655921516, 41.9155104230001)",43010,10,1664934.06793,5841.40294726,43
43,In-Road State Law Stop,N KENMORE AVE & N LINCOLN AVE,2014,600,37683,google,"c(-87.6551088, 41.9299893)",43002,2,1448363.68883,6299.44364187,43
43,In-Road State Law Stop For Pedestrians Signs Menu,N KENMORE AVE & N LINCOLN AVE,2016,600,37806,google,"c(-87.6551088, 41.9299893)",43002,2,1448363.68883,6299.44364187,43
48,Street Lighting,N KENMORE AVE & W ARDMORE AVE,2011,500,41646,census,"c(-87.656729513, 41.9873337510001)",48016,16,1131331.05773,4256.82101629,48
44,Curb & Gutter Menu,N KENMORE AVE & W GRACE ST,2021,6728.95,38866,census,"c(-87.655652184, 41.951106526)",46005,5,1399448.65175,5023.72243528,46
45,Miscellaneous CDOT,N KENNETH AVE & N MILWAUKEE AVE,2015,4215,39412,google,"c(-87.7398304, 41.9488454)",45006,6,4682909.10919,10898.2823339,45
45,Sidewalk Menu,N KENNETH AVE & N MILWAUKEE AVE,2017,2000.06,39512,google,"c(-87.7398304, 41.9488454)",45006,6,4682909.10919,10898.2823339,45
39,Street Resurface Menu,N KENTON AVE & W BRYN MAWR AV (5600 N)Dead End (5126 N),2011,41748,34276,google,"c(-87.7685343, 41.9831103)",45039,39,2175228.69789,6346.2301786,45
31,Street Resurfacing Menu (1-5),N KENTON AVE & W DIVERSEY AVE,2020,11269.53,27675,google,"c(-87.7416569, 41.9315972)",31013,13,2498204.2786,8008.65242242,31
37,Street Bump Outs Menu,N KILDARE AVE & W AUGUSTA BLVD,2021,29256.6,33018,google,"c(-87.7335633, 41.8988898)",37004,4,1732077.0494,6680.14082815,37
35,Alley Apron Menu,N KILDARE AVE & W CORTLAND ST,2017,12861.23,31004,census,"c(-87.733822913, 41.9152531500001)",35016,16,1424111.1572,6532.5532961,35
28,Street Lighting,N KILPATRICK AV & W ADAMS BV,2010,5040,24273,census,"c(-87.742739023, 41.8780732120001)",28040,40,2441856.01212,6665.82821815,28
37,Floodlight Menu,N KILPATRICK AVE & W AUGUSTA BLVD,2012,500,32661,census,"c(-87.7436193789999, 41.8987394530001)",37021,21,9393463.10914,17294.6855844,37
37,Floodlight Menu,N KILPATRICK AVE & W IOWA ST,2012,500,32660,google,"c(-87.743563, 41.8969054)",37021,21,9393463.10914,17294.6855844,37
37,Street Light Arterial,N KILPATRICK AVE & W IOWA ST,2012,12000,32662,google,"c(-87.743563, 41.8969054)",37021,21,9393463.10914,17294.6855844,37
37,Traffic Signal,N KILPATRICK AVE & W IOWA ST,2012,12000,32676,google,"c(-87.743563, 41.8969054)",37021,21,9393463.10914,17294.6855844,37
37,Floodlight Menu,N KILPATRICK AVE & W RICE ST,2012,500,32658,census,"c(-87.743547021, 41.8960139700001)",37021,21,9393463.10914,17294.6855844,37
37,Floodlight Menu,N KILPATRICK AVE & W WALTON ST,2012,500,32659,census,"c(-87.743591239, 41.8978148790001)",37021,21,9393463.10914,17294.6855844,37
39,In-Road State Law Stop for Pedestria,N KIMBALL AV & W CATALPA AV,2010,800,34216,census,"c(-87.713679258, 41.9811953830001)",39022,22,1888685.88576,7158.03496203,39
35,Miscellaneous Other,N KIMBALL AVE & N AVONDALE AVE,2013,12000,30854,census,"c(-87.712597908, 41.9422507140001)",35001,1,2739015.08179,8970.85929063,35
35,Pedestrian Countdown,N KIMBALL AVE & N AVONDALE AVE,2013,17863,30874,census,"c(-87.712597908, 41.9422507140001)",35001,1,2739015.08179,8970.85929063,35
35,Miscellaneous Other,N KIMBALL AVE & N KENNEDY KIMBALL AV XR IB,2013,12000,30851,google,"c(-87.7130132, 41.9570768)",33017,17,1990462.68802,6636.48804972,33
35,1 LPR W/O Existing Camera: N Kimball and W Addison,N KIMBALL AVE & W ADDISON ST,2021,27410,31229,census,"c(-87.712710465, 41.946568073)",35004,4,5966071.43382,11913.5816947,35
35,1 POD Camera NE Corner of W Addison and N Kimball,N KIMBALL AVE & W ADDISON ST,2021,24776,31231,census,"c(-87.712710465, 41.946568073)",35004,4,5966071.43382,11913.5816947,35
1,Pavement Markings Menu,N KIMBALL AVE & W BLOOMINGDALE AVE,2016,150,680,census,"c(-87.7117979499999, 41.9136130360001)",26040,40,938114.287746,4407.68105475,26
26,Pavement Markings Menu,N KIMBALL AVE & W BLOOMINGDALE AVE,2016,150,22811,census,"c(-87.7117979499999, 41.9136130360001)",26040,40,938114.287746,4407.68105475,26
39,In-Road State Law Stop for Pedestrians S,N KIMBALL AVE & W CATALPA AVE,2011,950,34252,census,"c(-87.713679258, 41.9811953830001)",39022,22,1888685.88576,7158.03496203,39
39,In-Road State Law Stop,N KIMBALL AVE & W CATALPA AVE,2013,950,34314,census,"c(-87.713679258, 41.9811953830001)",39022,22,1888685.88576,7158.03496203,39
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W DRUMMOND PL,2019,350,31140,census,"c(-87.7122240579999, 41.929294617)",35017,17,1295038.60655,7846.97521226,35
35,In-Road State Law Stop For Pedestrians Sign Menu,N KIMBALL AVE & W DRUMMOND PL,2021,700,31267,census,"c(-87.7122240579999, 41.929294617)",35017,17,1295038.60655,7846.97521226,35
35,Pedestrian Countdown,N KIMBALL AVE & W HENDERSON ST,2013,17863,30873,census,"c(-87.712597908, 41.9422507140001)",35001,1,2739015.08179,8970.85929063,35
33,Bus Pad,N KIMBALL AVE & W LAWRENCE AVE,2017,17717.89,29189,census,"c(-87.713361686, 41.968404101)",33002,2,2633705.13087,7868.55648751,33
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W PARKER AVE,2019,600,31138,google,"c(-87.712269, 41.9310758)",35017,17,1295038.60655,7846.97521226,35
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W PARKER AVE,2020,350,31208,google,"c(-87.712269, 41.9310758)",35017,17,1295038.60655,7846.97521226,35
35,In-Road State Law Stop For Pedestrians Sign Menu,N KIMBALL AVE & W PARKER AVE,2021,1800,31268,google,"c(-87.712269, 41.9310758)",35017,17,1295038.60655,7846.97521226,35
35,In-Road State Law Stop,N KIMBALL AVE & W WELLINGTON AVE,2015,600,30940,google,"c(-87.7123766, 41.9356447)",35011,11,1846742.74538,7860.62846876,35
35,Pedestrian Refuge Island Menu,N KIMBALL AVE & W WELLINGTON AVE,2017,33089.87,31027,google,"c(-87.7123766, 41.9356447)",35011,11,1846742.74538,7860.62846876,35
12,Street Lighting,N KINGSBURY ST & N NORTH BRANCH ST,2005,3850,9420,google,"c(-87.6492558, 41.9050577)",27037,37,5120095.67155,14180.1821582,27
12,Street Lighting,N KINGSBURY ST & N NORTH BRANCH ST,2005,5000,9421,google,"c(-87.6492558, 41.9050577)",27037,37,5120095.67155,14180.1821582,27
42,1 POD Camera NE Corner of Madison at 90/94,N KINGSBURY ST & W CHICAGO AVE,2021,24776,37022,census,"c(-87.641538359, 41.8964963560001)",27048,48,4148927.16643,8424.67190592,27
42,1 LPR W/ Existing Camera: SW Corner Erie and Kingsbury,N KINGSBURY ST & W ERIE ST,2021,10971,37016,census,"c(-87.641461981, 41.8938995090001)",42015,15,1655360.53534,5887.36773691,42
42,1 POD Camera SW Corner of Erie and Kingsbury,N KINGSBURY ST & W ERIE ST,2021,24776,37024,census,"c(-87.641461981, 41.8938995090001)",42015,15,1655360.53534,5887.36773691,42
42,1 POD Camera SW Corner of Kingsbury and Erie,N KINGSBURY ST & W ERIE ST,2021,24776,37025,census,"c(-87.641461981, 41.8938995090001)",42015,15,1655360.53534,5887.36773691,42
27,In-Road State Law Stop For Pedestrians Signs Menu,N KINGSBURY ST & W EVERGREEN AVE,2016,600,23743,census,"c(-87.65007258, 41.906039569)",27037,37,5120095.67155,14180.1821582,27
42,1 LPR W/ Existing Camera: SE Corner Grand and Kingsbury,N KINGSBURY ST & W GRAND AVE,2021,10971,37012,census,"c(-87.6398741259999, 41.891499636)",42017,17,1848371.01318,6703.55937019,42
42,1 LPR w/o Camera NW Corner Grand and Kingsbury,N KINGSBURY ST & W GRAND AVE,2021,27410,37018,census,"c(-87.6398741259999, 41.891499636)",42017,17,1848371.01318,6703.55937019,42
42,Bollard Menu,N KINGSBURY ST & W OHIO ST (600 N),2011,2520,36591,google,"c(-87.6447704, 41.8923416)",27011,11,4193483.72085,9948.4049723700009,27
42,1 LPR/No Camera - NE Ontario and Kingsbury,N KINGSBURY ST & W ONTARIO ST,2022,38381,37051,google,"c(-87.6411587, 41.8930917)",42037,37,509672.107601,3476.09972536,42
31,Street Bump Outs Menu,N KOSTNER AVE & W BARRY AVE,2019,10996.97,27638,census,"c(-87.736974505, 41.937149477)",31036,36,2214197.51636,7583.07701945,31
31,Left-Turn Arrow Menu,N KOSTNER AVE & W DIVERSEY AVE,2016,98100,27498,census,"c(-87.736813709, 41.931662331)",31024,24,1827187.57582,8761.6199852,31
39,Bus Pad,N KOSTNER AVE & W FOSTER AVE,2013,12821,34310,google,"c(-87.7381101, 41.9754424)",39011,11,9967005.50286,18468.8626306,39
31,Street Bump Outs Menu,N KOSTNER AVE & W GEORGE ST,2019,10996.97,27638,google,"c(-87.7368505, 41.9334989)",31026,26,1276384.20018,5189.54661663,31
28,Curb & Gutter Menu,N KOSTNER AVE & W MAYPOLE AVE,2020,33998.55,24749,google,"c(-87.7355903, 41.8845583)",28023,23,10035043.6243,17352.9341225,28
31,Street Bump Outs Menu,N KOSTNER AVE & W WELLINGTON AVE,2019,10996.97,27638,census,"c(-87.7369142059999, 41.9353284680001)",31036,36,2214197.51636,7583.07701945,31
28,Floodlight Menu,N LA CROSSE AVE & W MAYPOLE AVE,2012,1000,24346,census,"c(-87.7466463539999, 41.8844366940001)",28042,42,2612817.2072,6624.93498556,28
2,1 POD Camera 360 CAMERA ON CORNER OF LASALLE AND CLARK TO VIEW BP STATION,N LA SALLE DR & N CLARK ST,2021,24776,2415,census,"c(-87.633213172, 41.913761772)",43004,4,1842612.80774,8629.67279,43
2,Pedestrian Refuge Island Menu,N LA SALLE DR & W BURTON PL,2019,37800.67,2367,census,"c(-87.633164934, 41.909167041)",02037,37,497957.544592,3885.46286699,2
42,In-Road State Law Stop,N LA SALLE DR & W CARROLL AVE,2013,550,36684,google,"c(-87.6327369, 41.9000687)",02032,32,492612.241543,3670.40248938,2
42,In-Road State Law Stop For Pedestrians Signs Menu,N LA SALLE DR & W CARROLL AVE,2017,350,36897,google,"c(-87.6327369, 41.9000687)",02032,32,492612.241543,3670.40248938,2
2,1 LPR/Existing Camera - SW LaSalle St at Chicago,N LA SALLE DR & W CHICAGO AVE,2022,10971,2452,census,"c(-87.6327830449999, 41.896616953)",02041,41,1115355.55795,6021.48388773,2
42,Pavement Markings Menu,N LA SALLE DR & W ELM ST,2011,3600,36603,census,"c(-87.632823243, 41.903117111)",27038,38,485922.024922,3494.69232169,27
42,1 LPR W/ Existing Camera: SE Corner Lasalle and Ohio,N LA SALLE DR & W OHIO ST,2021,10971,37013,google,"c(-87.6325365, 41.8924351)",42039,39,2011508.16984,7215.51682921,42
42,1 LPR W/ Existing Camera: SE Corner Ohio and Lasalle,N LA SALLE DR & W OHIO ST,2021,10971,37014,google,"c(-87.6325365, 41.8924351)",42039,39,2011508.16984,7215.51682921,42
42,1 LPR W/O Existing Camera: SE Corner Ohio and LaSalle,N LA SALLE DR & W OHIO ST,2021,27410,37021,google,"c(-87.6325365, 41.8924351)",42039,39,2011508.16984,7215.51682921,42
42,In-Road State Law Stop,N LA SALLE ST & W COURT PL,2012,800,36627,census,"c(-87.6324212549999, 41.8838658700001)",42010,10,2766467.84023,7122.55814392,42
42,1 PTZ Camera - SE Lake and LaSalle,N LA SALLE ST & W LAKE ST,2022,49552,37062,census,"c(-87.632445374, 41.8857391380001)",42010,10,2766467.84023,7122.55814392,42
42,Traffic Signals,N LA SALLE ST & W MAPLE ST,2005,139473,36276,census,"c(-87.6327830449999, 41.9018267270001)",02039,39,418152.936244,3513.73810149,2
43,Traffic Signals,N LA SALLE ST & W MAPLE ST,2005,139473,37160,census,"c(-87.6327830449999, 41.9018267270001)",02039,39,418152.936244,3513.73810149,2
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BANKS ST,2018,14500,37964,census,"c(-87.6255231279999, 41.9068113870001)",43028,28,517112.232433,3284.64691255,43
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BURTON PL,2018,14500,37966,google,"c(-87.6261552, 41.9095157)",43038,38,691430.169732,3744.93098912,43
