ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_locate,precinct_locate,ward_precinct_locate
48,Street Bump Outs Menu,N KENMORE AV-- W GRANVILLE AV (6200 N) -to- W GRANVILLE AV (6200 N),2010,98784,38532,N KENMORE AV AND W GRANVILLE AV,N KENMORE AV AND W GRANVILLE AV,41.99459366700006,-87.65695060699994,census,41.99459366700006,-87.65695060699994,census,"c(-87.6569506069999, 41.9945936670001)",48,40,48040
39,Curb/Gutter Menu,N KENTUCKY AV-- N ELSTON AV (4882 N) -to- N ELSTON AV (4882 N),2010,26735,31549,N KENTUCKY AV AND N ELSTON AV,N KENTUCKY AV AND N ELSTON AV,41.969602027000064,-87.74257822799996,census,41.969602027000064,-87.74257822799996,census,"c(-87.742578228, 41.9696020270001)",39,9,39009
39,Sidewalk Menu,N KERBS AV-- N KERCHEVAL AV (5684 N) -to- N KERCHEVAL AV (5711 N),2009,8525,31524,N KERBS AV AND N KERCHEVAL AV,N KERBS AV AND N KERCHEVAL AV,41.98489,-87.7445683,google,41.98489,-87.7445683,google,"c(-87.7445683, 41.98489)",39,1,39001
39,Curb/Gutter Menu,N KEYSTONE AV-- W CULLOM AV (4300 N) -to- W CULLOM AV (4300 N),2009,54296,31504,N KEYSTONE AV AND W CULLOM AV,N KEYSTONE AV AND W CULLOM AV,41.9591084,-87.7293413,google,41.9591084,-87.7293413,google,"c(-87.7293413, 41.9591084)",39,25,39025
30,Diagonal Parking Menu,N KILDARE AV-- W ARMITAGE AV (2000 N) -to- Dead End (3121 N),2005,29000,23799,N KILDARE AV AND W ARMITAGE AV,N KILDARE AV AND Dead End,41.9170927,-87.7338926,google,NA,NA,google,"c(-87.7338926, 41.9170927)",30,24,30024
30,Sidewalk Menu,ON N KILPATRICK AVE FROM W ROSCOE ST (3400 N) TO W ROSCOE ST (3400 N),2012,1220,24261,N KILPATRICK AVE and W ROSCOE ST,N KILPATRICK AVE and W ROSCOE ST,41.9425124,-87.7440126,google,41.9425124,-87.7440126,google,"c(-87.7440126, 41.9425124)",30,30,30030
39,Miscellaneous-CDOT,N KIMBALL AV-- W FOSTER AV (5200 N) -to- W FOSTER AV (5200 N),2008,10783,31455,N KIMBALL AV AND W FOSTER AV,N KIMBALL AV AND W FOSTER AV,41.975692157000026,-87.71355464099997,census,41.975692157000026,-87.71355464099997,census,"c(-87.713554641, 41.975692157)",39,43,39043
33,Curb/Gutter Menu,N KIMBALL AV-- W HUTCHINSON ST (4232 N) -to- W HUTCHINSON ST (4232 N),2008,22357,26665,N KIMBALL AV AND W HUTCHINSON ST,N KIMBALL AV AND W HUTCHINSON ST,41.958422721000034,-87.71305215499996,census,41.958422721000034,-87.71305215499996,census,"c(-87.713052155, 41.958422721)",33,20,33020
39,Curb/Gutter Menu,N KNOX AV-- Dead End (4256 N) -to- Dead End (5606 N),2008,5824,31446,N KNOX AV AND Dead End,N KNOX AV AND Dead End,41.9644126,-87.7439326,google,41.9644126,-87.7439326,google,"c(-87.7439326, 41.9644126)",45,12,45012
39,Curb/Gutter Menu,N KOSTNER AV-- W PETERSON AV (6000 N) -to- W PETERSON AV (6000 N),2008,2337,31447,N KOSTNER AV AND W PETERSON AV,N KOSTNER AV AND W PETERSON AV,41.9899551,-87.7383554,google,41.9899551,-87.7383554,google,"c(-87.7383554, 41.9899551)",39,37,39037
42,Curb/Gutter Menu,N LAKE SHORE DR-- E OHIO ST (600 N) -to- E OHIO ST (600 N),2007,1819,33635,N LAKE SHORE DR AND E OHIO ST,N LAKE SHORE DR AND E OHIO ST,41.89268550300005,-87.61462119299995,census,41.89268550300005,-87.61462119299995,census,"c(-87.6146211929999, 41.8926855030001)",42,65,42065
44,Street Bump Outs Menu,N LAKE SHORE W DR-- W BARRY AV (3040 N) -to- W BARRY AV (3040 N),2008,26746,35323,N LAKE SHORE W DR AND W BARRY AV,N LAKE SHORE W DR AND W BARRY AV,41.937184,-87.732932,google,41.937184,-87.732932,google,"c(-87.732932, 41.937184)",31,4,31004
44,Street Bump Outs Menu,N LAKE SHORE W DR-- W WELLINGTON AV (3000 N) -to- W WELLINGTON AV (3000 N),2008,23867,35322,N LAKE SHORE W DR AND W WELLINGTON AV,N LAKE SHORE W DR AND W WELLINGTON AV,41.9353895,-87.7326228,google,41.9353895,-87.7326228,google,"c(-87.7326228, 41.9353895)",31,4,31004
28,Sidewalk Menu,N LAMON AV-- W FERDINAND ST (460 N) -to- W FERDINAND ST (460 N),2006,52894,22426,N LAMON AV AND W FERDINAND ST,N LAMON AV AND W FERDINAND ST,41.88954999100008,-87.74806537399996,census,41.88954999100008,-87.74806537399996,census,"c(-87.748065374, 41.8895499910001)",28,27,28027
38,Street Bump Outs Menu,N LAVERGNE AV-- W ADDISON ST (3600 N) -to- W ADDISON ST (3600 N),2010,10104,30819,N LAVERGNE AV AND W ADDISON ST,N LAVERGNE AV AND W ADDISON ST,41.94606156700007,-87.75201290299998,census,41.94606156700007,-87.75201290299998,census,"c(-87.752012903, 41.9460615670001)",38,31,38031
45,Sidewalk Menu,ON N LAVERGNE AVE FROM W STRONG ST (4932 N) TO W STRONG ST (4932 N),2013,1643,36365,N LAVERGNE AVE and W STRONG ST,N LAVERGNE AVE and W STRONG ST,41.970707496000045,-87.75271236399999,census,41.970707496000045,-87.75271236399999,census,"c(-87.752712364, 41.970707496)",45,37,45037
26,Sidewalk Menu,N LAWNDALE AV-- W WABANSIA AV (1700 N) -to- W WABANSIA AV (1700 N),2010,60108,21121,N LAWNDALE AV AND W WABANSIA AV,N LAWNDALE AV AND W WABANSIA AV,41.9117863,-87.7190445,google,41.9117863,-87.7190445,google,"c(-87.7190445, 41.9117863)",26,11,26011
50,Sidewalk Menu,ON N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE FROM N HOYNE AVE (2100 W) TO N,2014,29716,39963,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W THOME AVE TO W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE TO N,41.9096503,-87.6777658,google,NA,NA,google,"c(-87.6777658, 41.9096503)",1,8,01008
41,Street Resurface Menu,N LEOTI AV-- N MONON AV (6933 N) -to- N MONON AV (6933 N),2007,3863,32858,N LEOTI AV AND N MONON AV,N LEOTI AV AND N MONON AV,42.007545744000026,-87.78129376299995,census,42.007545744000026,-87.78129376299995,census,"c(-87.781293763, 42.007545744)",41,6,41006
40,Curb/Gutter Menu,N LINCOLN AV-- N RICHMOND ST (5815 N) -to- N RICHMOND ST (5815 N),2010,30169,32271,N LINCOLN AV AND N RICHMOND ST,N LINCOLN AV AND N RICHMOND ST,41.9879543,-87.7032795,google,41.9879543,-87.7032795,google,"c(-87.7032795, 41.9879543)",40,30,40030
29,Street Lighting,N MAJOR AV-- W NORTH AV (1600 N) -to- Dead End (1721 N),2008,97500,23227,N MAJOR AV AND W NORTH AV,N MAJOR AV AND Dead End,41.9093978,-87.7679219,google,NA,NA,google,"c(-87.7679219, 41.9093978)",29,24,29024
38,Curb/Gutter Menu,N MAJOR AV-- W WILSON AV (4550 N) -to- W WILSON AV (4550 N),2009,9301,30770,N MAJOR AV AND W WILSON AV,N MAJOR AV AND W WILSON AV,41.96410282200003,-87.76980492499996,census,41.96410282200003,-87.76980492499996,census,"c(-87.769804925, 41.964102822)",45,20,45020
41,Street Resurfacing Menu,ON N MANKATO AVE FROM N IONIA AVE (7200 N) TO N HIAWATHA AVE (7130 N),2021,90297.08,33377,N MANKATO AVE and N IONIA AVE,N MANKATO AVE and AVE FROM N IONIA AVE TO N HIAWATHA AVE,42.011746526000024,-87.77696434399996,census,NA,NA,google,"c(-87.776964344, 42.011746526)",41,39,41039
32,Street Speed Hump Menu,N MARSHFIELD AV-- W WRIGHTWOOD AV (2600 N) -to- W WRIGHTWOOD AV (2600 N) 5,2007,8250,25848,N MARSHFIELD AV AND W WRIGHTWOOD AV,N MARSHFIELD AV AND W WRIGHTWOOD AV,41.92875997200008,-87.66948863599998,census,41.92875997200008,-87.66948863599998,census,"c(-87.669488636, 41.9287599720001)",32,27,32027
37,Street Speed Hump Menu,N MASON AV-- W BELDEN AV (2300 N) -to- W BELDEN AV (2300 N) 2,2008,3500,30023,N MASON AV AND W BELDEN AV,N MASON AV AND W BELDEN AV,41.9220186,-87.7744273,google,41.9220186,-87.7744273,google,"c(-87.7744273, 41.9220186)",37,11,37011
38,Sidewalk Menu,ON N MCVICKER AVE FROM W CULLOM AV (4300 N) TO W CULLOM AV (4300 N),2012,21720,30895,N MCVICKER AVE and W CULLOM AV,N MCVICKER AVE and W CULLOM AV,41.95851115800008,-87.77817834999996,census,41.95851115800008,-87.77817834999996,census,"c(-87.77817835, 41.9585111580001)",38,21,38021
41,Street Resurface Menu,N MENDOTA AV-- N IONIA AV (7021 N) -to- N IONIA AV (7021 N),2007,21551,32861,N MENDOTA AV AND N IONIA AV,N MENDOTA AV AND N IONIA AV,42.00812460800006,-87.77547698599994,census,42.00812460800006,-87.77547698599994,census,"c(-87.7754769859999, 42.0081246080001)",41,54,41054
41,Curb & Gutter Menu,ON N MINNEHAHA AVE FROM N HIAWATHA AV (6482 N) TO N HIAWATHA AV (6482 N),2012,9327,33093,N MINNEHAHA AVE and N HIAWATHA AV,N MINNEHAHA AVE and N HIAWATHA AV,41.99889896600007,-87.76088479499998,census,41.99889896600007,-87.76088479499998,census,"c(-87.760884795, 41.9988989660001)",41,19,41019
43,Curb/Gutter Menu,N MOHAWK ST-- W NORTH AV (1600 N) -to- W NORTH AV (1600 N),2006,9250,34371,N MOHAWK ST AND W NORTH AV,N MOHAWK ST AND W NORTH AV,41.9111165,-87.6422294,google,41.9111165,-87.6422294,google,"c(-87.6422294, 41.9111165)",43,1,43001
26,Street Speed Hump Menu,N MONTICELLO AV-- W WABANSIA AV (1700 N) -to- W WABANSIA AV (1700 N) 2,2010,3500,21138,N MONTICELLO AV AND W WABANSIA AV,N MONTICELLO AV AND W WABANSIA AV,41.9117984,-87.7178222,google,41.9117984,-87.7178222,google,"c(-87.7178222, 41.9117984)",26,14,26014
35,Sidewalk Menu,N MONTICELLO AV-- W WRIGHTWOOD AV (2600 N) -to- W WRIGHTWOOD AV (2600 N),2009,29838,28344,N MONTICELLO AV AND W WRIGHTWOOD AV,N MONTICELLO AV AND W WRIGHTWOOD AV,41.9282397,-87.7183165,google,41.9282397,-87.7183165,google,"c(-87.7183165, 41.9282397)",35,21,35021
41,Street Resurfacing Menu,ON N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE FROM W TALCOTT AVE (6740 W) TO N,2014,73783,33169,N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE and W THORNDALE AVE TO N AVONDALE AVE ON W RASCHER AVE FROM W TALCOTT AVE,N NEWARK AVE FROM W THORNDALE AVE (5900 N) TO N AVONDALE AVE (6000 N) ON W RASCHER AVE and N AVONDALE AVE ON W RASCHER AVE FROM W TALCOTT AVE TO N,41.9864852,-87.8083082,google,41.9864852,-87.8083082,google,"c(-87.8083082, 41.9864852)",41,43,41043
36,Diagonal Parking Menu,N NORDICA AV-- W ADDISON ST (3600 N) -to- W ADDISON ST (3600 N),2010,55995,29254,N NORDICA AV AND W ADDISON ST,N NORDICA AV AND W ADDISON ST,41.94533798700007,-87.80330666599997,census,41.94533798700007,-87.80330666599997,census,"c(-87.803306666, 41.9453379870001)",36,25,36025
38,Sidewalk Menu,ON N OAK PARK AVE FROM W ADDISON ST (3600 N) TO W ADDISON ST (3600 N),2012,10190,30894,N OAK PARK AVE and W ADDISON ST,N OAK PARK AVE and W ADDISON ST,41.94548270300004,-87.79598645099998,census,41.94548270300004,-87.79598645099998,census,"c(-87.795986451, 41.945482703)",38,8,38008
41,Street Resurface Menu,N ODELL AV-- Dead End (5952 N) -to- W PETERSON AV (6000 N),2006,19334,32813,N ODELL AV AND Dead End,N ODELL AV AND W PETERSON AV,NA,NA,google,41.98989441900005,-87.81008017599999,census,"c(-87.810080176, 41.9898944190001)",41,20,41020
41,Street Resurface Menu,N OLIPHANT AV-- N ONEIDA AV (6436 N) -to- N ONEIDA AV (6436 N),2008,10059,32937,N OLIPHANT AV AND N ONEIDA AV,N OLIPHANT AV AND N ONEIDA AV,41.99833618200006,-87.82063237999995,census,41.99833618200006,-87.82063237999995,census,"c(-87.8206323799999, 41.9983361820001)",41,7,41007
41,Street Resurfacing Menu,ON N PANAMA AVE FROM W GREGORY ST (5520 N) TO W GREGORY ST (5520 N),2012,46805,33114,N PANAMA AVE and W GREGORY ST,N PANAMA AVE and W GREGORY ST,41.980250709000074,-87.82930327699995,census,41.980250709000074,-87.82930327699995,census,"c(-87.829303277, 41.9802507090001)",41,32,41032
49,Curb/Gutter Menu,N PAULINA ST-- W ESTES AV (7120 N) -to- W ESTES AV (7120 N),2010,18449,39233,N PAULINA ST AND W ESTES AV,N PAULINA ST AND W ESTES AV,42.01145307500008,-87.67232265599995,census,42.01145307500008,-87.67232265599995,census,"c(-87.6723226559999, 42.0114530750001)",49,32,49032
44,Street Lighting,N PINE GROVE AV-- Dead End (3169 N) -to- W BELMONT AV (3200 N),2007,28333,35308,N PINE GROVE AV AND Dead End,N PINE GROVE AV AND W BELMONT AV,NA,NA,google,41.940083995000066,-87.64197652699994,census,"c(-87.6419765269999, 41.9400839950001)",44,44,44044
30,Curb/Gutter Menu,N PULASKI RD-- W CORTLAND ST (1900 N) -to- W CORTLAND ST (1900 N),2010,3096,24123,N PULASKI RD AND W CORTLAND ST,N PULASKI RD AND W CORTLAND ST,41.91534560800005,-87.72650671799994,census,41.91534560800005,-87.72650671799994,census,"c(-87.7265067179999, 41.9153456080001)",30,29,30029
27,Curb/Gutter Menu,N PULASKI RD-- W POTOMAC AV (1300 N) -to- W POTOMAC AV (1300 N),2005,10000,21597,N PULASKI RD AND W POTOMAC AV,N PULASKI RD AND W POTOMAC AV,41.9044538,-87.7263546,google,41.9044538,-87.7263546,google,"c(-87.7263546, 41.9044538)",27,30,27030
32,Street Resurface Menu,N RAVENSWOOD AV-- W CORNELIA AV (3500 N) -to- W CORNELIA AV (3500 N),2010,16263,26019,N RAVENSWOOD AV AND W CORNELIA AV,N RAVENSWOOD AV AND W CORNELIA AV,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997,census,"c(-87.67361706, 41.9450967940001)",32,22,32022
32,Sidewalk Menu,N RAVENSWOOD AV-- W MELROSE ST (3232 N) -to- W MELROSE ST (3232 N),2009,1659,25945,N RAVENSWOOD AV AND W MELROSE ST,N RAVENSWOOD AV AND W MELROSE ST,41.9405514,-87.6734969,google,41.9405514,-87.6734969,google,"c(-87.6734969, 41.9405514)",32,42,32042
40,Curb/Gutter Menu,N RAVENSWOOD AV-- W THORNDALE AV (5840 N) -to- W THORNDALE AV (5840 N),2008,1508,32188,N RAVENSWOOD AV AND W THORNDALE AV,N RAVENSWOOD AV AND W THORNDALE AV,41.98833068300007,-87.67463811199997,census,41.98833068300007,-87.67463811199997,census,"c(-87.674638112, 41.9883306830001)",40,36,40036
40,Curb/Gutter Menu,N RAVENSWOOD AV-- W THORNDALE AV (5840 N) -to- W THORNDALE AV (5840 N),2009,559,32231,N RAVENSWOOD AV AND W THORNDALE AV,N RAVENSWOOD AV AND W THORNDALE AV,41.98833068300007,-87.67463811199997,census,41.98833068300007,-87.67463811199997,census,"c(-87.674638112, 41.9883306830001)",40,36,40036
47,Diagonal Parking Menu,ON N RAVENSWOOD AVE FROM W WILSON AV (4600 N) TO W WILSON AV (4600 N),2013,33023,37739,N RAVENSWOOD AVE and W WILSON AV,N RAVENSWOOD AVE and W WILSON AV,41.96517211200006,-87.67407532699997,census,41.96517211200006,-87.67407532699997,census,"c(-87.674075327, 41.9651721120001)",47,34,47034
48,Sidewalk Menu,N RIDGE AV-- N GLENWOOD AV (5782 N) -to- N GLENWOOD AV (5782 N),2009,19439,38504,N RIDGE AV AND N GLENWOOD AV,N RIDGE AV AND N GLENWOOD AV,41.98667448900005,-87.66504263999997,census,41.98667448900005,-87.66504263999997,census,"c(-87.66504264, 41.9866744890001)",48,1,48001
48,Street Bump Outs Menu,N RIDGE AV-- N GLENWOOD AV (5782 N) -to- N GLENWOOD AV (5782 N),2009,62645,38505,N RIDGE AV AND N GLENWOOD AV,N RIDGE AV AND N GLENWOOD AV,41.98667448900005,-87.66504263999997,census,41.98667448900005,-87.66504263999997,census,"c(-87.66504264, 41.9866744890001)",48,1,48001
40,Curb/Gutter Menu,N RIDGE AV-- W PETERSON AV (6000 N) -to- W PETERSON AV (6000 N),2008,12172,32190,N RIDGE AV AND W PETERSON AV,N RIDGE AV AND W PETERSON AV,41.990782814000056,-87.67214176199997,census,41.990782814000056,-87.67214176199997,census,"c(-87.672141762, 41.9907828140001)",40,35,40035
39,Curb/Gutter Menu,N ROGERS AV-- N KERCHEVAL AV (5650 N) -to- N KERCHEVAL AV (5657 N),2008,11203,31448,N ROGERS AV AND N KERCHEVAL AV,N ROGERS AV AND N KERCHEVAL AV,41.9842174,-87.743145,google,41.9842174,-87.743145,google,"c(-87.743145, 41.9842174)",39,1,39001
35,Sidewalk Menu,N SACRAMENTO AV-- W BELDEN AV (2306 N) -to- W BELDEN AV (2306 N),2010,21649,28400,N SACRAMENTO AV AND W BELDEN AV,N SACRAMENTO AV AND W BELDEN AV,41.923260766000055,-87.70225875799997,census,41.923260766000055,-87.70225875799997,census,"c(-87.702258758, 41.9232607660001)",35,10,35010
43,Street Resurface Menu,N SEDGWICK ST-- W WISCONSIN ST (1910 N) -to- W WISCONSIN ST (1910 N),2008,11567,34496,N SEDGWICK ST AND W WISCONSIN ST,N SEDGWICK ST AND W WISCONSIN ST,41.91651137500003,-87.63876061699995,census,41.91651137500003,-87.63876061699995,census,"c(-87.6387606169999, 41.916511375)",43,24,43024
43,Curb/Gutter Menu,N SHEFFIELD AV-- N MAUD AV (1827 N) -to- N MAUD AV (1827 N),2008,823,34482,N SHEFFIELD AV AND N MAUD AV,N SHEFFIELD AV AND N MAUD AV,41.91488734100005,-87.65325231099996,census,41.91488734100005,-87.65325231099996,census,"c(-87.653252311, 41.9148873410001)",43,9,43009
48,Curb/Gutter Menu,N SHERIDAN RD-- W GLENLAKE AV (6042 N) -to- W GLENLAKE AV (6042 N),2008,4720,38453,N SHERIDAN RD AND W GLENLAKE AV,N SHERIDAN RD AND W GLENLAKE AV,41.99236263000006,-87.65545520899997,census,41.99236263000006,-87.65545520899997,census,"c(-87.655455209, 41.9923626300001)",48,13,48013
44,Sidewalk Menu,ON N SOUTHPORT AVE FROM W BELMONT AV (3200 N) TO W BELMONT AV (3200 N),2012,15604,35518,N SOUTHPORT AVE and W BELMONT AV,N SOUTHPORT AVE and W BELMONT AV,41.93976642400003,-87.66382059499995,census,41.93976642400003,-87.66382059499995,census,"c(-87.6638205949999, 41.939766424)",44,9,44009
44,Street Bump Outs Menu,ON N SOUTHPORT AVE FROM W EDDY ST (3532 N) TO W EDDY ST (3532 N),2013,19202,35599,N SOUTHPORT AVE and W EDDY ST,N SOUTHPORT AVE and W EDDY ST,41.94614598500005,-87.66398942999996,census,41.94614598500005,-87.66398942999996,census,"c(-87.66398943, 41.9461459850001)",44,11,44011
39,Pole Painting,N ST LOUIS AV-- W LAWRENCE AV (4800 N) -to- Dead End (4925 N),2008,3000,31480,N ST LOUIS AV AND W LAWRENCE AV,N ST LOUIS AV AND Dead End,41.968379982000044,-87.71580577799995,census,NA,NA,google,"c(-87.7158057779999, 41.968379982)",39,22,39022
42,Street Resurfacing Menu,ON N STATE ST FROM W KINZIE ST (400 N) TO W KINZIE ST (400 N),2012,44252,33874,N STATE ST and W KINZIE ST,N STATE ST and W KINZIE ST,41.88925251900008,-87.62801947799994,census,41.88925251900008,-87.62801947799994,census,"c(-87.6280194779999, 41.8892525190001)",42,55,42055
31,Street Speed Hump Menu,N TRIPP AV-- W BARRY AV (3100 N) -to- W BARRY AV (3100 N) 2,2010,3500,25204,N TRIPP AV AND W BARRY AV,N TRIPP AV AND W BARRY AV,41.93718967600006,-87.73293853799998,census,41.93718967600006,-87.73293853799998,census,"c(-87.732938538, 41.9371896760001)",31,33,31033
27,Street Speed Hump Menu,N TROY ST-- W FRANKLIN (N) SD(504 N) -to- W OHIO ST (600 N) 2,2009,3500,21837,N TROY ST AND W FRANKLINSD,N TROY ST AND W OHIO ST,NA,NA,google,41.89191368500008,-87.70521337499997,census,"c(-87.705213375, 41.8919136850001)",27,31,27031
40,Curb/Gutter Menu,N VIRGINIA AV-- W ARDMORE AV (5800 N) -to- W ARDMORE AV (5800 N),2010,7566,32273,N VIRGINIA AV AND W ARDMORE AV,N VIRGINIA AV AND W ARDMORE AV,41.986722728000075,-87.70616206799997,census,41.986722728000075,-87.70616206799997,census,"c(-87.706162068, 41.9867227280001)",40,29,40029
40,Curb/Gutter Menu,N VIRGINIA AV-- W ARDMORE AV (5800 N) -to- W ARDMORE AV (5800 N),2010,27796,32274,N VIRGINIA AV AND W ARDMORE AV,N VIRGINIA AV AND W ARDMORE AV,41.986722728000075,-87.70616206799997,census,41.986722728000075,-87.70616206799997,census,"c(-87.706162068, 41.9867227280001)",40,29,40029
42,Sidewalk Menu,ON N WELLS ST FROM W ILLINOIS ST (500 N) TO W ILLINOIS ST (500 N),2012,15359,33866,N WELLS ST and W ILLINOIS ST,N WELLS ST and W ILLINOIS ST,41.89078811600007,-87.63404528899997,census,41.89078811600007,-87.63404528899997,census,"c(-87.634045289, 41.8907881160001)",42,46,42046
41,Street Resurfacing Menu,ON N WESLEY TR FROM W FOSTER AV (5200 N) TO CITY LIMITS (0 N),2012,6950,33110,N WESLEY TR and W FOSTER AV,N WESLEY TR and CITY LIMITS,41.97326816500003,-87.86406726299998,census,NA,NA,google,"c(-87.864067263, 41.973268165)",41,27,41027
48,Street Bump Outs Menu,N WINTHROP AV-- W GRANVILLE AV (6200 N) -to- W GRANVILLE AV (6200 N),2010,112525,38533,N WINTHROP AV AND W GRANVILLE AV,N WINTHROP AV AND W GRANVILLE AV,41.99457758800003,-87.65835354799998,census,41.99457758800003,-87.65835354799998,census,"c(-87.658353548, 41.994577588)",48,15,48015
1,Curb/Gutter Menu,N WOLCOTT AV-- W ELLEN ST (1320 N) -to- W ELLEN ST (1320 N),2009,76827,326,N WOLCOTT AV AND W ELLEN ST,N WOLCOTT AV AND W ELLEN ST,41.9055106,-87.6747427,google,41.9055106,-87.6747427,google,"c(-87.6747427, 41.9055106)",1,10,01010
36,Miscellaneous-CDOT,N. Oak & Belden & Railroad Track,2008,2000,29195,N. Oak & Belden,N. Oak & Railroad Track,NA,NA,google,41.9815154,-87.9396873,google,"c(-87.9396873, 41.9815154)",41,27,41027
1,Miscellaneous-Other,NA,2011,49936,443,NA & NA,NA & NA,41.8249626,-87.6485519,google,41.8249626,-87.6485519,google,"c(-87.6485519, 41.8249626)",11,25,11025
36,Sidewalk Menu,ON NATCHEZ FROM W BELMONT AV (3200 N) TO W BELMONT AV (3200 N),2012,2094,29316,NATCHEZ and W BELMONT AV,NATCHEZ and W BELMONT AV,41.9382721,-87.7883515,google,41.9382721,-87.7883515,google,"c(-87.7883515, 41.9382721)",36,17,36017
47,Miscellaneous-Other,North Center Senior Campus-Irving & Oakley,2005,50000,37347,North Center Senior Campus & Irving,North Center Senior Campus & Oakley,41.9541553,-87.6787412,google,41.9541553,-87.6787412,google,"c(-87.6787412, 41.9541553)",47,29,47029
42,Street Light Pole Painting,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,3300,33887,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,NA,NA,google,"c(-87.63114293, 41.8924282300001)",42,58,42058
42,Street Light Upgrade,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,7200,33896,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,NA,NA,google,"c(-87.63114293, 41.8924282300001)",42,58,42058
42,Traffic Equipment,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,6050,33904,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,NA,NA,google,"c(-87.63114293, 41.8924282300001)",42,58,42058
45,Chicago Park District,Our Lady of Victory & St Johns Food PantryGarden - rain barrels. planting,2013,2500,36388,Our Lady of Victory & St Johns Food PantryGarden,Our Lady of Victory & rain barrels. planting,NA,NA,google,41.9619884,-87.758604,google,"c(-87.758604, 41.9619884)",45,25,45025
22,Chicago Park District,Piotrowski Park - drinking fountain & lighting,2010,30000,17570,Piotrowski Park & drinking fountain,Piotrowski Park & lighting,41.8361245,-87.7307657,google,41.8361245,-87.7307657,google,"c(-87.7307657, 41.8361245)",22,16,22016
3,Street Light Upgrade,ON PRINCETON FROM W GARFIELD BV (5500 S) TO W 57 ST (5700 S),2012,2100,2651,PRINCETON and W GARFIELD BV,PRINCETON and W 57th ST,41.7941746,-87.6548894,google,NA,NA,google,"c(-87.6548894, 41.7941746)",16,18,16018
11,Sidewalk Menu,S ABERDEEN ST-- W 34 PL (3432 S) -to- W 34 PL (3432 S),2010,463,8253,S ABERDEEN ST AND W 34th PL,S ABERDEEN ST AND W 34th PL,41.831577,-87.6534166,google,41.831577,-87.6534166,google,"c(-87.6534166, 41.831577)",11,19,11019
16,Sidewalk Menu,S ABERDEEN ST-- W 54 ST (5400 S) -to- W 54 ST (5400 S),2008,53551,13172,S ABERDEEN ST AND W 54th ST,S ABERDEEN ST AND W 54th ST,41.7959993,-87.6525,google,41.7959993,-87.6525,google,"c(-87.6525, 41.7959993)",16,18,16018
21,Sidewalk Menu,ON S ABERDEEN ST FROM W 93 ST (9300 S) TO W 93 ST (9300 S),2012,4028,16898,S ABERDEEN ST and W 93rd ST,S ABERDEEN ST and W 93rd ST,41.72502404100004,-87.65060320499998,census,41.72502404100004,-87.65060320499998,census,"c(-87.650603205, 41.725024041)",21,19,21019
17,Sidewalk Menu,S ADA ST-- W 77 ST (7700 S) -to- W 77 ST (7700 S),2009,51511,14023,S ADA ST AND W 77th ST,S ADA ST AND W 77th ST,41.7540959,-87.6570628,google,41.7540959,-87.6570628,google,"c(-87.6570628, 41.7540959)",17,27,17027
23,Miscellaneous-CDOT,S ARCHER AV-- S LINDER AV (5255 S) -to- S LINDER AV (5255 S),2008,16659,18200,S ARCHER AV AND S LINDER AV,S ARCHER AV AND S LINDER AV,41.7960331,-87.7599366,google,41.7960331,-87.7599366,google,"c(-87.7599366, 41.7960331)",23,48,23048
23,Miscellaneous-CDOT,S ARCHER AV-- S MAYFIELD AV (5328 S) -to- S MAYFIELD AV (5328 S),2008,17556,18199,S ARCHER AV AND S MAYFIELD AV,S ARCHER AV AND S MAYFIELD AV,41.794652,-87.7696376,google,41.794652,-87.7696376,google,"c(-87.7696376, 41.794652)",23,42,23042
23,Miscellaneous-CDOT,S ARCHER AV-- S MENARD AV (5391 S) -to- S MENARD AV (5391 S),2008,14089,18201,S ARCHER AV AND S MENARD AV,S ARCHER AV AND S MENARD AV,41.7950152,-87.7671441,google,41.7950152,-87.7671441,google,"c(-87.7671441, 41.7950152)",23,45,23045
