year,ward,dept,program,category,location,desc,blocks,unit_count,est_cost
2021,12,,Alley Apron Menu (2021),Streets/CDOT,2815 W 40TH ST; 2817 W 40TH ST,,,,"$16,222.64"
2021,12,,Alley Apron Menu (2021),Streets/CDOT,2846 W 42ND ST,,,,"$18,259.79"
2021,12,,Alley Apron Menu (2021),Streets/CDOT,3115 W 40TH PL,,,,"$15,028.01"
2021,12,,Alley Apron Menu (2021),Streets/CDOT,3514 S WOOD ST,,,,"$5,303.98"
2021,12,,Alley Apron Menu (2021),Streets/CDOT,3515 S WOOD ST,,,,"$8,098.10"
2021,12,,Alley Apron Menu (2021),Streets/CDOT,3738 S HOMAN AVE,,,,"$9,734.76"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S ALBANY AVE & W 39TH PL & W 40TH ST & S KEDZIE AVE,,,,"$61,130.35"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S ALBANY AVE & W PERSHING RD & W 39TH PL & S KEDZIE AVE,,,,"$58,798.62"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S ASHLAND AVE & W 32ND PL & W 33RD ST & S PAULINA ST,,,,"$13,558.27"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S KEDZIE AVE & W 37TH PL & W 38TH ST & S ALBANY AVE,,,,"$63,996.07"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S KEDZIE AVE & W 38TH PL & W PERSHING RD & S ALBANY AVE,,,,"$77,613.42"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S SACRAMENTO AVE & W 39TH PL & W 40TH ST & S ALBANY AVE,,,,"$46,635.74"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S SAWYER AVE & W 23RD ST & W 24TH ST & S SPAULDING AVE,,,,"$48,812.91"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S SAWYER AVE & W 24TH ST & W 25TH ST & S SPAULDING AVE,,,,"$48,606.11"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,S SAWYER AVE & W 26TH ST & W 27TH ST & S SPAULDING AVE,,,,"$51,315.07"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,W 23RD ST & S WHIPPLE ST & S ALBANY AVE & W 24TH ST,,,,"$44,535.74"
2021,12,,Alley Resurfacing Menu (2021),Streets/CDOT,W 32ND PL & S ASHLAND AVE & S PAULINA ST & W 33RD ST; 1614 W 33RD,,,,"ST $14,010.46"
2021,12,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,12,,Alley Speed Hump Menu (2021),Streets/CDOT,3750 S KEDZIE AVE; S KEDZIE AVE & W 37TH PL & S SPAULDING AVE & W,,,,38TH ST $700.00
2021,12,,Alley Speed Hump Menu (2021),Streets/CDOT,S CALIFORNIA AVE & W 35TH ST & W 36TH ST & S MOZART ST,,,,"$2,100.00"
2021,12,,Alley Speed Hump Menu (2021),Streets/CDOT,S HERMITAGE AVE & W 34TH ST & W 35TH ST & S WOOD ST,,,,$700.00
2021,12,,Alley Speed Hump Menu (2021),Streets/CDOT,S SACRAMENTO AVE & W 37TH PL & W 38TH ST & S ALBANY AVE,,,,"$2,800.00"
2021,12,,Alley Speed Hump Menu (2021),Streets/CDOT,S WESTERN AVE & W 34TH PL & W 35TH ST & S ARTESIAN AVE,,,,"$2,100.00"
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S ALBANY AVE & W 39TH PL & W 40TH ST & S KEDZIE AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S ALBANY AVE & W PERSHING RD & W 39TH PL & S KEDZIE AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S ASHLAND AVE & W 32ND PL & W 33RD ST & S PAULINA ST,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S KEDZIE AVE & W 37TH PL & W 38TH ST & S ALBANY AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S KEDZIE AVE & W 38TH PL & W PERSHING RD & S ALBANY AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S SACRAMENTO AVE & W 39TH PL & W 40TH ST & S ALBANY AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S SAWYER AVE & W 23RD ST & W 24TH ST & S SPAULDING AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S SAWYER AVE & W 24TH ST & W 25TH ST & S SPAULDING AVE,,,,$0.00
2021,12,,Alley Speed Hump Replacement (2021),Streets/CDOT,S SAWYER AVE & W 26TH ST & W 27TH ST & S SPAULDING AVE,,,,$0.00
2021,12,,Diagonal Parking Menu (2021),Streets/CDOT,2238 W BROSS AVE; ON W BROSS AVE FROM S LEAVITT ST (2200 W) TO SW),,,,"BELL AVE  (2240$7,245.00"
2021,12,,Floodlight Menu (2021),Lighting,2613-2631 W 23RD PL,,,,"$2,850.00"
2021,12,,"In-Road ""State Law Stop For Pedestrians"" Sign Menu (2021)",Streets/CDOT,W 23RD ST & S MARSHALL BLVD,,,,$600.00
2021,12,,Sidewalk Menu (2021),Streets/CDOT,2259 S WHIPPLE ST,,,,"$17,228.70"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,2650 S KEDZIE AVE,,,,"$4,795.28"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,2733 W 35TH PL,,,,"$2,959.15"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,2743 W 35TH PL,,,,"$2,664.44"
2021,12,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3326-3332 W PERSHING RD,,,,"$11,416.74"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3350 S WOOD ST,,,,"$2,671.52"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3401 S HERMITAGE AVE,,,,"$20,129.86"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3412 S BELL AVE,,,,"$3,270.96"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3414 S BELL AVE; 3426-3428 S BELL AVE,,,,"$9,342.77"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3518 S MAPLEWOOD AVE,,,,$371.70
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3531 S WOOD ST; 3533 S WOOD ST; 3532 S WOOD ST,,,,"$5,502.34"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3534 S WOOD ST,,,,"$1,897.44"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3616 S ASHLAND AVE,,,,"$6,990.08"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3635 S HONORE ST,,,,"$9,797.94"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3708 S HONORE ST; 3712 S HONORE ST,,,,"$6,539.27"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3719 S DAMEN AVE,,,,$221.84
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3743 S WOOD ST,,,,"$9,850.82"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3754 S PAULINA ST,,,,"$4,140.38"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3802 S WOLCOTT AVE,,,,"$3,595.46"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,3806-3810 S ALBANY AVE,,,,"$10,489.96"
2021,12,,Sidewalk Menu (2021),Streets/CDOT,S MARSHALL BLVD & W 21ST ST,,,,"$38,840.52"
2021,12,,Street Cul-de-Sac Menu (2021),Streets/CDOT,S BELL AVE & W 35TH ST,,,,"$33,159.12"
2021,12,,Street Light Upgrade Menu (2021),Lighting,2818 W 40TH ST,,,,$500.00
2021,12,,Street Light Upgrade Menu (2021),Lighting,3537 S MARSHFIELD AVE; 3401 W 38TH ST; 3517 S MARSHFIELD AVE,,,,"$1,500.00"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON S ARTESIAN AVE FROM W 40TH ST (4000 S) TO W 42ND ST (4200 S),,,,"$119,146.51"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON S ARTESIAN AVE FROM W PERSHING RD (3900 S) TO W 40TH ST (400,,,,"0 S) $59,779.54"
2021,12,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON S TROY ST FROM W CERMAK RD (2200 S) TO W 23RD ST (2300 S),,,,"$56,106.67"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 34TH PL FROM 2441 W TO S WESTERN AVE (2400 W),,,,"$44,662.55"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 37TH PL FROM S WASHTENAW AVE (2700 W) TO S CALIFORNIA AVE,,,,"(2800 W) $49,799.31"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 38TH PL FROM 3552 W TO S ST LOUIS AVE (3500 W),,,,"$50,859.33"
2021,12,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 38TH PL FROM S CALIFORNIA AVE (2800 W) TO S FRANCISCO AVE,,,,"(2900 W) $50,164.93"
2021,12,,Street Speed Hump Menu (2021),Streets/CDOT,ON S HOYNE AVE FROM W 36TH ST (3600 S) TO W 37TH ST (3700 S),,,,"$4,700.00"
2021,12,,Street Speed Hump Menu (2021),Streets/CDOT,ON S WOOD ST FROM W 36TH ST (3600 S) TO W 37TH ST (3700 S),,,,"$4,700.00"
2021,12,,Street Speed Hump Menu (2021),Streets/CDOT,ON S WOOD ST FROM W 37TH ST (3700 S) TO W 38TH ST (3800 S),,,,"$4,700.00"
2021,12,,Street Speed Hump Menu (2021),Streets/CDOT,ON W 33RD ST FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W,,,,") $4,700.00"
2021,12,,Street Speed Hump Menu (2021),Streets/CDOT,ON W 33RD ST FROM S PAULINA ST (1700 W) TO S WOOD ST (1800 W),,,,"$4,700.00"
2021,12,,Street Speed Hump Replacement (2021),Streets/CDOT,ON S ARTESIAN AVE FROM W 40TH ST (4000 S) TO W 42ND ST (4200 S),,,,$0.00
2021,12,,Street Speed Hump Replacement (2021),Streets/CDOT,ON S MAPLEWOOD AVE FROM W 40TH ST (4000 S) TO W 42ND ST (4200 S,,,,) $0.00
2021,12,,Street Speed Hump Replacement (2021),Streets/CDOT,ON S TROY ST FROM W CERMAK RD (2200 S) TO W 23RD ST (2300 S),,,,$0.00
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Alley Apron Menu (2021),Streets/CDOT,4101 W 57TH PL,,,,"$25,598.92"
2021,13,,Alley Apron Menu (2021),Streets/CDOT,5800 S KILDARE AVE,,,,"$14,997.92"
2021,13,,Alley Apron Menu (2021),Streets/CDOT,6000 S MEADE AVE,,,,"$26,735.02"
2021,13,,Alley Resurfacing Menu (2021),Streets/CDOT,3643 W 70TH ST; W 70TH ST & S LAWNDALE AVE & S CENTRAL PARK AVE &,,,,"W 70TH PL $27,475.46"
2021,13,,Alley Speed Hump Menu (2021),Streets/CDOT,6653 S KNOX AVE,,,,$700.00
2021,13,,Alley Speed Hump Menu (2021),Streets/CDOT,6714 S KENNETH AVE,,,,$700.00
2021,13,,Bollard Menu (2021),Streets/CDOT,4114 W 56TH PL,,,,$876.74
2021,13,,Bollard Menu (2021),Streets/CDOT,5542 W 64TH PL,,,,"$4,990.22"
2021,13,,Bollard Menu (2021),Streets/CDOT,5901 W 64TH PL,,,,$876.74
2021,13,,Bollard Menu (2021),Streets/CDOT,6311 W 59TH ST,,,,$876.74
2021,13,,Bollard Menu (2021),Streets/CDOT,6642 S KILDARE AVE; 4308 W MARQUETTE RD,,,,"$4,990.22"
2021,13,,Bollard Menu (2021),Streets/CDOT,6714 S KENNETH AVE,,,,$876.74
2021,13,,Bollard Menu (2021),Streets/CDOT,7254 S RIDGEWAY AVE,,,,$876.74
2021,13,,Concrete Alley Menu (2021),Streets/CDOT,5747-5759 S RUTHERFORD AVE; W 57TH ST & S RUTHERFORD AVE & S NO58TH ST,,,,"RMANDY AVE &  W$31,505.16"
2021,13,,Concrete Alley Menu (2021),Streets/CDOT,6037 W 64TH ST,,,,"$19,005.08"
2021,13,,Concrete Alley Menu (2021),Streets/CDOT,6124-6128 S NAGLE AVE,,,,"$12,162.51"
2021,13,,Concrete Alley Menu (2021),Streets/CDOT,6859 S KILDARE AVE,,,,"$11,455.44"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,5551 S KILBOURN AVE,,,,"$3,440.41"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,5844 S SAYRE AVE,,,,"$8,979.45"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,5858 S SAYRE AVE,,,,"$2,001.39"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,5914 S MOODY AVE,,,,"$3,259.87"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,5918 S MCVICKER AVE,,,,"$1,283.37"
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6156 S MULLIGAN AVE,,,,"$2,302.65"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6208-6210 W 63RD PL,,,,"$3,936.01"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6345 S KOMENSKY AVE,,,,"$3,137.38"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6400 S LA CROSSE AVE,,,,"$3,350.49"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6525 W 60TH ST,,,,"$1,180.94"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6534 S KEELER AVE,,,,"$2,542.19"
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6543 S KEELER AVE,,,,$451.65
2021,13,,Curb & Gutter Menu (2021),Streets/CDOT,6626 S KILPATRICK AVE,,,,"$5,294.13"
2021,13,,Floodlight Menu (2021),Lighting,6523 S KNOX AVE,,,,$950.00
2021,13,,Floodlight Menu (2021),Lighting,W 55TH ST & S MULLIGAN AVE,,,,$950.00
2021,13,,Floodlight Menu (2021),Lighting,W 61ST ST & S MULLIGAN AVE,,,,$950.00
2021,13,,Miscellaneous CDOT Projects (2021),Streets/CDOT,5209 W 63RD PL,,,,$660.00
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3654 W 71ST ST,,,,"$17,944.61"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3734 W 69TH PL,,,,"$2,394.22"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3744 W 68TH PL,,,,"$7,326.62"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3748 W 70TH PL,,,,"$3,070.95"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3801 W 68TH PL,,,,"$4,840.48"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3825 W 66TH ST,,,,"$2,360.00"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3830 W 71ST ST,,,,"$16,997.84"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,3943 W 66TH ST,,,,"$2,617.24"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4024 W 56TH PL,,,,$381.14
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4030 W 57TH ST,,,,"$2,139.34"
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4046 W 57TH ST,,,,"$5,854.69"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4119 W 59TH ST,,,,"$2,614.88"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4313 W 59TH ST,,,,"$2,199.52"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4513 W 65TH ST,,,,"$1,122.18"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4529 W 64TH PL,,,,"$3,106.94"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,4548 W 65TH PL,,,,"$7,629.41"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5442 W 63RD PL; ON W 63RD PL FROM S LONG AVE (5400 W) TO S LINDER5446 W 63RD PL,,,,AVE  (5500 W);$859.99
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5446 W 63RD PL; 5442 W 63RD PL; ON W 63RD PL FROM S LONG AVE (540AVE (5500 W),,,,"0 W) TO S LINDER$7,883.46"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5519 S KOLMAR AVE,,,,"$1,938.74"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5525 S KOLMAR AVE; 5521 S KOLMAR AVE; ON S KOLMAR AVE FROM W 55W 56TH ST (5600 S),,,,"TH ST  (5500 S) TO$2,224.30"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5531 S KOLMAR AVE,,,,"$2,309.26"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5535 S TRIPP AVE,,,,"$1,441.96"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5536 S MOODY AVE,,,,"$1,800.68"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5538 W 65TH ST,,,,"$1,419.54"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5548 S KEDVALE AVE,,,,"$2,087.42"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5600 S KEELER AVE; 5606 S KEELER AVE,,,,"$2,975.96"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5601 S NEENAH AVE,,,,"$38,637.86"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5612 S MERRIMAC AVE,,,,"$1,918.44"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5645 S NEENAH AVE,,,,"$2,243.18"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5717 S NATCHEZ AVE,,,,"$5,037.68"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5728 S NAGLE AVE,,,,"$1,920.92"
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5734 S NEW ENGLAND AVE,,,,"$2,977.14"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5743 S KOLMAR AVE,,,,$381.14
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5743 S NATCHEZ AVE,,,,"$5,802.08"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5746 S NEWLAND AVE,,,,"$3,249.25"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5747 S NEENAH AVE,,,,"$18,278.55"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5759 S NAGLE AVE,,,,"$3,799.60"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5759 S NATOMA AVE,,,,"$2,152.32"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5810 S MERRIMAC AVE,,,,"$3,511.21"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5816 S MCVICKER AVE,,,,$784.70
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5824 S NEWLAND AVE; ON S NEWLAND AVE FROM W 58TH ST (5800 S) TOS),,,,"W 59TH ST  (5899$3,764.20"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5827 S NEWLAND AVE,,,,"$5,902.50"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5834 S MELVINA AVE,,,,$818.92
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5855 S OAK PARK AVE,,,,"$3,622.60"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5858 W 63RD PL,,,,"$25,165.21"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5909 S NARRAGANSETT AVE,,,,"$1,596.78"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5920 S KILBOURN AVE,,,,"$1,164.66"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5921 S KOLMAR AVE,,,,$381.14
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5921 S KOSTNER AVE,,,,"$1,970.60"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5941 S PARKSIDE AVE,,,,"$3,040.86"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5943 S KILBOURN AVE,,,,"$1,843.16"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,5958 S KILDARE AVE,,,,"$4,725.78"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6006 S KNOX AVE,,,,"$2,744.68"
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6011 S RUTHERFORD AVE,,,,"$1,760.56"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6012 S MELVINA AVE,,,,"$4,349.01"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6013 S KEATING AVE,,,,"$1,983.58"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6028 S KOSTNER AVE,,,,"$5,617.27"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6032 S KOSTNER AVE,,,,"$1,154.04"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6048 S MERRIMAC AVE,,,,"$1,037.22"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6050 S KNOX AVE,,,,"$3,326.42"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6058 S KILDARE AVE,,,,"$10,296.68"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6143 S KEATING AVE,,,,"$3,676.88"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6215 S PARKSIDE AVE,,,,"$2,713.76"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6315 S KOMENSKY AVE,,,,"$2,108.66"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6321 S LAVERGNE AVE,,,,$349.28
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6342 S LA CROSSE AVE,,,,"$1,346.38"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6405 S KEDVALE AVE,,,,"$3,620.24"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6421 S KENNETH AVE,,,,"$3,306.36"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6428 S KEELER AVE,,,,"$3,338.22"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6437 S KENNETH AVE,,,,"$2,807.22"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6439 S AUSTIN AVE,,,,"$4,080.44"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6441 S KOLIN AVE,,,,"$5,361.92"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6459 S KENNETH AVE,,,,"$1,040.76"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6500 S KNOX AVE,,,,"$14,077.63"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6534 S KOSTNER AVE,,,,$456.66
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6537 S KEELER AVE,,,,"$1,704.86"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6619-6625 S KILBOURN AVE,,,,"$9,777.48"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6629 S KOMENSKY AVE,,,,"$2,630.22"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6650 S KEDVALE AVE,,,,$559.32
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6651 S KILBOURN AVE,,,,"$4,686.96"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6732 S KILBOURN AVE,,,,"$1,006.54"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6816 S KEDVALE AVE,,,,"$1,467.68"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,6818 S KEDVALE AVE,,,,"$3,375.98"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,7115 S MILLARD AVE,,,,"$2,553.52"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,7129 S MILLARD AVE,,,,"$2,389.26"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,7226 S MILLARD AVE,,,,"$2,155.86"
2021,13,,Sidewalk Menu (2021),Streets/CDOT,S MULLIGAN AVE & W 62ND ST; 6200 S MULLIGAN AVE,,,,"$2,639.07"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,3837 W 71ST ST,,,,"$11,000.00"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,4528 W MARQUETTE RD,,,,"$14,000.00"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,6200 S MASON AVE,,,,"$14,000.00"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,6211 W 59TH ST,,,,"$11,000.00"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,ON W 55TH ST FROM S MOBILE AVE (6300 W) TO S MERRIMAC AVE (6230,,,,"W) $11,000.00"
2021,13,,Speed Indicator Signs (2021),Streets/CDOT,W 58TH ST & S MULLIGAN AVE,,,,"$14,000.00"
2021,13,,Street Light Upgrade Menu (2021),Lighting,3625 W 70TH PL,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,3625 W MARQUETTE RD,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,3755 W 69TH ST,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,4155 W 57TH ST,,,,$491.07
2021,13,,Menu Package,Other,Locations,,,,Estimated 2021 Cost
2021,13,,Street Light Upgrade Menu (2021),Lighting,5919 S MULLIGAN AVE,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6018 S MOODY AVE,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6241 S MOODY AVE,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6318 S LOREL AVE,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6455-6457 S PULASKI RD,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6504 W 61ST ST,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,6550 S KOMENSKY AVE,,,,$500.00
2021,13,,Street Light Upgrade Menu (2021),Lighting,7134 S AVERS AVE,,,,$500.00
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S KENNETH AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),,,,"$58,546.04"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S KENNETH AVE FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S),,,,"$50,861.05"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S KILBOURN AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),,,,"$59,514.98"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S KOLIN AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),,,,"$58,908.12"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S NAGLE AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S),,,,"$56,280.48"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON S NATCHEZ AVE FROM W 56TH ST (5600 S) TO W 58TH ST (5800 S),,,,"$103,268.91"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 56TH ST FROM S KOLIN AVE (4330 W) TO S KOSTNER AVE (4400 W,,,,") $26,798.74"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 60TH ST FROM S MOODY AVE (6130 W) TO S MELVINA AVE (6200 W,,,,") $37,402.89"
2021,13,,Street Resurfacing Menu (2021),Streets/CDOT,ON W 62ND ST FROM S KOSTNER AVE (4400 W) TO S KENNETH AVE (443,,,,"0 W) $24,696.37"
