ward,type,location,year,est_cost,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2
28,Street Resurface Menu(1-5),W FULTON ST & N KOSTNER AV (4400 W) & N KILBOURN AV (4500 W),2011,39852,N KOSTNER AV  & W FULTON ST,N KILBOURN AV  & W FULTON ST,41.88537734800008,-87.73562784199999,census,41.885349209000026,-87.73807997399996,census
37,Street Speed Hump Menu,W HIRSCH ST & N KEELER AV (4200 W) & N KILDARE AV (4300 W),2011,3700,N KEELER AV  & W HIRSCH ST,N KILDARE AV  & W HIRSCH ST,41.90622046400006,-87.73131048299996,census,41.90617624500004,-87.73377467399996,census
37,Street Speed Hump Menu,W LE MOYNE ST & N TRIPP AV (4232 W) & N KILDARE AV (4300 W),2011,1850,N TRIPP AV  & W LE MOYNE ST,N KILDARE AV  & W LE MOYNE ST,41.90771988200004,-87.73257674799999,census,41.9076491,-87.7337774,google
45,Sidewalk Menu,N KEOKUK AVE & W MONTROSE AV (4400 N) & N KILDARE AV (4570 N),2011,33229,N KEOKUK AVE & W MONTROSE AV,N KILDARE AV  & W MONTROSE AV,41.960907011000074,-87.73141500099996,census,41.96086279200006,-87.73565196199996,census
31,Street Resurface Menu,N KILDARE AVE & W FULLERTON AV (2400 N) & W ALTGELD ST (2455 N),2011,63612,N KILDARE AVE & W FULLERTON AV,N KILDARE AVE & W ALTGELD ST,41.924398394000036,-87.73411636499998,census,41.92622342300007,-87.73417264299997,census
37,Street Speed Hump Menu,N KILDARE AVE & W CORTEZ ST (1032 N) & W THOMAS ST (1100 N),2011,1850,N KILDARE AVE & W CORTEZ ST,N KILDARE AVE & W THOMAS ST,41.89981276300006,-87.73360583899995,census,41.90072527800004,-87.73362995799994,census
31,Street Resurface Menu(1-5),W PALMER ST & N CICERO AV (4800 W) & N KILPATRICK AV (4700 W),2011,36154,N CICERO AV  & W PALMER ST,N KILPATRICK AV  & W PALMER ST,41.9205827,-87.7461358,google,41.92061970000003,-87.74377615399999,census
39,Street Resurface Menu,N KNOX AVE & N KILPATRICK AV (5955 N) & W PETERSON AV (6000 N),2011,41305,N KNOX AVE & W PETERSON AV,N KILPATRICK AV  & W PETERSON AV,41.989858240000046,-87.74468062899996,census,41.989858240000046,-87.74589463499996,census
31,Street Speed Hump Menu,N KILPATRICK AVE & W BELDEN AV (2300 N) & W PALMER ST (2200 N),2011,3700,N KILPATRICK AVE & W BELDEN AV,N KILPATRICK AVE & W PALMER ST,41.92244472900006,-87.74381635299994,census,41.92061970000003,-87.74377615399999,census
33,Sidewalk Menu,W CUYLER AVE & N SPAULDING AV (3300 W) & N KIMBALL AV (3400 W),2011,20994,N SPAULDING AV  & W CUYLER AVE,N KIMBALL AV  & W CUYLER AVE,41.95484502100004,-87.71049148699996,census,41.95481286200004,-87.71293959799993,census
42,Pole Painting,N KINGSBURY ST & W ILLINOIS ST (500 N) & W KINZIE ST (400 N),2011,1500,N KINGSBURY ST & W ILLINOIS ST,N KINGSBURY ST & W KINZIE ST,41.89070369800004,-87.63923496399997,census,41.88912790300003,-87.63809331599998,census
39,Curb/Gutter Menu,N KILPATRICK AVE & N KNOX AV (5955 N) & W PETERSON AV (6000 N),2011,553,N KILPATRICK AVE & W PETERSON AV,N KNOX AV  & W PETERSON AV,41.989858240000046,-87.74589463499996,census,41.989858240000046,-87.74468062899996,census
28,Street Resurface Menu,N KOLIN AVE & W WEST END AV (132 N) & W MAYPOLE AV (200 N),2011,44491,N KOLIN AVE & W WEST END AV,N KOLIN AVE & W MAYPOLE AV,41.88326288700006,-87.73433343899995,census,41.88458141000007,-87.73437363799997,census
39,Street Resurface Menu(1-5),W CARMEN AVE & N KILBOURN AV (4500 W) & N KOLMAR AV (4532 W),2011,19359,N KILBOURN AV  & W CARMEN AVE,N KOLMAR AV  & W CARMEN AVE,41.97356161700003,-87.74062054299998,census,41.973545537000064,-87.74185464799996,census
38,Street Speed Hump Menu,N KOLMAR AVE & W IRVING PARK RD (4000 N) & W BERTEAU AV (4200 N),2011,3700,N KOLMAR AVE & W IRVING PARK RD,N KOLMAR AVE & W BERTEAU AV,41.953486299000076,-87.74174611099994,census,41.957100178000076,-87.74185062799995,census
31,Curb/Gutter Menu,N KOLMAR AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,13167,N KOLMAR AVE & W ARMITAGE AV,N KOLMAR AVE & W DICKENS AV,41.91700582100003,-87.74000549999994,census,41.91880271100007,-87.74004971899996,census
30,Sidewalk Menu,N KOLMAR AVE & W SCHOOL ST (3300 N) & W ROSCOE ST (3400 N),2011,2329,N KOLMAR AVE & W SCHOOL ST,N KOLMAR AVE & W ROSCOE ST,41.94075129600003,-87.74077329799997,census,41.942572305000056,-87.74082957699994,census
31,Street Resurface Menu,N KOLMAR AVE & W GEORGE ST (2900 N) & W WELLINGTON AV (3000 N),2011,37831,N KOLMAR AVE & W GEORGE ST,N KOLMAR AVE & W WELLINGTON AV,41.933443141000055,-87.74051200599996,census,41.93526415000008,-87.74057632399996,census
38,Street Resurface Menu,W BYRON ST & N LOWELL AV (4340 W) & N KOSTNER AV (4422 W),2011,30459,N LOWELL AV  & W BYRON ST,N KOSTNER AV  & W BYRON ST,41.951733628000056,-87.73674537099998,census,41.95171754900008,-87.73800359599994,census
30,Sidewalk Menu,W DICKENS AVE & N KILDARE AV (4300 W) & N KOSTNER AV (4400 W),2011,2079,N KILDARE AV  & W DICKENS AVE,N KOSTNER AV  & W DICKENS AVE,41.9188928,-87.7339332,google,41.91887506900008,-87.73637554199996,census
31,Street Resurface Menu,W SCHUBERT AVE & N KILDARE AV (4300 W) & N KOSTNER AV (4400 W),2011,48746,N KILDARE AV  & W SCHUBERT AVE,N KOSTNER AV  & W SCHUBERT AVE,41.92987348100007,-87.73428519999999,census,41.92984132200007,-87.73676948999997,census
39,Street Resurface Menu,N KOSTNER AVE & W CARMEN AV (5100 N) & W FOSTER AV (5200 N),2011,36009,N KOSTNER AVE & W CARMEN AV,N KOSTNER AVE & W FOSTER AV,41.97360181500005,-87.73805183499996,census,41.97543086400003,-87.73810007299994,census
28,Pole Painting,N KOSTNER AVE & W MADISON ST (0 N) & W KINZIE ST (400 N),2011,9372,N KOSTNER AVE & W MADISON ST,N KOSTNER AVE & W KINZIE ST,41.88061378100008,-87.73547508699994,census,41.8876502,-87.7357003,google
28,Street Lighting,N KOSTNER AVE & W MADISON ST (0 N) & W KINZIE ST (400 N),2011,27678,N KOSTNER AVE & W MADISON ST,N KOSTNER AVE & W KINZIE ST,41.88061378100008,-87.73547508699994,census,41.8876502,-87.7357003,google
31,Street Lighting,N LA CROSSE AVE & W PALMER ST (2200 N) & W BELDEN AV (2300 N),2011,23200,N LA CROSSE AVE & W PALMER ST,N LA CROSSE AVE & W BELDEN AV,41.920571461000065,-87.74743827199995,census,41.92240855000006,-87.74747846999998,census
42,Street Lighting,E LAKE SHORE DR & N LAKE SHORE ENTR RP (160 E) & N LAKE SHORE (W) DR(325 E),2011,4000,N LAKE SHORE ENTR RP  & E LAKE SHORE DR,N LAKE SHORE  DR & E LAKE SHORE DR,41.9008882,-87.6219634,google,41.900878033000026,-87.61983096699998,census
42,Curb/Gutter Menu,N LAKE SHORE DR & E DELAWARE PL (915 N) & E BELLEVUE PL (1030 N),2011,4475,N LAKE SHORE DR & E DELAWARE PL,N LAKE SHORE DR & E BELLEVUE PL,41.89929017800006,-87.61873353799996,census,41.90162573200007,-87.62426490299998,census
42,Street Resurface Menu,N LAKE SHORE DR & E SUPERIOR ST (732 N) & E WALTON ST (932 N),2011,211262,N LAKE SHORE DR & E SUPERIOR ST,N LAKE SHORE DR & E WALTON ST,41.89586925400005,-87.61639396399994,census,41.9000772,-87.6192636,google
44,Curb/Gutter Menu,N LAKE SHORE DR & W HAWTHORNE PL (3423 N) & W STRATFORD PL (3475 N),2011,30608,N LAKE SHORE DR & W HAWTHORNE PL,N LAKE SHORE DR & W STRATFORD PL,41.9448245,-87.6412979,google,41.94610980600004,-87.64199662599998,census
42,Street Resurface Menu,E LAKE SHORE DR & N LAKE SHORE ENTR RP (160 E) & N LAKE SHORE EXIT RP (350 N),2011,103308,N LAKE SHORE ENTR RP  & E LAKE SHORE DR,N LAKE SHORE EXIT RP  & E LAKE SHORE DR,41.9008882,-87.6219634,google,41.9008882,-87.6219634,google
49,Miscellaneous-CDOT,W ALBION AVE & N WINTHROP AV (1100 W) & N LAKEWOOD AV (1286 W),2011,20000,N WINTHROP AV  & W ALBION AVE,N LAKEWOOD AV  & W ALBION AVE,42.00258520300008,-87.65861484099997,census,42.002452547000075,-87.66353116299996,census
47,Sidewalk Menu,W BYRON ST & N CLARK ST (1279 W) & N LAKEWOOD AV (1300 W),2011,2915,N CLARK ST  & W BYRON ST,N LAKEWOOD AV  & W BYRON ST,41.95258182400005,-87.66082577899994,census,41.95256976500008,-87.66174231299999,census
48,Street Resurface Menu(1-5),W GRANVILLE AVE & N BROADWAY (1200 W) & N LAKEWOOD AV (1300 W),2011,40915,N BROADWAY  & W GRANVILLE AVE,N LAKEWOOD AV  & W GRANVILLE AVE,41.99455346800005,-87.66040368999995,census,41.99452934900006,-87.66290807999997,census
44,Curb/Gutter Menu,W ROSCOE ST & N RACINE AV (1200 W) & N LAKEWOOD AV (1300 W),2011,2331,N RACINE AV  & W ROSCOE ST,N LAKEWOOD AV  & W ROSCOE ST,41.9434929,-87.6590562,google,41.94346070000006,-87.66149307999996,census
48,Street Resurface Menu,N LAKEWOOD AVE & W FOSTER AV (5200 N) & W BALMORAL AV (5400 N),2011,97278,N LAKEWOOD AVE & W FOSTER AV,N LAKEWOOD AVE & W BALMORAL AV,41.976287100000036,-87.66234529599996,census,41.9799222,-87.6624532,google
44,Curb/Gutter Menu,N LAKEWOOD AVE & W GRACE ST (3802 N) & W BYRON ST (3900 N),2011,17919,N LAKEWOOD AVE & W GRACE ST,N LAKEWOOD AVE & W BYRON ST,41.95101406800006,-87.66169809399997,census,41.95256976500008,-87.66174231299999,census
32,Street Resurface Menu,N LAKEWOOD AVE & W WRIGHTWOOD AV (2600 N) & W DIVERSEY PW (2800 N),2011,111109,N LAKEWOOD AVE & W WRIGHTWOOD AV,N LAKEWOOD AVE & W DIVERSEY PW,41.92888860800008,-87.66103883299996,census,41.932518567000045,-87.66112726999995,census
48,Street Resurface Menu,N LAKEWOOD AVE & W THORNDALE AV (5932 N) & W ELMDALE AV (6000 N),2011,28378,N LAKEWOOD AVE & W THORNDALE AV,N LAKEWOOD AVE & W ELMDALE AV,41.98996677700006,-87.66268698699997,census,41.99089135100007,-87.66272316499999,census
48,Street Resurface Menu,N LAKEWOOD AVE & W HOOD AV (6132 N) & W GRANVILLE AV (6200 N),2011,28496,N LAKEWOOD AVE & W HOOD AV,N LAKEWOOD AVE & W GRANVILLE AV,41.993600755000045,-87.66287994099997,census,41.99452934900006,-87.66290807999997,census
31,Curb/Gutter Menu - Change Order,W DIVERSEY AVE & N LAVERGNE AV (5000 W) & N LAMON AV (4900 W),2011,1035,N LAVERGNE AV  & W DIVERSEY AVE,N LAMON AV  & W DIVERSEY AVE,41.93146937600005,-87.75150237799994,census,41.93150153500005,-87.74905426599997,census
45,Sidewalk Menu,W GRACE ST & N CICERO AV (4800 W) & N LAMON AV (4900 W),2011,3520,N CICERO AV  & W GRACE ST,N LAMON AV  & W GRACE ST,41.94977192300007,-87.74719707799994,census,41.94973976400007,-87.74975774699999,census
45,Street Resurface Menu(1-5),W GREGORY ST & N LA CROSSE AV (4832 W) & N LAMON AV (4900 W),2011,41036,N LA CROSSE AV  & W GREGORY ST,N LAMON AV  & W GREGORY ST,41.98104664700003,-87.74953665299995,census,41.981026547000056,-87.750827036999965,census
31,Curb/Gutter Menu,W SCHUBERT AVE & N LAVERGNE AV (5000 W) & N LAMON AV (4900 W),2011,1895,N LAVERGNE AV  & W SCHUBERT AVE,N LAMON AV  & W SCHUBERT AVE,41.929660427000044,-87.75143001999999,census,41.929692586000044,-87.74898592799997,census
31,Street Lighting,W SHAKESPEARE AVE & N CICERO AV (4800 W) & N LAMON AV (4900 W),2011,23200,N CICERO AV  & W SHAKESPEARE AVE,N LAMON AV  & W SHAKESPEARE AVE,41.919671007000034,-87.74618808699995,census,41.91964286700005,-87.74864423799994,census
31,Street Resurface Menu,N LAMON AVE & W ALTGELD ST (2500 N) & W DEMING PL (2534 N),2011,26119,N LAMON AVE & W ALTGELD ST,N LAMON AVE & W DEMING PL,41.92606664700003,-87.74884523199995,census,41.92697514200006,-87.74888141099996,census
31,Street Speed Hump Menu,N LAMON AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,3700,N LAMON AVE & W ARMITAGE AV,N LAMON AVE & W DICKENS AV,41.9168853,-87.7494367,google,41.91872633300005,-87.74862011799996,census
31,Street Lighting,N LAMON AVE & W PALMER ST (2200 N) & W FULLERTON AV (2400 N),2011,23200,N LAMON AVE & W PALMER ST,N LAMON AVE & W FULLERTON AV,41.92054,-87.7486657,google,41.92420946000004,-87.74875679499996,census
37,Street Resurface Menu,N LAMON AVE & W POTOMAC AV (1300 N) & W KAMERLING AV (1332 N),2011,47757,N LAMON AVE & W POTOMAC AV,N LAMON AVE & W KAMERLING AV,41.90414620200005,-87.74845932299996,census,41.905054696000036,-87.74847942199995,census
45,Street Resurface Menu(1-5),W CARMEN AVE & N LECLAIRE AV (5100 W) & N LARAMIE AV (5200 W),2011,39878,N LECLAIRE AV  & W CARMEN AVE,N LARAMIE AV  & W CARMEN AVE,41.973428960000035,-87.75522479299997,census,41.97340484100005,-87.75770506399994,census
37,Street Resurface Menu(1-5),W CONCORD PL & N LAMON AV (4924 W) & N LARAMIE AV (5200 W),2011,108323,N LAMON AV  & W CONCORD PL,N LARAMIE AV  & W CONCORD PL,41.91050566400003,-87.74922712099999,census,41.910421246000055,-87.75568305999997,census
38,Street Resurface Menu,W PATTERSON AVE & N LECLAIRE AV (5100 W) & N LARAMIE AV (5200 W),2011,65258,N LECLAIRE AV  & W PATTERSON AVE,N LARAMIE AV  & W PATTERSON AVE,41.946949962000076,-87.75450925299998,census,41.946917803000076,-87.75694530499999,census
37,Pole Painting,W POTOMAC AVE & N LECLAIRE AV (5100 W) & N LARAMIE AV (5200 W),2011,800,N LECLAIRE AV  & W POTOMAC AVE,N LARAMIE AV  & W POTOMAC AVE,41.90408992300007,-87.75336358499999,census,41.90406580400003,-87.75581571699996,census
38,Street Resurface Menu(1-5),W SCHOOL ST & N LECLAIRE AV (5100 W) & N LARAMIE AV (5200 W),2011,41851,N LECLAIRE AV  & W SCHOOL ST,N LARAMIE AV  & W SCHOOL ST,41.94055834100004,-87.75429619899995,census,41.94052618200004,-87.75674833099998,census
45,Street Resurface Menu,W STRONG ST & N LAVERGNE AV (5000 W) & N LARAMIE AV (5200 W),2011,119624,N LAVERGNE AV  & W STRONG ST,N LARAMIE AV  & W STRONG ST,41.970707496000045,-87.75271236399999,census,41.97065523800006,-87.75760858699994,census
31,Curb/Gutter Menu,N LARAMIE AVE & W ALTGELD ST (2500 N) & W WRIGHTWOOD AV (2600 N),2011,15589,N LARAMIE AVE & W ALTGELD ST,N LARAMIE AVE & W WRIGHTWOOD AV,41.92596615000008,-87.75621368599997,census,41.927779119000036,-87.75627800399997,census
43,Sidewalk Menu,W ARMITAGE AVE & N CLEVELAND AV (500 W) & N LARRABEE ST (600 W),2011,45992,N CLEVELAND AV  & W ARMITAGE AVE,N LARRABEE ST  & W ARMITAGE AVE,41.918288165000035,-87.64124490699999,census,41.918256006000036,-87.64366487999996,census
28,Street Resurface Menu,N LATROBE AVE & W WASHINGTON BV (100 N) & W FULTON ST (300 N),2011,82371,N LATROBE AVE & W WASHINGTON BV,N LATROBE AVE & W FULTON ST,41.882354392000025,-87.75635438199998,census,41.885626581000054,-87.75647899799998,census
28,Street Resurface Menu,N LATROBE AVE & W OHIO ST (600 N) & W HURON ST (700 N),2011,51382,N LATROBE AVE & W OHIO ST,N LATROBE AVE & W HURON ST,41.89118608500007,-87.75668401199994,census,41.892991014000074,-87.75675235099999,census
45,Sidewalk Menu,W BYRON ST & N LAMON AV (4900 W) & N LAVERGNE AV (5000 W),2011,44997,N LAMON AV  & W BYRON ST,N LAVERGNE AV  & W BYRON ST,41.95154067400006,-87.74981000499997,census,41.951512534000074,-87.75218173899998,census
37,Street Resurface Menu,W CORTEZ ST & N LAMON AV (4924 W) & N LAVERGNE AV (5000 W),2011,68198,N LAMON AV  & W CORTEZ ST,N LAVERGNE AV  & W CORTEZ ST,41.899571570000035,-87.74835882599996,census,41.89955147100005,-87.75081095699994,census
31,Street Lighting,W MEDILL AVE & N CICERO AV (4800 W) & N LAVERGNE AV (5000 W),2011,23200,N CICERO AV  & W MEDILL AVE,N LAVERGNE AV  & W MEDILL AVE,41.92332910400006,-87.74627250399999,census,41.923284885000044,-87.75120088599994,census
31,Curb/Gutter Menu,W PARKER AVE & N LAMON AV (4900 W) & N LAVERGNE AV (5000 W),2011,24894,N LAMON AV  & W PARKER AVE,N LAVERGNE AV  & W PARKER AVE,41.93059706100007,-87.74901808699997,census,41.930564901000025,-87.75146619899994,census
38,Curb/Gutter Menu,W SCHOOL ST & N LAMON AV (4900 W) & N LAVERGNE AV (5000 W),2011,54847,N LAMON AV  & W SCHOOL ST,N LAVERGNE AV  & W SCHOOL ST,41.94062266000003,-87.74939193699998,census,41.94059050000004,-87.75184406799997,census
31,Curb/Gutter Menu,N LAVERGNE AVE & W WRIGHTWOOD AV (2600 N) & W DRUMMOND PL (2632 N),2011,83769,N LAVERGNE AVE & W WRIGHTWOOD AV,N LAVERGNE AVE & W DRUMMOND PL,41.92784745800003,-87.75135766199998,census,41.92875193200007,-87.75139786099999,census
31,Curb/Gutter Menu,N LAVERGNE AVE & W DRUMMOND PL (2632 N) & W PARKER AV (2732 N),2011,12406,N LAVERGNE AVE & W DRUMMOND PL,N LAVERGNE AVE & W PARKER AV,41.92875193200007,-87.75139786099999,census,41.930564901000025,-87.75146619899994,census
37,Street Lighting,N LAVERGNE AVE & W AUGUSTA BV (1000 N) & W THOMAS ST (1100 N),2011,68250,N LAVERGNE AVE & W AUGUSTA BV,N LAVERGNE AVE & W THOMAS ST,41.898634936000064,-87.75079085799996,census,41.90046800500005,-87.750827036999965,census
30,Sidewalk Menu,N LAWNDALE AVE & W WOLFRAM ST (2832 N) & W GEORGE ST (2900 N),2011,4528,N LAWNDALE AVE & W WOLFRAM ST,N LAWNDALE AVE & W GEORGE ST,41.93280397900003,-87.71965682999996,census,41.9337124,-87.7196691,google
35,Cook County Highway,W LAWRENCE Ave & N MONTICELLO AVE & N LAWNDALE AVE,2018,13311.43,N MONTICELLO AVE & W LAWRENCE Ave,N LAWNDALE AVE & W LAWRENCE Ave,41.96833576300003,-87.71947593499993,census,41.9683312,-87.7206909,google
26,Sidewalk Menu,N LAWNDALE AVE & W GRAND AV (1238 N) & W POTOMAC AV (1300 N),2011,19703,N LAWNDALE AVE & W GRAND AV,N LAWNDALE AVE & W POTOMAC AV,41.903523119000056,-87.71976938699999,census,41.904533,-87.7190468,google
45,Curb/Gutter Menu,W BERWYN AVE & N LECLAIRE AV (5100 W) & N LEAMINGTON AV (5129 W),2011,14439,N LECLAIRE AV  & W BERWYN AVE,N LEAMINGTON AV  & W BERWYN AVE,41.97707901800004,-87.75532930999998,census,41.977062938000074,-87.75657547499998,census
37,Sidewalk Menu,W THOMAS ST & N LARAMIE AV (5200 W) & N LEAMINGTON AV (5132 W),2011,9545,N LARAMIE AV  & W THOMAS ST,N LEAMINGTON AV  & W THOMAS ST,41.90041976600003,-87.75573129899999,census,41.9004242,-87.7545028,google
37,Street Lighting,N LEAMINGTON AVE & W CHICAGO AV (800 N) & W AUGUSTA BV (1000 N),2011,1750,N LEAMINGTON AVE & W CHICAGO AV,N LEAMINGTON AVE & W AUGUSTA BV,41.89495271900006,-87.75437659699998,census,41.89859473700005,-87.75446101499995,census
2,Street Lighting,W MAYPOLE AVE & N DAMEN AV (2000 W) & N LEAVITT AV (2000 S),2011,6300,N DAMEN AV  & W MAYPOLE AVE,N LEAVITT AV  & W MAYPOLE AVE,41.88407892400005,-87.67671237299999,census,41.8835598,-87.7110796,google
2,Street Lighting,W RANDOLPH ST & N DAMEN AV (2000 W) & N LEAVITT AV (2000 S),2011,6300,N DAMEN AV  & W RANDOLPH ST,N LEAVITT AV  & W RANDOLPH ST,41.9505032,-87.6786568,google,41.885353,-87.6652439,google
1,Street Speed Hump Menu,N HOYNE AVE & N LEAVITT ST (2700 N) & W DIVERSEY PW (2800 N),2011,9250,N HOYNE AVE & W DIVERSEY PW,N LEAVITT ST  & W DIVERSEY PW,41.9322733,-87.6788571,google,41.9322552,-87.6807233,google
26,Sidewalk Menu,W RACE AVE & N HOYNE AV (2100 W) & N LEAVITT ST (2200 W),2011,87811,N HOYNE AV  & W RACE AVE,N LEAVITT ST  & W RACE AVE,41.8914978,-87.6793481,google,41.8914675,-87.6818015,google
26,Street Resurface Menu,W RACE AVE & N HOYNE AV (2100 W) & N LEAVITT ST (2200 W),2011,31182,N HOYNE AV  & W RACE AVE,N LEAVITT ST  & W RACE AVE,41.8914978,-87.6793481,google,41.8914675,-87.6818015,google
32,Street Resurface Menu,W SCHOOL ST & N OAKLEY AV (2300 W) & N LEAVITT ST (2200 W),2011,81929,N OAKLEY AV  & W SCHOOL ST,N LEAVITT ST  & W SCHOOL ST,41.94130604000003,-87.68567270199998,census,41.9413362,-87.6832478,google
32,Street Resurface Menu,N LEAVITT ST & W ARMITAGE AV (2000 N) & W BELDEN AV (2304 N),2011,318457,N LEAVITT ST & W ARMITAGE AV,N LEAVITT ST & W BELDEN AV,41.917661063000025,-87.68251709099997,census,41.9234323,-87.6827312,google
47,Street Resurface Menu,N LEAVITT ST & W WINNEMAC AV (5032 N) & W FOSTER AV (5200 N),2011,112593,N LEAVITT ST & W WINNEMAC AV,N LEAVITT ST & W FOSTER AV,41.973131489000025,-87.68418936399996,census,41.9759575,-87.6842873,google
45,Diagonal Parking Menu,W CULLOM AVE & N MILWAUKEE AV (5020 W) & N LECLAIRE AV (5100 W),2011,46506,N MILWAUKEE AV  & W CULLOM AVE,N LECLAIRE AV  & W CULLOM AVE,41.95883274900007,-87.75291737799995,census,41.95880863000008,-87.75486300299997,census
31,Street Resurface Menu(1-5),W GEORGE ST & N LARAMIE AV (5200 W) & N LECLAIRE AV (5100 W),2011,37497,N LARAMIE AV  & W GEORGE ST,N LECLAIRE AV  & W GEORGE ST,41.93322606700008,-87.75648301799998,census,41.9332628,-87.7540215,google
31,Street Speed Hump Menu,W MONTANA ST & N LAVERGNE AV (5000 W) & N LECLAIRE AV (5100 W),2011,3700,N LAVERGNE AV  & W MONTANA ST,N LECLAIRE AV  & W MONTANA ST,41.92512599400004,-87.75125314499996,census,41.9251049,-87.7537085,google
31,Curb/Gutter Menu,W OAKDALE AVE & N LAVERGNE AV (5000 W) & N LECLAIRE AV (5100 W),2011,13279,N LAVERGNE AV  & W OAKDALE AVE,N LECLAIRE AV  & W OAKDALE AVE,41.934206919000076,-87.75161091499996,census,41.934174760000076,-87.75406706599995,census
37,Street Resurface Menu(1-5),W POTOMAC AVE & N LAVERGNE AV (5000 W) & N LECLAIRE AV (5100 W),2011,40955,N LAVERGNE AV  & W POTOMAC AVE,N LECLAIRE AV  & W POTOMAC AVE,41.904118063000055,-87.75091145399995,census,41.9040845,-87.7533604,google
38,Street Resurface Menu(1-5),W SCHOOL ST & N LAVERGNE AV (5000 W) & N LECLAIRE AV (5100 W),2011,42161,N LAVERGNE AV  & W SCHOOL ST,N LECLAIRE AV  & W SCHOOL ST,41.94059050000004,-87.75184406799997,census,41.9405619,-87.7542911,google
31,Street Speed Hump Menu,N LECLAIRE AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,3700,N LECLAIRE AVE & W ARMITAGE AV,N LECLAIRE AVE & W DICKENS AV,41.9168306,-87.7533809,google,41.9186755,-87.7535229,google
37,Street Lighting,N LINDER AVE & W NORTH AV (1600 N) & W BLOOMINGDALE AV (1800 N),2011,136500,N LINDER AVE & W NORTH AV,N LINDER AVE & W BLOOMINGDALE AV,41.909355,-87.7629649,google,41.9130529,-87.7631225,google
45,Sidewalk Menu,W ARDMORE AVE & N LINDER AV (5448 W) & N LOCKWOOD AV (5330 W),2011,32993,N LINDER AV  & W ARDMORE AVE,N LOCKWOOD AV  & W ARDMORE AVE,41.9858998,-87.7649293,google,41.985931,-87.7616156,google
28,Street Resurface Menu,W HURON ST & N LARAMIE AV (5200 W) & N LOCKWOOD AV (5300 W),2011,77230,N LARAMIE AV  & W HURON ST,N LOCKWOOD AV  & W HURON ST,41.893003074000035,-87.75552628499997,census,41.8929846,-87.7579741,google
31,Street Speed Hump Menu,W MONTANA ST & N LARAMIE AV (5200 W) & N LOCKWOOD AV (5300 W),2011,3700,N LARAMIE AV  & W MONTANA ST,N LOCKWOOD AV  & W MONTANA ST,41.92506167600004,-87.75617750699996,census,41.9250229,-87.7586332,google
31,Curb/Gutter Menu,W NELSON ST & N LARAMIE AV (5200 W) & N LOCKWOOD AV (5300 W),2011,67708,N LARAMIE AV  & W NELSON ST,N LOCKWOOD AV  & W NELSON ST,41.93596763000005,-87.75658753499994,census,41.935925,-87.7590248,google
28,Street Resurface Menu,W RACE AVE & N LARAMIE AV (5200 W) & N LOCKWOOD AV (5300 W),2011,36352,N LARAMIE AV  & W RACE AVE,N LOCKWOOD AV  & W RACE AVE,41.890056497000046,-87.75541774799996,census,41.8900304,-87.7578716,google
37,POD Camera,"N Lockwood Ave & W Palmer St, N Lavergne Ave & W Chicago Ave",2006,72000,"N Lockwood Ave & W Palmer St, N Lavergne Ave",N Lockwood Ave & W Chicago Ave,41.9204358,-87.7584831,google,41.8949148,-87.758051,google
37,Street Lighting,N LOCKWOOD AVE & W AUGUSTA BV (1000 N) & W DIVISION ST (1200 N),2011,136500,N LOCKWOOD AVE & W AUGUSTA BV,N LOCKWOOD AVE & W DIVISION ST,41.89856659800006,-87.75814323199995,census,41.902212,-87.7582399,google
28,Street Resurface Menu,N LOCKWOOD AVE & W WASHINGTON BV (100 N) & W FULTON ST (300 N),2011,70490,N LOCKWOOD AVE & W WASHINGTON BV,N LOCKWOOD AVE & W FULTON ST,41.882342333000054,-87.75757642699995,census,41.88561050100003,-87.75770506399994,census
37,Street Resurface Menu,N LOCKWOOD AVE & W HIRSCH ST (1400 N) & W NORTH AV (1600 N),2011,123591,N LOCKWOOD AVE & W HIRSCH ST,N LOCKWOOD AVE & W NORTH AV,41.90584661400004,-87.75834020599996,census,41.9094147,-87.7580907,google
45,Sidewalk Menu,N LONDON AVE & W GIDDINGS ST (4720 N) & W LAWRENCE AV (4750 N),2011,16180,N LONDON AVE & W GIDDINGS ST,N LONDON AVE & W LAWRENCE AV,41.96651073400005,-87.76128276399999,census,41.96759610400005,-87.76135110199994,census
37,Street Speed Hump Menu,W RACE AVE & N LOCKWOOD AV (5300 W) & N LONG AV (5400 W),2011,3700,N LOCKWOOD AV  & W RACE AVE,N LONG AV  & W RACE AVE,41.89003237700007,-87.75786585899993,census,41.89000825800008,-87.76045868699998,census
31,Street Resurface Menu,W SCHUBERT AVE & N LOCKWOOD AV (5300 W) & N LONG AV (5400 W),2011,53960,N LOCKWOOD AV  & W SCHUBERT AVE,N LONG AV  & W SCHUBERT AVE,41.9295465,-87.7588047,google,41.9295125,-87.7612641,google
37,Street Lighting,N LONG AVE & W OHIO ST (600 N) & W CHICAGO AV (800 N),2011,136500,N LONG AVE & W OHIO ST,N LONG AVE & W CHICAGO AV,41.89114588600006,-87.76050290499995,census,41.894892421000065,-87.76063958199995,census
