ward,type,location,year,est_cost,id,start_address,end_address,lat_1,lon_1,query_1,lat_2,lon_2,query_2
16,Sidewalk Menu,2115-2143 W 53RD PL,2019,35232.01,14575,2115 W 53RD PL,2143 W 53RD PL,41.79662267300006,-87.67773059999996,census,41.79662045200007,-87.67815724099995,census
26,Sidewalk Menu,2154-2156 N KEYSTONE AVE,2020,11384.71,23037,2154 N KEYSTONE AVE,2156 N KEYSTONE AVE,41.919976398000074,-87.72787108299997,census,41.92000775200006,-87.72787200199997,census
47,Alley Resurfacing Menu,2143-2159 W CULLOM AVE,2021,6292.765,41272,2143 W CULLOM AVE,2159 W CULLOM AVE,41.959564071000045,-87.68318676699994,census,41.95956146000003,-87.68341159299996,census
28,Bollard Menu,214-216 N HAMLIN BLVD,2017,1464.69,24612,214 N HAMLIN BLVD,216 N HAMLIN BLVD,41.87918588100007,-87.72059480199994,census,41.87918098500006,-87.72059463299996,census
25,Curb & Gutter Menu,2205-2211 W 21ST PL,2017,16775.75,22072,2205 W 21ST PL,2211 W 21ST PL,41.85300661500003,-87.68104415499994,census,41.85300248300007,-87.68117018199996,census
5,Miscellaneous Other Projects,2200-2216 E 71ST ST,2018,262.5,4391,2200 E 71ST ST,2216 E 71ST ST,41.766258565000044,-87.57071588499997,census,41.76626045300003,-87.57063091199996,census
26,Curb & Gutter Menu,2201-2219 W GRAND AVE,2017,20768.8,22867,2201 W GRAND AVE,2219 W GRAND AVE,41.89073521100005,-87.68199691599995,census,41.89072902200007,-87.68237400399994,census
47,Sidewalk Menu,2220-2222 W WILSON AVE,2022,6231.34,41391,2220 W WILSON AVE,2222 W WILSON AVE,41.96493601600008,-87.68480895999994,census,41.96493497700004,-87.68487259699998,census
36,Sidewalk Menu,2227-2235 N SAYRE AVE,2022,14836.61,32249,2227 N SAYRE AVE,2235 N SAYRE AVE,41.92063747900005,-87.80063895599994,census,41.92068517000007,-87.80064005199995,census
8,Sidewalk Menu,2236-2238 E 82ND ST,2021,32539.38,6531,2236 E 82ND ST,2238 E 82ND ST,41.74624231400003,-87.56956376499994,census,41.746242480000035,-87.56955330799997,census
25,Sidewalk Menu,2235-2239 S WOOD ST,2018,24572.73,22118,2235 S WOOD ST,2239 S WOOD ST,41.851226723000025,-87.67089917199996,census,41.85107276700006,-87.67089564999998,census
29,Viaduct Improvement Menu,2200-2300 N NEWLAND AVE,2021,4147.51,25535,2200 N NEWLAND AVE,2300 N NEWLAND AVE,41.9198957,-87.7988226,google,41.92125067600006,-87.79883828899995,census
3,Miscellaneous CDOT Projects,221-231 E 43RD ST,2022,300,3180,221 E 43RD ST,231 E 43RD ST,41.81656199100007,-87.62119956399994,census,41.81656286800006,-87.62112850699998,census
22,Alley Resurfacing Menu,2301-2323 S RIDGEWAY AVE,2022,18928.39,19176,2301 S RIDGEWAY AVE,2323 S RIDGEWAY AVE,41.84963520200006,-87.71859208099994,census,41.84929317000007,-87.71858202099997,census
50,Alley Resurfacing Menu,2301-2323 W ARTHUR AVE,2019,13606.51,43448,2301 W ARTHUR AVE,2323 W ARTHUR AVE,41.99957928900005,-87.68759099099998,census,41.999566051000045,-87.68839488799995,census
35,Curb & Gutter Menu,2300-2330 N KEELER AVE,2016,26182.14,30983,2300 N KEELER AVE,2330 N KEELER AVE,41.922703470000044,-87.73161881999994,census,41.92339993100006,-87.73163964199995,census
35,Curb & Gutter Menu,2300-2330 N KEELER AVE,2017,52619.42,31021,2300 N KEELER AVE,2330 N KEELER AVE,41.922703470000044,-87.73161881999994,census,41.9236133,-87.7319272,google
16,Curb & Gutter Menu,2230-2330 W 64TH ST,2020,75000,14606,2230 W 64TH ST,2330 W 64TH ST,41.77744808700004,-87.68011800399995,census,41.7774167,-87.6822391,google
36,Sidewalk Menu,2331-2333 N MOBILE AVE,2019,8466.59,32057,2331 N MOBILE AVE,2333 N MOBILE AVE,41.922607103000075,-87.78296847799999,census,41.92262431000006,-87.78296896099994,census
25,Sidewalk Menu,2335-2337 W 24TH PL,2022,13798.92,22302,2335 W 24TH PL,2337 W 24TH PL,41.84751060700006,-87.68394726099996,census,41.84751010000008,-87.68397579199996,census
47,Curb & Gutter Menu,2336-2344 W CULLOM AVE,2018,7131.91,41139,2336 W CULLOM AVE,2344 W CULLOM AVE,41.95950990500006,-87.68763342799997,census,41.959507303000066,-87.68786149599998,census
1,Sidewalk Menu,2357-2361 N MILWAUKEE AVE,2016,11434.57,684,2357 N MILWAUKEE AVE,2361 N MILWAUKEE AVE,41.924048216000074,-87.69919850999997,census,41.924106288000075,-87.69929323699995,census
32,Sidewalk Menu,2347-2399 W BARRY AVE,2021,15825.69,28622,2347 W BARRY AVE,2399 W BARRY AVE,41.937642958000026,-87.68678012399994,census,41.9376418,-87.6879169,google
47,Curb & Gutter Menu,2231-2399 W SUNNYSIDE AVE,2018,18057.705,41138,2231 W SUNNYSIDE AVE,2399 W SUNNYSIDE AVE,41.96318327900008,-87.68510181299996,census,41.9631582,-87.6876397,google
7,Sidewalk Menu,2402-2410 E 77TH ST,2021,22966.56,5727,2402 E 77TH ST,2410 E 77TH ST,41.755533,-87.566049,google,41.75537416900005,-87.56582880199994,census
26,Sidewalk Menu,2401-2411 W OHIO ST,2019,22006.62,22990,2401 W OHIO ST,2411 W OHIO ST,41.892105177000076,-87.68678685799995,census,41.892105177000076,-87.68688951799999,census
30,Sidewalk Menu,2422-2424 N MARMORA AVE,2022,5877.11,26755,2422 N MARMORA AVE,2424 N MARMORA AVE,41.92454184200005,-87.77331329099997,census,41.924569338000026,-87.77331425599994,census
25,Alley Speed Hump Menu,2423-2425 S WENTWORTH AVE,2019,700,22138,2423 S WENTWORTH AVE,2425 S WENTWORTH AVE,NA,NA,census,NA,NA,census
32,Sidewalk Menu,2426-2428 N CAMPBELL AVE,2018,5655.5,28479,2426 N CAMPBELL AVE,2428 N CAMPBELL AVE,41.9257445,-87.6904032,google,41.9258212,-87.6903647,google
30,Curb & Gutter Menu,2427-2429 N MONITOR AVE,2016,3299,26324,2427 N MONITOR AVE,2429 N MONITOR AVE,41.92475863200008,-87.77209144399995,census,41.924789074000046,-87.77209251299996,census
25,Sidewalk Menu,2401-2447 W 24TH ST,2022,34232.86,22306,2401 W 24TH ST,2447 W 24TH ST,NA,NA,census,NA,NA,census
33,Sidewalk Menu,2446-2456 W FLETCHER ST,2019,1331.81,29296,2446 W FLETCHER ST,2456 W FLETCHER ST,41.93851248100003,-87.68934591099998,census,41.93851142800003,-87.68948442299995,census
43,Street Resurfacing Menu,2400-2500 N LAKEVIEW AVE,2020,51227.78,38027,2400 N LAKEVIEW AVE,2500 N LAKEVIEW AVE,41.92571837700007,-87.63912559199997,census,41.92814960700008,-87.63921579899994,census
30,Sidewalk Menu,2504-2506 N MANGO AVE,2022,5770.555,26756,2504 N MANGO AVE,2506 N MANGO AVE,41.92595798600007,-87.76971466599997,census,41.92598934200004,-87.76971569899996,census
17,Alley Resurfacing Menu (1-1),2500-2524 W LITHUANIAN PLAZA CT,2019,3880.31,15274,2500 W LITHUANIAN PLAZA CT,2524 W LITHUANIAN PLAZA CT,41.76830200200004,-87.68588350999994,census,41.76828641700007,-87.68683417099999,census
15,Curb & Gutter Menu,2516-2530 W 44TH ST,2022,5436.055,13834,2516 W 44TH ST,2530 W 44TH ST,41.813839554000026,-87.68778325999995,census,41.81383205000003,-87.68831393799996,census
40,Sidewalk Menu,2515-2533 W FARRAGUT AVE,2022,46673.25,35456,2515 W FARRAGUT AVE,2533 W FARRAGUT AVE,41.97676684500004,-87.69322922999999,census,41.97676593600005,-87.69339296399994,census
30,Curb & Gutter Menu,2535-2545 N LINDER AVE,2019,9192.65,26552,2535 N LINDER AVE,2545 N LINDER AVE,41.92687949400005,-87.76362160599996,census,41.92724465200007,-87.76363506899997,census
40,Curb & Gutter Menu,2534-2558 W PETERSON AVE,2021,52000,35404,2534 W PETERSON AVE,2558 W PETERSON AVE,41.99048278500004,-87.69347213799995,census,41.990481189000036,-87.69384606599994,census
43,Sidewalk Menu,2575-2576 N LINCOLN AVE,2018,12358.67,37950,2575 N LINCOLN AVE,2576 N LINCOLN AVE,41.92860266800005,-87.65314496899998,census,41.928657189000035,-87.65324347799998,census
25,Sidewalk Menu,16-26 N MAY ST,2021,12856.1,22231,16 N MAY ST,26 N MAY ST,41.88208944400003,-87.65554426399996,census,41.882148114000074,-87.65554596499999,census
24,Sidewalk Menu,2618-2620 W 22ND PL,2022,11730.97,21306,2618 W 22ND PL,2620 W 22ND PL,41.851036271000055,-87.69222712299995,census,41.851036081000075,-87.69224101799995,census
12,Floodlight Menu,2613-2631 W 23RD PL,2021,2850,10291,2613 W 23RD PL,2631 W 23RD PL,41.84922534000003,-87.69091800099994,census,41.8490081,-87.6916824,google
36,Curb & Gutter Menu,2639-2645 N NEWCASTLE AVE,2021,15911.24,32155,2639 N NEWCASTLE AVE,2645 N NEWCASTLE AVE,41.92796737700007,-87.79659039099994,census,41.928061025000034,-87.79659348899997,census
30,Sidewalk Menu,2647-2649 N MELVINA AVE,2019,8773.18,26579,2647 N MELVINA AVE,2649 N MELVINA AVE,41.92829588500007,-87.78072933499999,census,41.92832789600004,-87.78073034899995,census
29,Sidewalk Menu,2641-2651 N MONT CLARE AVE,2021,24621.79,25482,2641 N MONT CLARE AVE,2651 N MONT CLARE AVE,41.92792281800007,-87.80394134099998,census,41.92807821100007,-87.80394707499994,census
26,Sidewalk Menu,2700-2712 W LE MOYNE ST,2017,8872.24,22877,2700 W LE MOYNE ST,2712 W LE MOYNE ST,41.90840874500003,-87.69638040999996,census,41.908596,-87.6951803,google
11,Curb & Gutter Menu,2714-2717 S BONFIELD ST,2020,62811.98,9229,2714 S BONFIELD ST,2717 S BONFIELD ST,41.84386135600005,-87.65813935299997,census,41.84390250300004,-87.65815744199995,census
18,Speed Indicator Signs,2715-2717 W 83RD ST,2021,12500,16163,2715 W 83RD ST,2717 W 83RD ST,41.7424838,-87.690678,google,41.744564069000035,-87.55814214299994,census
30,Sidewalk Menu,2715-2723 N MOBILE AVE,2017,1914.93,26405,2715 N MOBILE AVE,2723 N MOBILE AVE,41.92948207500007,-87.78319689399996,census,41.929582055000026,-87.78320023499998,census
30,Sidewalk Menu,2721-2723 N MOBILE AVE,2017,3898.77,26409,2721 N MOBILE AVE,2723 N MOBILE AVE,41.92955298500004,-87.78319923099997,census,41.929582055000026,-87.78320023499998,census
31,Street Resurfacing Menu,2740-2742 N RIDGEWAY AVE,2021,7252.48375,27730,2740 N RIDGEWAY AVE,2742 N RIDGEWAY AVE,41.9312717,-87.7211352,google,41.9313584,-87.7211226,google
26,Sidewalk Menu,2734-2744 W LE MOYNE ST,2017,18674.97,22874,2734 W LE MOYNE ST,2744 W LE MOYNE ST,41.9085868,-87.6958807,google,41.9084064,-87.6963207,google
29,Street Light Upgrade Menu,22-28 S MAYFIELD AVE,2022,500,25579,22 S MAYFIELD AVE,28 S MAYFIELD AVE,41.879323241000066,-87.77137023199998,census,41.8792464,-87.7717914,google
10,Sidewalk Menu,2800-2806 E 87TH ST,2017,30076.3,8235,2800 E 87TH ST,2806 E 87TH ST,41.73732796200005,-87.55622861299997,census,41.7375548,-87.5559032,google
36,Sidewalk Menu,2802-2806 N RUTHERFORD AVE,2022,9754.35,32258,2802 N RUTHERFORD AVE,2806 N RUTHERFORD AVE,41.931002361000026,-87.79425275599993,census,41.93116773700007,-87.79425840899995,census
18,Sidewalk Menu,2800-2810 W 81ST ST,2017,8485.18,15997,2800 W 81ST ST,2810 W 81ST ST,41.746392,-87.6925956,google,41.74631314800007,-87.69262910999998,census
31,Sidewalk Menu,2801-2813 N LECLAIRE AVE,2017,10880.9,27564,2801 N LECLAIRE AVE,2813 N LECLAIRE AVE,41.93147374000006,-87.75395277899997,census,41.93152046500006,-87.75395485499996,census
31,Sidewalk Menu,2801-2813 N LECLAIRE AVE,2017,4590.43,27573,2801 N LECLAIRE AVE,2813 N LECLAIRE AVE,41.93147374000006,-87.75395277899997,census,41.93152046500006,-87.75395485499996,census
12,Sidewalk Menu,2801-2825 W 31ST ST,2022,2309.61,10358,2801 W 31ST ST,2825 W 31ST ST,41.83740657000004,-87.69540689699994,census,41.83739776300007,-87.69589009899994,census
11,Curb & Gutter Menu,2822-2828 S THROOP ST,2015,247,8952,2822 S THROOP ST,2828 S THROOP ST,41.84285054700007,-87.65357694799997,census,41.842750383000066,-87.65349151499998,census
11,Curb & Gutter Menu,2822-2828 S THROOP ST,2016,7656.03,9031,2822 S THROOP ST,2828 S THROOP ST,41.84285054700007,-87.65357694799997,census,41.842750383000066,-87.65349151499998,census
27,Sidewalk Menu,2819-2829 W WASHINGTON BLVD,2016,7911.13,23753,2819 W WASHINGTON BLVD,2829 W WASHINGTON BLVD,41.882885402000056,-87.69715241399996,census,41.8825982,-87.6974154,google
10,Sidewalk Menu,2800-2834 E 128TH ST,2018,6485.5,8270,2800 E 128TH ST,2834 E 128TH ST,41.662849906000076,-87.55557644499999,census,41.66284410600008,-87.55430262899995,census
30,Sidewalk Menu,2833-2837 N MAJOR AVE,2019,9933.54,26571,2833 N MAJOR AVE,2837 N MAJOR AVE,41.932186898000054,-87.76869711999996,census,41.932242545000065,-87.76869908399999,census
10,Sidewalk Menu,2838-2840 E 94TH ST,2019,21374,8323,2838 E 94TH ST,2840 E 94TH ST,41.72457399700005,-87.55470661799995,census,41.724574321000034,-87.55467303399996,census
10,Sidewalk Menu,2838-2840 E 94TH ST,2019,4066,8338,2838 E 94TH ST,2840 E 94TH ST,41.72457399700005,-87.55470661799995,census,41.724574321000034,-87.55467303399996,census
14,Miscellaneous-CDOT,2836-46 W. 45 th St.,2007,6195,11854,2836 W. 45 th St.,2846 W. 45 th St.,41.81191547000003,-87.69455057099998,census,41.81191480800004,-87.69460828799998,census
10,Sidewalk Menu,2842-2850 E 90TH ST,2018,30427,8292,2842 E 90TH ST,2850 E 90TH ST,41.73186263900004,-87.55499583599999,census,41.72993198800003,-87.69385607199996,census
22,Alley Resurfacing Menu,2800-2858 S HAMLIN AVE,2022,23288.325,19177,2800 S HAMLIN AVE,2858 S HAMLIN AVE,41.84049694600003,-87.71957492399997,census,41.93311481600006,-87.72212187499997,census
22,Alley Resurfacing Menu,2800-2858 S KOSTNER AVE,2022,15678.555,19178,2800 S KOSTNER AVE,2858 S KOSTNER AVE,41.840300022000065,-87.73417840399998,census,41.8387656,-87.7343634,google
22,Street Resurfacing Menu,2800-2859 S SPAULDING AVE,2022,26712.2,19224,2800 S SPAULDING AVE,2859 S SPAULDING AVE,41.840694926000026,-87.70736568399997,census,41.93320509100005,-87.70988218999997,census
10,Sidewalk Menu,2850-2862 E 94TH ST,2019,23787,8320,2850 E 94TH ST,2862 E 94TH ST,41.72457537100007,-87.55456437699996,census,41.72457689300006,-87.55440682499994,census
2,Sidewalk Menu,23-29 W MAPLE ST,2018,13195.3,2337,23 W MAPLE ST,29 W MAPLE ST,41.90186756800006,-87.62939262499998,census,41.901867165000056,-87.62943368399993,census
17,Alley Apron Menu,2901-2909 W 65TH ST,2018,30014.17,15228,2901 W 65TH ST,2909 W 65TH ST,41.77542713300005,-87.69578319399994,census,41.7752986,-87.6962394,google
30,Sidewalk Menu,2906-2910 N MOODY AVE,2022,8778.85,26762,2906 N MOODY AVE,2910 N MOODY AVE,41.93315680100005,-87.77968502099998,census,41.93321951300004,-87.77968708799995,census
2,Miscellaneous-CDOT,2911-2913 W. Wilcox,2008,409,1336,2911 W. Wilcox,2913 W. Wilcox,41.87921721200007,-87.69920241399996,census,41.87921644900007,-87.69927234299996,census
10,Sidewalk Menu,2925-2927 E 91ST ST,2018,39651,8277,2925 E 91ST ST,2927 E 91ST ST,41.73004973400003,-87.55308939999998,census,41.73005039600008,-87.55302126699996,census
14,Miscellaneous-CDOT,2900-36 W. 45 th St.,2007,6055,11853,2900 W. 45 th St.,2936 W. 45 th St.,41.81187060900004,-87.69742390899995,census,41.811868480000044,-87.69761765699997,census
14,Miscellaneous-CDOT,2933-37-45 W. Pope John Paul II,2007,5266,11855,2933 W. Pope John Paul II,2937 W. Pope John Paul II,41.81547831200004,-87.698524076999945,census,41.81547704700006,-87.69858034999999,census
36,Curb & Gutter Menu,2937-2941 N NEENAH AVE,2022,5644.41,32228,2937 N NEENAH AVE,2941 N NEENAH AVE,41.93349718600007,-87.78943007899994,census,41.93355975900005,-87.78943214199995,census
36,Curb & Gutter Menu,2940-2946 N NATOMA AVE,2019,6618.33,32045,2940 N NATOMA AVE,2946 N NATOMA AVE,41.933915024000044,-87.79190281499996,census,41.9341304,-87.7921964,google
30,Curb & Gutter Menu,2905-2949 N MULLIGAN AVE,2020,6213.085,26630,2905 N MULLIGAN AVE,2949 N MULLIGAN AVE,41.93302568800004,-87.78453227199998,census,41.93336709600004,-87.78454341799994,census
11,Street Resurfacing Menu,2959-2965 S THROOP ST,2020,118915.35,9249,2959 S THROOP ST,2965 S THROOP ST,41.84003125400005,-87.65113872799998,census,41.83994887600005,-87.65106815899998,census
2,Miscellaneous-CDOT,2944-3000 S Michigan,2008,27500,1342,2944 S Michigan,3000 S Michigan,41.84116067600007,-87.62352988499998,census,41.840541,-87.62333,google
33,Miscellaneous CDOT Projects,3000-3004 N ALBANY AVE,2018,875,29239,3000 N ALBANY AVE,3004 N ALBANY AVE,41.935803433000046,-87.70508323599995,census,41.83885957000007,-87.70243519299999,census
22,Curb & Gutter Menu,3007-3015 S KARLOV AVE,2020,32400.26,19072,3007 S KARLOV AVE,3015 S KARLOV AVE,41.83851101500005,-87.72681285599998,census,41.838411963000055,-87.72681070299996,census
26,Curb & Gutter Menu,3013-3015 W WABANSIA AVE,2019,2324.54,22983,3013 W WABANSIA AVE,3015 W WABANSIA AVE,41.91196195100008,-87.70409957899994,census,41.911961793000046,-87.70411079099995,census
10,Sidewalk Menu,3013-3025 E 85TH ST,2021,16552.8,8435,3013 E 85TH ST,3025 E 85TH ST,41.74102125600007,-87.55090846399997,census,41.741023279000046,-87.55078640399995,census
11,Alley Resurfacing Menu,3001-3037 S PRINCETON AVE,2018,20045.155,9112,3001 S PRINCETON AVE,3037 S PRINCETON AVE,41.83960589600008,-87.63413209699996,census,41.8384704,-87.6339839,google
11,Sidewalk Menu,3036-3038 S BROAD ST,2022,4871.34,9348,3036 S BROAD ST,3038 S BROAD ST,41.83872538500003,-87.66138801399995,census,41.838700835000054,-87.66136709099999,census
2,Miscellaneous-CDOT,3033-39 W Walnut,2008,805,1344,3033 W Walnut,3039 W Walnut,41.88544011500005,-87.70219749499995,census,41.885298,-87.7029289,google
31,Sidewalk Menu,3036-3044 N LOCKWOOD AVE,2016,11402.33,27509,3036 N LOCKWOOD AVE,3044 N LOCKWOOD AVE,41.93627022800007,-87.75904403399994,census,41.93633656600008,-87.75904793599994,census
26,Alley Resurfacing Menu,3032-3054 W NORTH AVE,2020,16123.2533333333,23013,3032 W NORTH AVE,3054 W NORTH AVE,41.91018341300003,-87.70348927199996,census,41.91018151500003,-87.70381004199999,census
14,Miscellaneous-CDOT,3048-56 W. Pope John Paul II,2007,649,11860,3048 W. Pope John Paul II,3056 W. Pope John Paul II,41.815466222000055,-87.70019424099996,census,41.81546567400005,-87.70024464699998,census
22,Alley Resurfacing Menu,3000-3058 S SPAULDING AVE,2022,11907.235,19179,3000 S SPAULDING AVE,3058 S SPAULDING AVE,41.83893035300008,-87.70732151899995,census,41.83838765300004,-87.70730314499997,census
22,Sidewalk Menu,3053-3059 S AVERS AVE,2020,7800.41,19086,3053 S AVERS AVE,3059 S AVERS AVE,41.83780408300004,-87.72070310099997,census,41.83770763500007,-87.72070063699994,census
22,Sidewalk Menu,3100-3108 S KOMENSKY AVE,2021,38593.79,19144,3100 S KOMENSKY AVE,3108 S KOMENSKY AVE,41.83632789400008,-87.72555943299994,census,41.83623251600005,-87.72555777899998,census
30,Curb & Gutter Menu,3114-3116 N MASON AVE,2017,6860.67,26383,3114 N MASON AVE,3116 N MASON AVE,41.93691291500005,-87.77495278099997,census,41.93693633700008,-87.77495373299996,census
14,Miscellaneous-CDOT,3119-21-37 W. 41 st St.,2007,5209,11888,3119 W. 41 st St.,3121 W. 41 st St.,41.81901395600005,-87.70282576199997,census,41.81901354200005,-87.70284726299997,census
33,Sidewalk Menu,3120-3122 W BELLE PLAINE AVE,2021,14415.12,29362,3120 W BELLE PLAINE AVE,3122 W BELLE PLAINE AVE,41.95575497800007,-87.70650515099999,census,41.95575263000006,-87.70657950399999,census
12,Sidewalk Menu,3121-3123 W 40TH PL,2016,5757.82,9974,3121 W 40TH PL,3123 W 40TH PL,41.81991457400005,-87.70285035199998,census,41.81991414700008,-87.70287260999999,census
30,Sidewalk Menu,3126-3128 N MONTICELLO AVE,2017,3350.69,26404,3126 N MONTICELLO AVE,3128 N MONTICELLO AVE,41.93779082400005,-87.71853648199999,census,41.93781438800005,-87.71853735499997,census
31,Sidewalk Menu,3121-3133 N LINDER AVE,2016,15627.42,27513,3121 N LINDER AVE,3133 N LINDER AVE,41.93712945900006,-87.76398412799995,census,41.93726922700006,-87.76398934199995,census
26,Sidewalk Menu,3118-3134 W WALTON ST,2019,14730.78,22995,3118 W WALTON ST,3134 W WALTON ST,41.89832695300004,-87.70512469399995,census,41.89832540300006,-87.70527504099994,census
11,Sidewalk Menu,3136-3138 S NORMAL AVE,2022,11365.88,9350,3136 S NORMAL AVE,3138 S NORMAL AVE,41.83734370600007,-87.63895959599995,census,41.83732668500005,-87.63895918299994,census
11,Sidewalk Menu,3143-3145 S EMERALD AVE,2020,1474.59,9244,3143 S EMERALD AVE,3145 S EMERALD AVE,41.83703250900004,-87.64503011199997,census,41.83700832100004,-87.64502955499995,census
33,Sidewalk Menu,3146-3150 W BARRY AVE,2018,30331.08,29243,3146 W BARRY AVE,3150 W BARRY AVE,41.93752076900006,-87.70677665199997,census,41.93752076900006,-87.70680976899996,census
33,Sidewalk Menu,3147-3151 W BARRY AVE,2018,30331.08,29243,3147 W BARRY AVE,3151 W BARRY AVE,41.93750980400006,-87.70677665199997,census,41.93750980400006,-87.70680976899996,census
44,Miscellaneous-CDOT,3157-55 N Sheffield,2011,2800,38329,3157 N Sheffield,3155 N Sheffield,41.939517339000076,-87.65408210799995,census,41.9395532,-87.6538353,google
26,Sidewalk Menu,3131-3159 W WALTON ST,2017,29767.51,22880,3131 W WALTON ST,3159 W WALTON ST,41.898316460000046,-87.70507884899996,census,41.898310637000066,-87.70564365499996,census
3,Sidewalk Menu,319-321 E 18TH ST,2021,3948.07,3122,319 E 18TH ST,321 E 18TH ST,41.85768690100008,-87.63583851599998,census,41.85767552100003,-87.63795735399998,census
22,Sidewalk Menu,3238-3239 S KOMENSKY AVE,2020,2838.02,19081,3238 S KOMENSKY AVE,3239 S KOMENSKY AVE,41.834472540000036,-87.72551977999996,census,41.83446306900004,-87.72550487799998,census
25,Sidewalk Menu,3233-3241 S CLAREMONT AVE,2018,5435.38,22117,3233 S CLAREMONT AVE,3241 S CLAREMONT AVE,41.834183438000025,-87.68387706499999,census,41.83408391000006,-87.68381808499998,census
18,Sidewalk Menu,3231-3258 W 82ND ST,2017,52210.05,15999,3231 W 82ND ST,3258 W 82ND ST,41.74430115900003,-87.70350540099997,census,41.74430579600005,-87.70398471199996,census
22,Curb & Gutter Menu,3201-3259 S AVERS AVE,2022,55000,19197,3201 S AVERS AVE,3259 S AVERS AVE,41.83498236400004,-87.72063512799997,census,41.834078599000065,-87.72061470599994,census
42,Miscellaneous-CDOT,324-330 N Jefferson,2006,1341,36302,324 N Jefferson,330 N Jefferson,41.88757701800006,-87.64282971999995,census,41.887601922000044,-87.64283039299994,census
30,Sidewalk Menu,3301-3303 N AVERS AVE,2017,18233.68,26399,3301 N AVERS AVE,3303 N AVERS AVE,41.94111013500003,-87.72356806899995,census,41.94114135500007,-87.72356876199996,census
36,Curb & Gutter Menu,3315-3319 N OAK PARK AVE,2021,3649.86,32160,3315 N OAK PARK AVE,3319 N OAK PARK AVE,41.94035022400004,-87.79577409699993,census,41.94041307600003,-87.79577639999997,census
12,Sidewalk Menu,3326-3332 W PERSHING RD,2021,11416.74,10297,3326 W PERSHING RD,3332 W PERSHING RD,41.82255255700005,-87.70759342499997,census,41.82255083700005,-87.70771973999996,census
35,Sidewalk Menu,3300-3333 N KIMBALL AVE,2016,28286.74,30997,3300 N KIMBALL AVE,3333 N KIMBALL AVE,41.94174386900005,-87.71258308499995,census,41.94202932200005,-87.71258083799995,census
12,Sidewalk Menu,3336-3348 W 37TH PL,2018,5841.5,10104,3336 W 37TH PL,3348 W 37TH PL,41.825273913000046,-87.70787883699995,census,41.82526977800006,-87.70813105599996,census
26,Alley Resurfacing Menu,3324-3358 W NORTH AVE,2019,23440.105,22952,3324 W NORTH AVE,3358 W NORTH AVE,41.9102356,-87.7102483,google,41.910398,-87.7114912,google
44,Alley Resurfacing Menu,3335-3359 N HALSTED ST,2022,9281.22,38903,3335 N HALSTED ST,3359 N HALSTED ST,41.942785367000056,-87.64934966999994,census,41.94307956400007,-87.64935379399998,census
12,Sidewalk Menu,3405-3409 S ASHLAND AVE,2018,9965.88,10113,3405 S ASHLAND AVE,3409 S ASHLAND AVE,41.83218126600008,-87.66559053099996,census,41.83213202400003,-87.66558945999998,census
14,Sidewalk Menu,3421-3423 W 54TH PL,2022,9300.52,12968,3421 W 54TH PL,3423 W 54TH PL,41.794339827000044,-87.70909089399998,census,41.79433925200004,-87.70913272599995,census
32,Street Resurfacing Menu,3427-3429 N HOYNE AVE,2020,2556.57,28572,3427 N HOYNE AVE,3429 N HOYNE AVE,41.944079919000046,-87.68089354699998,census,41.94410348500003,-87.68089422299994,census
12,Sidewalk Menu,3444-3452 S WOOD ST,2016,8566.42,9977,3444 S WOOD ST,3452 S WOOD ST,41.83105996300003,-87.67041878499998,census,41.83087109600007,-87.67041548299994,census
26,Alley Resurfacing Menu,3403-3455 W PIERCE AVE,2019,20541.645,22956,3403 W PIERCE AVE,3455 W PIERCE AVE,41.909125483000025,-87.71211921999998,census,41.90910987900003,-87.71320679699994,census
22,Sidewalk Menu,3448-3458 W 30TH ST,2020,15068.3,19077,3448 W 30TH ST,3458 W 30TH ST,41.83895293200004,-87.71129862499998,census,41.83895094500008,-87.71144958599996,census
17,Sidewalk Menu,3455-3459 W 73RD ST,2017,4071.39,15190,3455 W 73RD ST,3459 W 73RD ST,41.76064109600003,-87.70891507499994,census,41.76063971700006,-87.70899921799997,census
26,Alley Resurfacing Menu,3400-3462 W NORTH AVE,2019,32065.755,22961,3400 W NORTH AVE,3462 W NORTH AVE,41.91003213500005,-87.71440442399995,census,41.91002852500003,-87.71466070399998,census
44,Sidewalk Menu,3440-3476 N CLARK ST,2022,43908.27,38917,3440 N CLARK ST,3476 N CLARK ST,41.944765725000025,-87.65455829899997,census,41.945228161000045,-87.65493123199997,census
17,Sidewalk Menu,3501-3507 W 72ND ST,2017,8455.87,15187,3501 W 72ND ST,3507 W 72ND ST,41.76244853600008,-87.71026537499995,census,41.762446469000054,-87.71037597299994,census
17,Sidewalk Menu,3518-3520 W 74TH ST,2017,3969.37,15189,3518 W 74TH ST,3520 W 74TH ST,41.75880344300003,-87.71050025199997,census,41.75880286800003,-87.71053794599999,census
10,Sidewalk Menu,3515-3525 E 105TH ST,2018,11278,8271,3515 E 105TH ST,3525 E 105TH ST,41.70457341200006,-87.53835219199999,census,41.70456939200005,-87.53785019899999,census
26,Curb & Gutter Menu,3525-3538 W PIERCE AVE,2016,16989.19,22808,3525 W PIERCE AVE,3538 W PIERCE AVE,41.90908691100003,-87.71502176299998,census,41.90909465500005,-87.71531576899997,census
