ward,type,location,year,est_cost,id,lat,long,query
46,Traffic Signals,N BROADWAY & W MONTROSE AV,2005,85000,39770,41.96177530700004,-87.65514165799999,census
46,Left-Turn Arrow Menu,N BROADWAY & W MONTROSE AVE,2012,5750,39949,41.9617804,-87.6551439,google
46,Sidewalk Menu,N BROADWAY & W MONTROSE AVE,2019,10671.85,40195,41.9617804,-87.6551439,google
44,Miscellaneous-CDOT,N BROADWAY & W OAKDALE AV,2007,529,38159,41.935556,-87.6442503,google
44,Miscellaneous-CDOT,N BROADWAY & W OAKDALE AV,2008,171,38179,41.935556,-87.6442503,google
48,Alley Resurfacing Menu,N BROADWAY & W ROSEMONT AVE,2022,21909.93,42215,41.996374477000074,-87.66045594899998,census
46,Traffic Signals,N BROADWAY & W SHERIDAN RD,2009,22500,39878,41.9982024,-87.6604636,google
46,Pole Painting,N BROADWAY & W SHERIDAN RD,2010,4050,39886,41.9982024,-87.6604636,google
46,Left-Turn Arrow Menu,N BROADWAY & W SHERIDAN RD,2012,9250,39950,41.9982024,-87.6604636,google
48,Miscellaneous Other,N BROADWAY & W SHERIDAN RD,2014,416000,41737,41.9982024,-87.6604636,google
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,N BROADWAY & W SUNNYSIDE AVE,2022,30970,40266,41.9635726,-87.6562836,google
44,Street Bump Outs Menu,N BROADWAY & W SURF ST,2019,60000,38796,41.9348672,-87.6442219,google
44,Street Bump Outs Menu,N BROADWAY & W SURF ST,2020,2464.48,38824,41.9348672,-87.6442219,google
48,Sidewalk Menu,N BROADWAY & W THORNDALE AVE,2017,5051.18,41934,41.99000295600007,-87.66026299399994,census
48,Alley Resurfacing Menu,N BROADWAY & W THORNDALE AVE,2019,4330.325,42041,41.99000295600007,-87.66026299399994,census
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,N BROADWAY & W THORNDALE AVE,2021,19988.4285714286,42158,41.99000295600007,-87.66026299399994,census
46,Sidewalk Menu,N BROADWAY & W WAVELAND AVE,2021,5639.22,40251,41.949172960000055,-87.64837216799998,census
46,Speed Indicator Signs,N BROADWAY & W WAVELAND AVE,2022,14000,40287,41.949172960000055,-87.64837216799998,census
48,Pavement Markings Menu,N BROADWAY & W WINONA ST,2019,5000,42078,41.9752146,-87.6598446,google
46,Pole Painting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,16800,39896,41.9494522,-87.6947978,google
46,Pole Painting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,10600,39897,41.9494522,-87.6947978,google
46,Street Lighting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,117500,39899,41.9494522,-87.6947978,google
46,Street Lighting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,30000,39901,41.9494522,-87.6947978,google
46,Bike Lane/Marked Shared Lane Menu,N BROADWAYW MONTROSE AV (4400 N) & W LELAND AV (4700 N),2011,75000,39910,41.9662253,-87.7452409,google
41,Community Gardens,N CALDWELL AVE & W DEVON AVE,2017,12000,36002,41.99730307100003,-87.76668951199997,census
35,Miscellaneous-CDOT,N CALIFORNIA AV & W DICKENS AV,2008,400,30604,41.9195892,-87.6972685,google
2,Street Lighting,N CALIFORNIA AV & W FLOURNOY ST,2010,250,1803,41.8728728,-87.6960614,google
33,Traffic Signals,N CALIFORNIA AV & W IRVING PARK RD,2010,12000,28932,41.9540304,-87.6982535,google
1,In-Road State Law Stop,N CALIFORNIA AVE & W ALTGELD ST,2015,600,605,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2016,600,658,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2016,600,670,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2018,600,795,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2019,600,845,41.9266324,-87.6974626,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2020,600,913,41.9266324,-87.6974626,google
1,Installation of LED and pedestrian countdown traffic signals at N. California Ave. & W. Armitage Ave.,N CALIFORNIA AVE & W ARMITAGE AVE,2021,53344,964,41.9174935,-87.6972029,google
26,In-Road State Law Stop,N CALIFORNIA AVE & W CRYSTAL ST,2012,410,22655,41.9038517,-87.6968946,google
26,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W CRYSTAL ST,2018,350,22917,41.9038517,-87.6968946,google
33,Street Bump Outs Menu,N CALIFORNIA AVE & W HENDERSON ST,2021,9257.45,29366,41.9418806,-87.6978999,google
1,Sidewalk Menu,N CALIFORNIA AVE & W MEDILL AVE,2020,16000,915,41.9238651,-87.6973906,google
1,Sidewalk Menu,N CALIFORNIA AVE & W MEDILL AVE,2021,78540.6,972,41.9238651,-87.6973906,google
1,In-Road State Law Stop,N CALIFORNIA AVE & W PALMER ST,2014,1100,542,41.92169301000007,-87.69731831599995,census
1,Miscellaneous Other,N CALIFORNIA AVE & W PALMER ST,2014,3000,558,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,657,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,671,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,676,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2018,350,797,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2019,350,847,41.92169301000007,-87.69731831599995,census
1,In-Road State Law Stop,N CALIFORNIA AVE & W SHAKESPEARE AVE,2013,950,500,41.920652,-87.6972988,google
1,In-Road State Law Stop,N CALIFORNIA AVE & W SHAKESPEARE AVE,2014,950,546,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,600,656,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,669,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,675,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,678,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2018,350,796,41.920652,-87.6972988,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2019,350,846,41.920652,-87.6972988,google
33,In-Road State Law Stop,N CALIFORNIA AVE & W WELLINGTON AVE,2014,950,29021,41.935744,-87.6977133,google
33,In-Road State Law Stop,N CALIFORNIA AVE & W WELLINGTON AVE,2015,600,29085,41.935744,-87.6977133,google
40,Pedestrian Refuge Island Menu,N CALIFORNIA AVE & W WINONA ST,2022,70000,35455,41.975186,-87.698885,google
47,Street Bump Outs Menu,N CAMPBELL AVE & W CUYLER AVE,2022,12436.01,41399,41.95492139900006,-87.69093473499998,census
47,Street Light Upgrade Menu,N CAMPBELL AVE & W EASTWOOD AVE,2022,750,41413,41.965722836000054,-87.69126034599998,census
1,Floodlight Menu,N CAMPBELL AVE & W IOWA ST 1266 N MILWAUKEE AVE,2012,500,468,41.8977909,-87.6722299,google
1,Street Light Upgrade,N CAMPBELL AVE & W IOWA ST,2012,400,477,41.89753750700004,-87.68935089899998,census
47,In-Road State Law Stop,N CAMPBELL AVE & W LAWRENCE AVE,2012,800,40704,41.9685905,-87.6913291,google
47,In-Road State Law Stop,N CAMPBELL AVE & W MONTROSE AVE,2012,800,40711,41.9612991,-87.6917983,google
47,In-Road State Law Stop For Pedestrians Signs Menu,N CAMPBELL AVE & W MONTROSE AVE,2018,350,41147,41.9612991,-87.6917983,google
47,Curb & Gutter Menu,N CAMPBELL AVE & W WAVELAND AVE,2015,7635,40892,41.94852173800007,-87.69072972099997,census
47,Curb & Gutter Menu,N CAMPBELL AVE & W WAVELAND AVE,2016,13.23,40962,41.94852173800007,-87.69072972099997,census
47,In-Road State Law Stop For Pedestrians Sign Menu,N CAMPBELL AVE & W WAVELAND AVE,2022,350,41367,41.94852173800007,-87.69072972099997,census
42,Traffic Equipment,N CANAL ST & W KINZIE ST,2013,2700,36724,41.8890697,-87.640012,google
43,In-Road State Law Stop for Pedestrians S,N CANNON DR & N CANNON DR,2011,410,37466,NA,NA,google
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE DR,2013,550,37632,41.93111160600006,-87.63712854299996,census
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE DR,2014,550,37689,41.93111160600006,-87.63712854299996,census
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE I DR,2012,550,37571,41.93111160600006,-87.63712854299996,census
43,In-Road State Law Stop,N CANNON DR & N STOCKTON DR,2014,350,37686,41.93232159200005,-87.63867217899997,census
43,Traffic Signals,N CANNON DR & W FULLERTON AV,2009,9000,37401,41.92575309600005,-87.63363124099999,census
45,Traffic Signals,N CENTRAL AV & N INDIAN RD,2008,13060,39116,41.988752771000065,-87.76674177099994,census
45,Miscellaneous-CDOT,N CENTRAL AV & W BALMORAL AV,2010,900,39153,41.97931005500004,-87.76841002399999,census
41,Miscellaneous-CDOT,N CENTRAL AV & W PRATT AV,2009,6167,35722,42.0046384,-87.761804,google
39,Street Light Pole Painting Menu,N CENTRAL AVE & N CALDWELL AVE,2016,2500,34445,41.996141324000064,-87.76421326099995,census
45,Pavement Markings,N CENTRAL AVE & N INDIAN RD,2012,1000,39258,41.9887449,-87.7667542,google
41,Diagonal Parking Menu,N CENTRAL AVE & N IONIA AVE,2017,37505.58,36010,42.001688768000065,-87.76226763599999,census
45,Miscellaneous Other Projects,N CENTRAL AVE & N MILWAUKEE AVE,2018,15909.13,39581,41.9764089,-87.7684635,google
29,Traffic Signal LED Upgrade Menu,N CENTRAL AVE & W AUGUSTA BLVD,2017,22036,25313,41.8985039,-87.7655106,google
37,Traffic Signal LED Upgrade Menu,N CENTRAL AVE & W AUGUSTA BLVD,2017,22036,32869,41.8985039,-87.7655106,google
31,In-Road State Law Stop,N CENTRAL AVE & W BARRY AVE,2013,950,27316,41.9367469,-87.7664253,google
31,Street Bump Outs Menu,N CENTRAL AVE & W BARRY AVE,2020,100000,27673,41.9367469,-87.7664253,google
30,Bollard Menu,N CENTRAL AVE & W DRUMMOND PL (2632 N),2011,1260,26041,41.9292946,-87.7122074,google
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2013,950,27314,41.9331056,-87.7663066,google
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2013,950,27317,41.9331056,-87.7663066,google
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2014,950,27370,41.9331056,-87.7663066,google
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2015,1200,27437,41.9331056,-87.7663066,google
29,Bus Pad,N CENTRAL AVE & W JACKSON BLVD,2013,11654,25093,41.8765145,-87.7647193,google
29,Mural at N. Central Avenue and W Lake Street w/ DCASE,N CENTRAL AVE & W LAKE ST,2021,15000,25474,41.887722,-87.7651199,google
37,Mural at N. Central Avenue and W Lake Street w/ DCASE - 29th Ward Partnership,N CENTRAL AVE & W LAKE ST,2022,15000,33086,41.887722,-87.7651199,google
37,Viaduct Improvement Menu,N CENTRAL AVE & W LAKE ST,2022,7178.5,33111,41.887722,-87.7651199,google
41,Miscellaneous Other,N CENTRAL AVE & W PRATT AVE,2013,4000,35885,42.0046384,-87.761804,google
26,Left-Turn Arrow Menu,N CENTRAL PARK & W DIVISION ST,2012,70000,22669,41.9027541,-87.7165588,google
35,Traffic Signals,N CENTRAL PARK AVE & W BELMONT AVE,2011,12000,30774,41.9392128,-87.7173995,google
35,Pedestrian Countdown Signal Menu,N CENTRAL PARK AVE & W FULLERTON AVE,2017,20000,31026,41.92460340800005,-87.71699164499995,census
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W GEORGE ST,2020,350,31207,41.933733,-87.717237,google
35,In-Road State Law Stop For Pedestrians Sign Menu,N CENTRAL PARK AVE & W GEORGE ST,2021,1800,31263,41.933733,-87.717237,google
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2019,600,31132,41.9328225,-87.7172064,google
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2020,600,31206,41.9328225,-87.7172064,google
35,In-Road State Law Stop For Pedestrians Sign Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2021,1800,31264,41.9328225,-87.7172064,google
31,Traffic Signals,N CICERO AV & W BARRY AV,2005,20000,26818,41.937004761000026,-87.74681116899995,census
30,Pavement Markings Menu,N CICERO AV & W CORNELIA AV,2010,286,25962,41.9446594,-87.7469476,google
28,Miscellaneous-CDOT,N CICERO AV & W HURON ST,2009,1200,24195,41.8931676,-87.7457481,google
31,3 POD Cameras: Belmont & Central; Laramie & Addison Cicero & Addison,N Cicero Ave & W Addison St,2021,24776,27691,41.9461224,-87.7470138,google
30,Miscellaneous Other,N CICERO AVE & W CORNELIA AVE,2012,314,26087,41.9446594,-87.7469476,google
37,Pedestrian Countdown Signal Menu,N CICERO AVE & W DIVISION ST,2017,20000,32835,41.9023419,-87.7459645,google
37,Pedestrian Countdown Signal Menu,N CICERO AVE & W NORTH AVE,2017,20000,32834,41.90962932800005,-87.74611170899999,census
47,In-Road State Law Stop,N CLAREMONT AVE & W MONTROSE AVE,2012,800,40708,41.961326,-87.6874624,google
47,In-Road State Law Stop,N CLAREMONT AVE & W MONTROSE AVE,2015,600,40942,41.961326,-87.6874624,google
46,Speed Indicator Signs,N CLARENDON AVE & W BITTERSWEET PL,2022,7000,40288,41.95565301800008,-87.64973088999994,census
46,Pedestrian Countdown,N CLARENDON AVE & W BUENA AVE,2013,12000,39981,41.95849105900004,-87.64981530699998,census
46,Pedestrian Countdown,N CLARENDON AVE & W LAWRENCE AVE,2012,12000,39951,41.96915984000003,-87.65011679899999,census
46,Street Lighting,N CLARENDON AVE & W SUNNYSIDE AVE,2011,3500,39900,41.963668674000075,-87.64996404299995,census
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2005,28000,37162,41.9156173,-87.6343492,google
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2007,29945,37273,41.9156173,-87.6343492,google
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2008,15000,37349,41.9156173,-87.6343492,google
49,Miscellaneous Other,N CLARK ST & N ROGERS AVE,2015,13950,42667,42.0160564,-87.675197,google
43,Traffic Signals,N CLARK ST & N WELLS ST,2008,15000,37350,41.8989026,-87.6342911,google
47,In-Road State Law Stop,N CLARK ST & W AINSLIE ST,2014,550,40832,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop,N CLARK ST & W AINSLIE ST,2015,700,40908,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2016,350,40974,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2016,350,40996,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,41065,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,41072,41.97187728400007,-87.66783244199996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,41075,41.97187728400007,-87.66783244199996,census
46,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ARGYLE ST,2011,410,39920,41.97254056500003,-87.66791283999999,census
47,Pavement Markings Menu,N CLARK ST & W ARGYLE ST,2022,200,41383,41.97254056500003,-87.66791283999999,census
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ARLINGTON PL,2011,410,37465,41.9270095,-87.6413428,google
43,In-Road State Law Stop,N CLARK ST & W ARLINGTON PL,2013,550,37634,41.9270095,-87.6413428,google
43,In-Road State Law Stop,N CLARK ST & W ARLINGTON PL,2015,350,37744,41.9270095,-87.6413428,google
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ARLINGTON PL,2018,350,37935,41.9270095,-87.6413428,google
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W ARLINGTON PL,2022,175,38088,41.9270095,-87.6413428,google
43,Traffic Signals,N CLARK ST & W ARMITAGE AV,2007,12000,37269,41.9184774,-87.6361277,google
43,In-Road State Law Stop,N CLARK ST & W ARTHINGTON ST,2012,550,37556,41.9270095,-87.6413428,google
48,Pedestrian Countdown,N CLARK ST & W BALMORAL AVE,2012,125000,41689,41.97984470000006,-87.66827864999999,census
43,Traffic Signals,N CLARK ST & W BELDEN AV,2005,43000,37161,41.923771292000026,-87.63936359999997,census
43,Traffic Signals,N CLARK ST & W BELDEN AV,2007,12000,37271,41.923771292000026,-87.63936359999997,census
40,Accessible Pedestrian Signal,N CLARK ST & W BRYN MAWR AVE,2018,46193,35298,41.98349073800006,-87.66875299699996,census
47,In-Road State Law Stop,N CLARK ST & W CARMEN AVE,2015,600,40898,41.97436961400007,-87.66820629199998,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CARMEN AVE,2016,600,40969,41.97436961400007,-87.66820629199998,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CARMEN AVE,2017,350,41076,41.97436961400007,-87.66820629199998,census
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W CHASE AVE,2011,410,42483,42.01376049000004,-87.67482302599996,census
49,Pavement Markings,N CLARK ST & W CHASE AVE,2012,1100,42526,42.01376049000004,-87.67482302599996,census
49,In-Road State Law Stop,N CLARK ST & W CHASE AVE,2015,350,42665,42.01376049000004,-87.67482302599996,census
44,Sidewalk Menu,N CLARK ST & W CORNELIA AVE,2021,24712.62,38875,41.94560732000008,-87.65522607599996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CULLOM AVE,2017,600,41058,41.95984174100005,-87.66526775399996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CULLOM AVE,2017,350,41089,41.95984174100005,-87.66526775399996,census
2,Miscellaneous CDOT Projects,N CLARK ST & W DELAWARE PL,2020,20000,2394,41.8987382,-87.6313031,google
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W DEMING PL,2011,410,37461,41.9286784,-87.6423186,google
43,In-Road State Law Stop,N CLARK ST & W DEMING PL,2013,550,37640,41.9286784,-87.6423186,google
43,In-Road State Law Stop,N CLARK ST & W DEMING PL,2015,350,37746,41.9286784,-87.6423186,google
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2016,350,37813,41.9286784,-87.6423186,google
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2016,350,37825,41.9286784,-87.6423186,google
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2018,350,37937,41.9286784,-87.6423186,google
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W DEMING PL,2022,175,38089,41.9286784,-87.6423186,google
40,Miscellaneous-CDOT,N CLARK ST & W DEVON AV,2008,700,34890,41.99807890900007,-87.67062224399996,census
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ESTES AVE,2011,800,42482,42.011412876000065,-87.67443309699996,census
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2012,950,42522,42.011412876000065,-87.67443309699996,census
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2014,950,42620,42.011412876000065,-87.67443309699996,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W FARRAGUT AV,2010,800,41631,41.977107157000034,-87.66838718699995,census
40,Miscellaneous Other,N CLARK ST & W FARRAGUT AVE,2014,275,35116,41.977107157000034,-87.66838718699995,census
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W FARWELL AVE,2011,800,42484,42.00656087200008,-87.67339596599999,census
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2012,1100,42524,42.00656087200008,-87.67339596599999,census
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2014,950,42621,42.00656087200008,-87.67339596599999,census
49,Arterial Street Bump Outs Menu,N CLARK ST & W FARWELL AVE,2022,31914.46,43028,42.00656087200008,-87.67339596599999,census
43,Traffic Signals,N CLARK ST & W FULLERTON AV,2007,12000,37272,41.925588281000046,-87.64047710899996,census
42,Miscellaneous-CDOT,N Clark St & W Germania Pl,2007,36000,36428,41.91042928600007,-87.63164541599997,census
2,In-Road State Law Stop,N CLARK ST & W GERMANIA PL,2014,350,2130,41.91042928600007,-87.63164541599997,census
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W GERMANIA PL,2018,600,2325,41.91042928600007,-87.63164541599997,census
2,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W GERMANIA PL,2022,350,2471,41.91042928600007,-87.63164541599997,census
42,In-Road State Law Stop,N CLARK ST & W GERMANIA PL,2012,800,36626,41.91042928600007,-87.63164541599997,census
40,Traffic Signals,N CLARK ST & W GRANVILLE AV,2008,12000,34902,41.99444091100003,-87.67014789699994,census
40,Miscellaneous Other,N CLARK ST & W GREGORY ST,2014,275,35114,41.98255410500008,-87.66856004199997,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W GREGORY ST,2009,800,41598,41.98255410500008,-87.66856004199997,census
2,Traffic Signals,N CLARK ST & W HARRISON ST,2010,4500,1867,41.87452365200005,-87.63067260399998,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W HOLLYWOOD AV,2010,950,41629,41.985130852000054,-87.66911076599996,census
48,In-Road State Law Stop,N CLARK ST & W HOLLYWOOD AVE,2015,1200,41795,41.985130852000054,-87.66911076599996,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W HOLLYWOOD AVE,2017,600,41915,41.985130852000054,-87.66911076599996,census
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W HOLLYWOOD AVE,2022,600,42229,41.985130852000054,-87.66911076599996,census
2,Floodlight Menu,N CLARK ST & W HURON ST,2016,1200,2240,41.89483614300008,-87.63119920899999,census
49,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N CLARK ST & W JARVIS AVE,2018,48000,42859,42.01590309000005,-87.67518481599996,census
42,Miscellaneous-CDOT,N CLARK ST & W KINZIE ST,2011,180000,36599,41.88921232000007,-87.63105851299997,census
46,Pedestrian Countdown Signal Menu,N CLARK ST & W MONTROSE AVE,2018,25885,40148,41.96163863100003,-87.66595113499994,census
47,Pedestrian Countdown Signal Menu,N CLARK ST & W MONTROSE AVE,2018,25885,41155,41.96163863100003,-87.66595113499994,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W OLIVE AV,2009,800,41599,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W OLIVE AV,2010,550,41630,41.98445149100007,-87.66896203099998,census
40,Miscellaneous Other,N CLARK ST & W OLIVE AVE,2014,275,35119,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop,N CLARK ST & W OLIVE AVE,2014,275,41730,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop,N CLARK ST & W OLIVE AVE,2015,1200,41794,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2016,600,41844,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2016,600,41845,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2017,600,41914,41.98445149100007,-87.66896203099998,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W RASCHER AVE,2017,600,41916,41.98075721500004,-87.66835100799995,census
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W RASCHER AVE,2022,600,42230,41.98075721500004,-87.66835100799995,census
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ROSLYN PL,2011,410,37457,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop,N CLARK ST & W ROSLYN PL,2014,550,37691,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2016,350,37807,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2016,350,37819,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2017,350,37886,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2019,350,37987,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W ROSLYN PL,2021,350,38042,41.927340952000065,-87.64152629999995,census
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W SCHUBERT AVE,2011,410,37456,41.9318282,-87.6445819,google
43,In-Road State Law Stop,N CLARK ST & W SCHUBERT AVE,2013,1100,37635,41.9318282,-87.6445819,google
43,In-Road State Law Stop,N CLARK ST & W SCHUBERT AVE,2015,700,37745,41.9318282,-87.6445819,google
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W SCHUBERT AVE,2022,350,38090,41.9318282,-87.6445819,google
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ST JAMES PL,2011,410,37463,41.92781529800004,-87.64180367199998,census
43,In-Road State Law Stop,N CLARK ST & W ST JAMES PL,2013,550,37644,41.92781529800004,-87.64180367199998,census
43,In-Road State Law Stop,N CLARK ST & W ST JAMES PL,2014,550,37692,41.92781529800004,-87.64180367199998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2016,350,37801,41.92781529800004,-87.64180367199998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2017,350,37887,41.92781529800004,-87.64180367199998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2018,350,37936,41.92781529800004,-87.64180367199998,census
48,In-Road State Law Stop for Pedestria,N CLARK ST & W SUMMERDALE AV,2009,800,41600,41.978932186000065,-87.66830678899998,census
40,Miscellaneous Other,N CLARK ST & W SUMMERDALE AVE,2014,475,35117,41.978932186000065,-87.66830678899998,census
48,In-Road State Law Stop,N CLARK ST & W SUMMERDALE AVE,2014,950,41736,41.978932186000065,-87.66830678899998,census
48,In-Road State Law Stop,N CLARK ST & W SUMMERDALE AVE,2015,350,41797,41.978932186000065,-87.66830678899998,census
