ward,type,location,year,est_cost,from_intersection,to_intersection,lat_from_intersection,lon_from_intersection,query_from_intersection,lat_to_intersection,lon_to_intersection,query_to_intersection
50,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W JARVIS AVE (7400 N) TO W BIRCHWOOD AVE (7500 N),2022,58181.1,N CLAREMONT AVE and W JARVIS AVE,N CLAREMONT AVE and W BIRCHWOOD AVE,42.015653857000075,-87.68886851299999,census,42.0174253,-87.6889541,google
32,Street Speed Hump Menu,ON N CLAREMONT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),2020,4700,N CLAREMONT AVE and W ROSCOE ST,N CLAREMONT AVE and W CORNELIA AVE,41.9431109,-87.6869383,google,41.94493599900005,-87.68699122499999,census
27,Alley Resurfacing Menu,ON N CLAREMONT AVE FROM W HUBBARD ST (440 N) TO W FERDINAND ST (470 N),2019,26263.93,N CLAREMONT AVE and W HUBBARD ST,N CLAREMONT AVE and W FERDINAND ST,41.88958215000008,-87.68543954899997,census,41.890217292000045,-87.68547572799997,census
27,Alley Resurfacing Menu,ON N CLAREMONT AVE FROM W HUBBARD ST (440 N) TO W FERDINAND ST (470 N),2019,28911.29,N CLAREMONT AVE and W HUBBARD ST,N CLAREMONT AVE and W FERDINAND ST,41.88958215000008,-87.68543954899997,census,41.890217292000045,-87.68547572799997,census
27,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W HUBBARD ST (440 N) TO W FERDINAND ST (470 N),2019,32904.15,N CLAREMONT AVE and W HUBBARD ST,N CLAREMONT AVE and W FERDINAND ST,41.88958215000008,-87.68543954899997,census,41.890217292000045,-87.68547572799997,census
40,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N),2018,43758.95,N CLAREMONT AVE and W PETERSON AVE,N CLAREMONT AVE and W GLENLAKE AVE,41.9905802,-87.6884448,google,41.992294292000054,-87.68849064299997,census
40,Street Speed Hump Menu,ON N CLAREMONT AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N),2016,3700,N CLAREMONT AVE and W GLENLAKE AVE,N CLAREMONT AVE and W GRANVILLE AVE,41.992294292000054,-87.68849064299997,census,41.99411530100008,-87.68855094199995,census
40,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N),2019,48732.43,N CLAREMONT AVE and W GLENLAKE AVE,N CLAREMONT AVE and W GRANVILLE AVE,41.992294292000054,-87.68849064299997,census,41.99411530100008,-87.68855094199995,census
27,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W FULTON ST (300 N) TO W KINZIE ST (400 N),2015,54141,N CLAREMONT AVE and W FULTON ST,N CLAREMONT AVE and W KINZIE ST,41.88664361200006,-87.68535111099999,census,41.88858521800006,-87.68540738999997,census
1,Alley Apron Menu,ON N CLAREMONT AVE FROM 1544 N TO W LE MOYNE ST (1500 N),2013,10298,1544 N CLAREMONT AVE,N CLAREMONT AVE and W LE MOYNE ST,41.909175238000046,-87.68597232799993,census,41.908507780000036,-87.68595007499994,census
1,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N),2016,60687.27,N CLAREMONT AVE and W HIRSCH ST,N CLAREMONT AVE and W LE MOYNE ST,41.9066869,-87.685888,google,41.908507780000036,-87.68595007499994,census
1,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W NORTH AVE (1600 N) TO W LE MOYNE ST (1500 N),2017,22163.2,N CLAREMONT AVE and W NORTH AVE,N CLAREMONT AVE and W LE MOYNE ST,41.91034084800003,-87.68599429299996,census,41.908507780000036,-87.68595007499994,census
1,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W NORTH AVE (1600 N) TO W LE MOYNE ST (1500 N),2018,29548.88,N CLAREMONT AVE and W NORTH AVE,N CLAREMONT AVE and W LE MOYNE ST,41.91034084800003,-87.68599429299996,census,41.908507780000036,-87.68595007499994,census
47,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N),2015,60309,N CLAREMONT AVE and W CULLOM AVE,N CLAREMONT AVE and W MONTROSE AVE,41.95950809000004,-87.68741331399997,census,41.961326,-87.6874624,google
1,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W HIRSCH ST (1400 N) TO W POTOMAC AVE (1300 N),2017,53575.2,N CLAREMONT AVE and W HIRSCH ST,N CLAREMONT AVE and W POTOMAC AVE,41.9066869,-87.685888,google,41.90486174200004,-87.68593399499997,census
50,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W GRANVILLE AVE (6200 N) TO W ROSEMONT AVE (6300 N),2021,48928.3,N CLAREMONT AVE and W GRANVILLE AVE,N CLAREMONT AVE and W ROSEMONT AVE,41.99411530100008,-87.68855094199995,census,41.99593229000004,-87.68860319999999,census
32,Street Speed Hump Menu,ON N CLAREMONT AVE FROM W ROSCOE ST (3400 N) TO W SCHOOL ST (3300 N),2016,3700,N CLAREMONT AVE and W ROSCOE ST,N CLAREMONT AVE and W SCHOOL ST,41.9431109,-87.6869383,google,41.9412823,-87.6868908,google
32,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W NORTH AV (1600 N) TO W WABANSIA AV (1704 N),2013,46197,N CLAREMONT AVE and W NORTH AV,N CLAREMONT AVE and W WABANSIA AV,41.9103382,-87.6860007,google,41.91259198500006,-87.68605861199995,census
47,Street Light Residential,ON N CLAREMONT AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N),2015,78000,N CLAREMONT AVE and W ADDISON ST,N CLAREMONT AVE and W WAVELAND AVE,41.94675298800007,-87.68703946399995,census,41.948578017000045,-87.68709172299998,census
46,Curb & Gutter Menu,ON N CLARENDON AVE FROM N BROADWAY (3912 N) TO W IRVING PARK RD (4000 N),2015,41328,N CLARENDON AVE and N BROADWAY,N CLARENDON AVE and W IRVING PARK RD,41.953288,-87.6496658,google,41.95456362900006,-87.64969872999995,census
46,Street Resurfacing Menu,ON N CLARENDON AVE FROM N BROADWAY (3912 N) TO W IRVING PARK RD (4000 N),2015,30410,N CLARENDON AVE and N BROADWAY,N CLARENDON AVE and W IRVING PARK RD,41.953288,-87.6496658,google,41.95456362900006,-87.64969872999995,census
46,Street Resurfacing Menu,ON N CLARENDON AVE FROM W WILSON AV (4600 N) TO W LAWRENCE AV (4800 N),2013,113579,N CLARENDON AVE and W WILSON AV,N CLARENDON AVE and W LAWRENCE AV,41.965489683000044,-87.65001630199998,census,41.96915984000003,-87.65011679899999,census
46,Street Resurfacing Menu,ON N CLARENDON AVE FROM W IRVING PARK RD (4000 N) TO W WILSON AVE (4600 N),2013,348713,N CLARENDON AVE and W IRVING PARK RD,N CLARENDON AVE and W WILSON AVE,41.95456362900006,-87.64969872999995,census,41.965489683000044,-87.65001630199998,census
40,Buffered Bike Lane Menu,ON N CLARK ST FROM W CARMEN AVE (5100 N) TO N ASHLAND AVE (5800 N),2019,23000,N CLARK ST and W CARMEN AVE,N CLARK ST and N ASHLAND AVE,41.97436961400007,-87.66820629199998,census,41.9988568,-87.6709229,google
48,Bike Lane/Marked Shared Lane Menu,ON N CLARK ST FROM W FOSTER AVE (5200 N) TO N ASHLAND AVE (5800 N),2019,17000,N CLARK ST and W FOSTER AVE,N CLARK ST and N ASHLAND AVE,41.9761812,-87.6684023,google,41.9988568,-87.6709229,google
43,Curb & Gutter Menu,ON N CLARK ST FROM W MENOMONEE ST (1826 N) TO N LINCOLN AV (1841 N),2012,32751,N CLARK ST and W MENOMONEE ST,N CLARK ST and N LINCOLN AV,41.91482704200007,-87.63386841399995,census,41.9156173,-87.6343492,google
44,Sidewalk Menu,ON N CLARK ST FROM W DIVERSEY PW (2800 N) TO N ORCHARD ST (2850 N),2012,5223,N CLARK ST and W DIVERSEY PW,N CLARK ST and N ORCHARD ST,41.93280397900003,-87.64488290499997,census,41.93449233100006,-87.64624966699995,census
40,Street Resurfacing Menu,ON N CLARK ST FROM W FOSTER AVE (5200 N) TO W BRYN MAWR AVE (5600 N),2019,212500,N CLARK ST and W FOSTER AVE,N CLARK ST and W BRYN MAWR AVE,41.9761812,-87.6684023,google,41.98349073800006,-87.66875299699996,census
48,Street Resurfacing Menu,ON N CLARK ST FROM W FOSTER AVE (5200 N) TO W BRYN MAWR AVE (5600 N),2019,152500,N CLARK ST and W FOSTER AVE,N CLARK ST and W BRYN MAWR AVE,41.9761812,-87.6684023,google,41.98349073800006,-87.66875299699996,census
40,Street Light Pole Painting Menu,ON N CLARK ST FROM N RIDGE AVE (5940 N) TO W DEVON AVE (6400 N),2018,15225,N CLARK ST and N RIDGE AVE,N CLARK ST and W DEVON AVE,41.989721564000035,-87.66998308199999,census,41.99807890900007,-87.67062224399996,census
48,Street Light Pole Painting Menu,ON N CLARK ST FROM N RIDGE AVE (5940 N) TO W DEVON AVE (6400 N),2018,15225,N CLARK ST and N RIDGE AVE,N CLARK ST and W DEVON AVE,41.989721564000035,-87.66998308199999,census,41.99807890900007,-87.67062224399996,census
48,Sidewalk Menu,ON N CLARK ST FROM W HIGHLAND AVE (6330 N) TO W DEVON AVE (6400 N),2015,2364,N CLARK ST and W HIGHLAND AVE,N CLARK ST and W DEVON AVE,41.9968759,-87.6703767,google,41.99807890900007,-87.67062224399996,census
47,Bike Lane/Marked Shared Lane Menu,ON N CLARK ST FROM W LAWRENCE AVE (4800 N) TO W FOSTER AVE (5200 N),2019,14500,N CLARK ST and W LAWRENCE AVE,N CLARK ST and W FOSTER AVE,41.9688949,-87.6675066,google,41.9761812,-87.6684023,google
43,Sidewalk Menu,ON N CLARK ST FROM W BELDEN AVE (2300 N) TO W FULLERTON PKWY (2400 N),2013,227,N CLARK ST and W BELDEN AVE,N CLARK ST and W FULLERTON PKWY,41.923771292000026,-87.63936359999997,census,41.9255854,-87.6404891,google
42,Street Light Pole Painting,ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON ST (700 N),2014,7800,N CLARK ST and W GRAND AVE,N CLARK ST and W HURON ST,41.8916287,-87.631112,google,41.89483614300008,-87.63119920899999,census
42,Street Light Upgrade,ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON ST (700 N),2014,5600,N CLARK ST and W GRAND AVE,N CLARK ST and W HURON ST,41.8916287,-87.631112,google,41.89483614300008,-87.63119920899999,census
42,Traffic Equipment,ON N CLARK ST FROM W GRAND AVE (530 N) TO W HURON ST (700 N),2014,10075,N CLARK ST and W GRAND AVE,N CLARK ST and W HURON ST,41.8916287,-87.631112,google,41.89483614300008,-87.63119920899999,census
47,Bus Pad,ON N CLARK ST FROM 4000 N TO W IRVING PARK RD (4000 N),2013,39842,4000 N CLARK ST,N CLARK ST and W IRVING PARK RD,41.95451164600007,-87.66233761899997,census,41.95437871400003,-87.66224881899996,census
49,Curb & Gutter Menu,ON N CLARK ST FROM W CHASE AVE (7300 N) TO W JARVIS AVE (7400 N),2015,13516,N CLARK ST and W CHASE AVE,N CLARK ST and W JARVIS AVE,42.01376049000004,-87.67482302599996,census,42.0159056,-87.6751679,google
48,Miscellaneous CDOT Projects,ON N CLARK ST FROM W ELMDALE AVE (6000 N) TO W NORWOOD ST (6030 N),2018,10000,N CLARK ST and W ELMDALE AVE,N CLARK ST and W NORWOOD ST,41.9908098,-87.6701337,google,41.9917081,-87.6701709,google
42,Street Light Pole Painting Menu,ON N CLARK ST FROM W GRAND AVE (530 N) TO W OHIO ST (600 N),2017,1850,N CLARK ST and W GRAND AVE,N CLARK ST and W OHIO ST,41.8916287,-87.631112,google,41.8924617,-87.6311339,google
49,Street Light Pole Painting Menu,ON N CLARK ST FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N),2017,14000,N CLARK ST and W ALBION AVE,N CLARK ST and W PRATT BLVD,42.00170484800003,-87.67185634999998,census,42.0053329,-87.6730969,google
49,Street Light Upgrade Piggy Back Menu,ON N CLARK ST FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N),2017,35550,N CLARK ST and W ALBION AVE,N CLARK ST and W PRATT BLVD,42.00170484800003,-87.67185634999998,census,42.0053329,-87.6730969,google
49,Street Light Pole Painting Menu,ON N CLARK ST FROM W BIRCHWOOD AVE (7500 N) TO W PRATT BLVD (6800 N),2017,38800,N CLARK ST and W BIRCHWOOD AVE,N CLARK ST and W PRATT BLVD,42.017888914000025,-87.67568730199997,census,42.0053329,-87.6730969,google
49,Street Light Upgrade Piggy Back Menu,ON N CLARK ST FROM W BIRCHWOOD AVE (7500 N) TO W PRATT BLVD (6800 N),2017,71550,N CLARK ST and W BIRCHWOOD AVE,N CLARK ST and W PRATT BLVD,42.017888914000025,-87.67568730199997,census,42.0053329,-87.6730969,google
48,Street Bump Outs Menu,ON N CLARK ST FROM W THOME AVE (6240 N) TO W ROSEMONT AVE (6300 N),2014,65000,N CLARK ST and W THOME AVE,N CLARK ST and W ROSEMONT AVE,41.995648,-87.6703008,google,41.9963868,-87.6701018,google
48,Speed Indicator Signs,ON N CLARK ST FROM W GRANVILLE AVE (6200 N) TO W THOME AVE (6240 N),2018,10000,N CLARK ST and W GRANVILLE AVE,N CLARK ST and W THOME AVE,41.99444091100003,-87.67014789699994,census,41.995648,-87.6703008,google
27,Street Resurfacing Menu,ON N CLEAVER ST FROM 1135 N TO W DIVISION ST (1199 N),2021,85000,1135 N CLEAVER ST,N CLEAVER ST and W DIVISION ST,41.90297118600006,-87.66380578099995,census,41.90339046300005,-87.66382863499996,census
2,Street Resurfacing Menu (1-5),ON N CLEAVER ST FROM W DIVISION ST (1199 N) TO W LE MOYNE ST (1500 N),2018,202970.98,N CLEAVER ST and W DIVISION ST,N CLEAVER ST and W LE MOYNE ST,41.90339046300005,-87.66382863499996,census,41.908817,-87.6642294,google
2,Street Resurfacing Menu,ON N CLEVELAND AVE FROM W BLACKHAWK ST (1500 N) TO N CLYBOURN AVE (1260 N),2018,64514.04,N CLEVELAND AVE and W BLACKHAWK ST,N CLEVELAND AVE and N CLYBOURN AVE,41.90921126000006,-87.64095547499994,census,41.9048654,-87.6411172,google
2,Street Resurfacing Menu,ON N CLEVELAND AVE FROM W BLACKHAWK ST (1500 N) TO N CLYBOURN AVE (1260 N),2018,15781.86,N CLEVELAND AVE and W BLACKHAWK ST,N CLEVELAND AVE and N CLYBOURN AVE,41.90921126000006,-87.64095547499994,census,41.9048654,-87.6411172,google
27,Street Resurfacing Menu (1-5),ON N CLEVELAND AVE FROM W BLACKHAWK ST (1500 N) TO N CLYBOURN AVE (1260 N),2018,55457.79,N CLEVELAND AVE and W BLACKHAWK ST,N CLEVELAND AVE and N CLYBOURN AVE,41.90921126000006,-87.64095547499994,census,41.9048654,-87.6411172,google
27,Street Speed Hump Menu,ON N CLEVELAND AVE FROM N CLYBOURN AVE (1260 N) TO W BLACKHAWK ST (1500 N),2022,4700,N CLEVELAND AVE and N CLYBOURN AVE,N CLEVELAND AVE and W BLACKHAWK ST,41.9048654,-87.6411172,google,41.90921126000006,-87.64095547499994,census
43,Alley Apron Menu,ON N CLEVELAND AVE FROM 2235 N TO W GRANT PL (2232 N),2012,10075,2235 N CLEVELAND AVE,N CLEVELAND AVE and W GRANT PL,41.922905609000054,-87.64138761199996,census,41.92284671800007,-87.64139364299996,census
27,Street Speed Hump Menu,ON N CLEVELAND AVE FROM W OAK ST (1000 N) TO W HOBBIE ST (1100 N),2022,2350,N CLEVELAND AVE and W OAK ST,N CLEVELAND AVE and W HOBBIE ST,41.90045192500003,-87.64109215199994,census,41.901493076000065,-87.64113636999997,census
2,Street Resurfacing Menu,ON N CLEVELAND AVE FROM W BLACKHAWK ST (1500 N) TO W NORTH AVE (1600 N),2018,59740.36,N CLEVELAND AVE and W BLACKHAWK ST,N CLEVELAND AVE and W NORTH AVE,41.90921126000006,-87.64095547499994,census,41.91113678600004,-87.64101577399998,census
2,Street Speed Hump Menu,ON N CLEVELAND AVE FROM W GOETHE ST (1260 N) TO W NORTH AVE (1600 N),2022,9400,N CLEVELAND AVE and W GOETHE ST,N CLEVELAND AVE and W NORTH AVE,41.905086855000036,-87.64083889899996,census,41.91113678600004,-87.64101577399998,census
46,Street Resurfacing Menu,ON N CLIFTON AVE FROM W WILSON AVE (4600 N) TO N BROADWAY (4722 N),2022,44245.17,N CLIFTON AVE and W WILSON AVE,N CLIFTON AVE and N BROADWAY,41.96538516600003,-87.65885603399994,census,41.9669064,-87.6584461,google
44,Curb & Gutter Menu,ON N CLIFTON AVE FROM W WELLINGTON AV (3000 N) TO W BARRY AV (3100 N),2012,15988,N CLIFTON AVE and W WELLINGTON AV,N CLIFTON AVE and W BARRY AV,41.93622088300003,-87.65762192799997,census,41.93803787200005,-87.65768624699996,census
43,Sidewalk Menu,ON N CLIFTON AVE FROM W WEBSTER AVE (2200 N) TO W BELDEN AVE (2300 N),2021,117456.91,N CLIFTON AVE and W WEBSTER AVE,N CLIFTON AVE and W BELDEN AVE,41.92168095000005,-87.65712346199996,census,41.92349793900007,-87.65718376099994,census
46,Street Resurfacing Menu,ON N CLIFTON AVE FROM N BROADWAY (4722 N) TO W LAWRENCE AVE (4800 N),2017,23644.05,N CLIFTON AVE and N BROADWAY,N CLIFTON AVE and W LAWRENCE AVE,41.9669064,-87.6584461,google,41.969039243000054,-87.65888015299998,census
44,Street Resurfacing Menu,ON N CLIFTON AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N),2022,66916.32,N CLIFTON AVE and W SCHOOL ST,N CLIFTON AVE and W ROSCOE ST,41.94168793000006,-87.65779880299993,census,41.94351295900003,-87.65785508199997,census
44,Street Resurfacing Menu,ON N CLIFTON AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N),2019,57331.69,N CLIFTON AVE and W BELMONT AVE,N CLIFTON AVE and W SCHOOL ST,41.93985888100008,-87.65775056499996,census,41.94168793000006,-87.65779880299993,census
43,Alley Apron Menu,ON N CLIFTON AVE FROM 2215 N TO W WEBSTER AVE (2200 N),2013,10154,2215 N CLIFTON AVE,N CLIFTON AVE and W WEBSTER AVE,41.922384161000025,-87.65714029999998,census,41.92168095000005,-87.65712346199996,census
42,Street Light Pole Painting Menu,ON N CLINTON ST FROM W KINZIE ST (400 N) TO W LAKE ST (200 N),2017,4200,N CLINTON ST and W KINZIE ST,N CLINTON ST and W LAKE ST,41.889059565000025,-87.64138962299995,census,41.8857044,-87.6413047,google
42,Street Resurfacing Menu,ON N CLINTON ST FROM W LAKE ST (200 N) TO W RANDOLPH ST (150 N),2016,49844.05,N CLINTON ST and W LAKE ST,N CLINTON ST and W RANDOLPH ST,41.88570295900007,-87.64130922599998,census,41.88444071400005,-87.64126902699996,census
32,Curb & Gutter Menu,ON N CLYBOURN AVE FROM W WEBSTER AV (2200 N) TO N GREENVIEW AV (2270 N),2013,2573,N CLYBOURN AVE and W WEBSTER AV,N CLYBOURN AVE and N GREENVIEW AV,41.92161663200005,-87.66439543899997,census,41.922561306000034,-87.66571396199998,census
27,Sidewalk Menu,ON N CLYBOURN AVE FROM W DIVISION ST (1200 N) TO N LARRABEE ST (1400 N),2020,111268.61,N CLYBOURN AVE and W DIVISION ST,N CLYBOURN AVE and N LARRABEE ST,41.90377637200004,-87.63954851499994,census,41.90644959700006,-87.64329504999995,census
27,Sidewalk Menu,ON N CLYBOURN AVE FROM N LARRABEE ST (1400 N) TO N OGDEN AVE (1481 N),2020,164953.12,N CLYBOURN AVE and N LARRABEE ST,N CLYBOURN AVE and N OGDEN AVE,41.90644959700006,-87.64329504999995,census,41.908041473000026,-87.64551000799997,census
42,Street Resurfacing Menu,ON N COLUMBUS DR FROM E NORTH WATER ST (433 N) TO E ILLINOIS ST (500 N),2018,119222.42,N COLUMBUS DR and E NORTH WATER ST,N COLUMBUS DR and E ILLINOIS ST,41.88957009000006,-87.62040179099995,census,41.891005190000044,-87.62022491599998,census
42,Street Light Arterial Menu,ON N COLUMBUS DR FROM E WACKER DR (340 N) TO E RANDOLPH ST (150 N),2016,152000,N COLUMBUS DR and E WACKER DR,N COLUMBUS DR and E RANDOLPH ST,41.887815,-87.6204894,google,41.8844345,-87.6206769,google
42,Street Light Arterial Menu,ON N COLUMBUS DR FROM E ILLINOIS ST (500 N) TO E RIVERWALK S (341 N),2016,143000,N COLUMBUS DR and E ILLINOIS ST,N COLUMBUS DR and E RIVERWALK S,41.891005190000044,-87.62022491599998,census,41.888063,-87.6205458,google
42,Street Resurfacing Menu,ON N COLUMBUS DR FROM E NORTH WATER ST (400 N) TO E SOUTH WATER (I) ST(300 N),2012,109581,N COLUMBUS DR and E NORTH WATER ST,N COLUMBUS DR and E SOUTH WATER  ST,41.88957009000006,-87.62040179099995,census,41.8867847,-87.6206043,google
43,Bollard Menu,ON N COMMONWEALTH AVE FROM 2376 N TO W BELDEN AV (2300 N),2012,1260,2376 N COMMONWEALTH AVE,N COMMONWEALTH AVE and W BELDEN AV,42.316269341000066,-87.84662032599994,census,41.92379541100007,-87.63804909699996,census
43,Street Light Upgrade,ON N COMMONWEALTH AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON PKWY (2400 N),2013,1750,N COMMONWEALTH AVE and W BELDEN AVE,N COMMONWEALTH AVE and W FULLERTON PKWY,41.92379541100007,-87.63804909699996,census,41.9256162,-87.6381009,google
43,Sidewalk Menu,ON N COMMONWEALTH AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON PKWY (2400 N),2015,3933,N COMMONWEALTH AVE and W BELDEN AVE,N COMMONWEALTH AVE and W FULLERTON PKWY,41.92379541100007,-87.63804909699996,census,41.9256162,-87.6381009,google
43,Street Resurfacing Menu,ON N COMMONWEALTH AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON PKWY (2400 N),2019,51399.26,N COMMONWEALTH AVE and W BELDEN AVE,N COMMONWEALTH AVE and W FULLERTON PKWY,41.92379541100007,-87.63804909699996,census,41.9256162,-87.6381009,google
44,Sidewalk Menu,ON N COMMONWEALTH AVE FROM W SURF ST (2850 N) TO W OAKDALE AV (2932 N),2012,33231,N COMMONWEALTH AVE and W SURF ST,N COMMONWEALTH AVE and W OAKDALE AV,41.934375755000076,-87.63800085799994,census,41.93560584000005,-87.63803703699995,census
44,Curb & Gutter Menu,ON N COMMONWEALTH AVE FROM W SURF ST (2900 N) TO W OAKDALE AVE (2940 N),2015,1999,N COMMONWEALTH AVE and W SURF ST,N COMMONWEALTH AVE and W OAKDALE AVE,41.934375755000076,-87.63800085799994,census,41.93560584000005,-87.63803703699995,census
44,Street Resurfacing Menu,ON N COMMONWEALTH AVE FROM W SURF ST (2900 N) TO W OAKDALE AVE (2940 N),2015,39489,N COMMONWEALTH AVE and W SURF ST,N COMMONWEALTH AVE and W OAKDALE AVE,41.934375755000076,-87.63800085799994,census,41.93560584000005,-87.63803703699995,census
27,Curb & Gutter Menu,ON N CROSBY ST FROM W HOBBIE ST (1100 N) TO W ELM ST (1150 N),2021,32983.95,N CROSBY ST and W HOBBIE ST,N CROSBY ST and W ELM ST,41.90140463900008,-87.64476632899994,census,41.90260658500006,-87.64576326099996,census
27,Street Resurfacing Menu,ON N CROSBY ST FROM W HOBBIE ST (1100 N) TO W ELM ST (1150 N),2021,47072.43,N CROSBY ST and W HOBBIE ST,N CROSBY ST and W ELM ST,41.90140463900008,-87.64476632899994,census,41.90260658500006,-87.64576326099996,census
38,Sidewalk Menu,ON N CUMBERLAND AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),2013,11817,N CUMBERLAND AVE and W BYRON ST,N CUMBERLAND AVE and W IRVING PARK RD,41.9502261,-87.8366566,google,41.952058,-87.836847,google
49,Street Resurfacing Menu,ON N DAMEN AVE FROM W FARGO AVE (7424 N) TO W BIRCHWOOD AVE (7500 N),2015,49348,N DAMEN AVE and W FARGO AVE,N DAMEN AVE and W BIRCHWOOD AVE,42.0166346,-87.6804619,google,42.0179441,-87.6804352,google
47,Sidewalk Menu,ON N DAMEN AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),2012,51064,N DAMEN AVE and W GRACE ST,N DAMEN AVE and W BYRON ST,41.9505032,-87.6786568,google,41.9523317,-87.6787062,google
49,Street Resurfacing Menu,ON N DAMEN AVE FROM N ROGERS AVE (7274 N) TO W CHASE AVE (7300 N),2018,12472.77,N DAMEN AVE and N ROGERS AVE,N DAMEN AVE and W CHASE AVE,42.013603714000055,-87.68038253099996,census,42.014005703000066,-87.68049106799998,census
47,Sidewalk Menu,ON N DAMEN AVE FROM W HUTCHINSON ST (4230 N) TO W CULLOM AVE (4300 N),2015,2532,N DAMEN AVE and W HUTCHINSON ST,N DAMEN AVE and W CULLOM AVE,41.9587097,-87.6788864,google,41.9596231,-87.6789069,google
40,Street Resurfacing Menu,ON N DAMEN AVE FROM W GRANVILLE AVE (6200 N) TO W HOOD AVE (6141 N),2017,41186.41,N DAMEN AVE and W GRANVILLE AVE,N DAMEN AVE and W HOOD AVE,41.9942653,-87.6799133,google,41.9930814,-87.6798862,google
49,Street Resurfacing Menu,ON N DAMEN AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7599 N),2022,40279.5,N DAMEN AVE and W BIRCHWOOD AVE,N DAMEN AVE and W HOWARD ST,42.0179441,-87.6804352,google,42.0194375,-87.68042,google
49,Street Resurfacing Menu (1-5),ON N DAMEN AVE FROM W CHASE AVE (7300 N) TO W JARVIS AVE (7337 N),2018,31311.67,N DAMEN AVE and W CHASE AVE,N DAMEN AVE and W JARVIS AVE,42.0140107,-87.6804917,google,42.0151197,-87.6804883,google
30,Sidewalk Menu,ON N DAVLIN CT FROM W BARRY AV (3070 N) TO N MILWAUKEE AV (3149 N),2012,78534,N DAVLIN CT and W BARRY AV,N DAVLIN CT and N MILWAUKEE AV,41.93667915000003,-87.72491886299997,census,41.9385313,-87.7229137,google
30,Bollard Menu,ON N DAVLIN CT FROM 3141 N TO N MILWAUKEE AVE (3170 N),2013,630,3141 N DAVLIN CT,N DAVLIN CT and N MILWAUKEE AVE,41.93754138600008,-87.72395441199996,census,41.9385313,-87.7229137,google
46,Street Resurfacing Menu,ON N DAYTON ST FROM W MONTROSE AVE (4400 N) TO W ALDINE AVE (3300 N),2014,22561,N DAYTON ST and W MONTROSE AVE,N DAYTON ST and W ALDINE AVE,41.96182756500008,-87.65118608899996,census,41.9417706,-87.6510915,google
46,Curb & Gutter Menu,ON N DAYTON ST FROM W MONTROSE AVE (4400 N) TO W ALDINE AVE (3300 N),2015,39829,N DAYTON ST and W MONTROSE AVE,N DAYTON ST and W ALDINE AVE,41.96182756500008,-87.65118608899996,census,41.9417706,-87.6510915,google
43,Sidewalk Menu,ON N DAYTON ST FROM W WISCONSIN ST (1900 N) TO W ARMITAGE AVE (2000 N),2013,2305,N DAYTON ST and W WISCONSIN ST,N DAYTON ST and W ARMITAGE AVE,41.91601692900008,-87.64965049199998,census,41.91816354900004,-87.64972284999999,census
43,Curb & Gutter Menu,ON N DAYTON ST FROM W ARMITAGE AVE (2000 N) TO W DICKENS AVE (2100 N),2012,12750,N DAYTON ST and W ARMITAGE AVE,N DAYTON ST and W DICKENS AVE,41.91816354900004,-87.64972284999999,census,41.919976518000055,-87.64978716799999,census
27,Street Resurfacing Menu,ON N DAYTON ST FROM W EVERGREEN AVE (1400 N) TO W EASTMAN ST (1440 N),2022,23963.47,N DAYTON ST and W EVERGREEN AVE,N DAYTON ST and W EASTMAN ST,41.906361160000074,-87.64935301999998,census,41.90745858900004,-87.64941733799998,census
