ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2
33,Street Lighting,N SACRAMENTO AV-- E KENNEDY ENTR RP (2945 N) -to- N ELSTON AV (3370 N),2005,8000,28740,N SACRAMENTO AV AND E KENNEDY ENTR RP,N SACRAMENTO AV AND N ELSTON AV,41.9090349,-87.7903483,google,41.942232,-87.702442,google
33,Curb/Gutter Menu,N SACRAMENTO AV-- W SCHOOL ST (3300 N) -to- N ELSTON AV (3370 N),2007,7408,28796,N SACRAMENTO AV AND W SCHOOL ST,N SACRAMENTO AV AND N ELSTON AV,41.94106886700007,-87.70277330299996,census,41.942232,-87.702442,google
50,Street Lighting,N SACRAMENTO AV-- W DEVON AV (6400 N) -to- W ARTHUR AV (6500 N),2007,55600,43114,N SACRAMENTO AV AND W DEVON AV,N SACRAMENTO AV AND W ARTHUR AV,41.9974727,-87.7045059,google,41.999284,-87.7045674,google
26,Street Speed Hump Menu,N SACRAMENTO AV-- W THOMAS ST (1100 N) -to- W AUGUSTA BV (1000 N) 1,2010,1750,22567,N SACRAMENTO AV AND W THOMAS ST,N SACRAMENTO AV AND W AUGUSTA BV,41.90106294800006,-87.70176833099998,census,41.8992229,-87.7030219,google
26,Miscellaneous-CDOT,N SACRAMENTO AV-- W WALTON ST (915 N) -to- W AUGUSTA BV (1000 N),2006,23062,22403,N SACRAMENTO AV AND W WALTON ST,N SACRAMENTO AV AND W AUGUSTA BV,41.8983341,-87.7029813,google,41.8992229,-87.7030219,google
35,Sidewalk Menu,N SACRAMENTO AV-- W BELDEN AV (2306 N) -to- W BELDEN AV (2306 N),2010,21649,30729,N SACRAMENTO AV AND W BELDEN AV,N SACRAMENTO AV AND W BELDEN AV,41.9232594,-87.7022674,google,41.9232594,-87.7022674,google
33,Street Resurface Menu,N SACRAMENTO AV-- W IRVING PARK RD (4000 N) -to- W BELLE PLAINE AV (4100 N),2007,26189,28811,N SACRAMENTO AV AND W IRVING PARK RD,N SACRAMENTO AV AND W BELLE PLAINE AV,41.95395260600003,-87.70312705299995,census,41.955774,-87.7031629,google
33,Street Speed Hump Menu,N SACRAMENTO AV-- W IRVING PARK RD (4000 N) -to- W BELLE PLAINE AV (4100 N) 2,2007,3300,28815,N SACRAMENTO AV AND W IRVING PARK RD,N SACRAMENTO AV AND W BELLE PLAINE AV,41.95395260600003,-87.70312705299995,census,41.955774,-87.7031629,google
50,Street Lighting,N SACRAMENTO AV-- W PETERSON AV (6000 N) -to- W DEVON AV (6400 N),2007,285000,43113,N SACRAMENTO AV AND W PETERSON AV,N SACRAMENTO AV AND W DEVON AV,41.9904187,-87.7042504,google,41.9974727,-87.7045059,google
26,Street Speed Hump Menu,N SACRAMENTO AV-- W THOMAS ST (1100 N) -to- W DIVISION ST (1200 N) 2,2010,3500,22568,N SACRAMENTO AV AND W THOMAS ST,N SACRAMENTO AV AND W DIVISION ST,41.90106294800006,-87.70176833099998,census,41.9028776,-87.7018174,google
33,Miscellaneous-CDOT,N SACRAMENTO AV-- W WELLINGTON AV (3000 N) -to- W FLETCHER ST (3132 N),2005,48758,28701,N SACRAMENTO AV AND W WELLINGTON AV,N SACRAMENTO AV AND W FLETCHER ST,41.9357113,-87.7026358,google,41.938451920000034,-87.70270094499995,census
27,Sidewalk Menu,N SACRAMENTO AV-- W WALNUT ST (234 N) -to- W FULTON ST (300 N),2005,12505,23211,N SACRAMENTO AV AND W WALNUT ST,N SACRAMENTO AV AND W FULTON ST,41.88545774500005,-87.70132614399995,census,41.8864977,-87.7013495,google
33,Street Lighting,N SACRAMENTO AV-- W ADDISON ST (3600 N) -to- W GRACE ST (3800 N),2009,130000,28895,N SACRAMENTO AV AND W ADDISON ST,N SACRAMENTO AV AND W GRACE ST,41.946656510000025,-87.70292203899999,census,41.9502982,-87.7030156,google
40,Street Speed Hump Menu,N SACRAMENTO AV-- W BRYN MAWR AV (5600 N) -to- W HOLLYWOOD AV (5678 N) 2,2005,5000,34747,N SACRAMENTO AV AND W BRYN MAWR AV,N SACRAMENTO AV AND W HOLLYWOOD AV,41.9830957,-87.7040149,google,41.9849095,-87.7040727,google
40,Curb/Gutter Menu,N SACRAMENTO AV-- W BRYN MAWR AV (5600 N) -to- W HOLLYWOOD AV (5678 N),2007,5729,34822,N SACRAMENTO AV AND W BRYN MAWR AV,N SACRAMENTO AV AND W HOLLYWOOD AV,41.9830957,-87.7040149,google,41.9849095,-87.7040727,google
40,Street Lighting,N SACRAMENTO AV-- W BRYN MAWR AV (5600 N) -to- W HOLLYWOOD AV (5678 N),2007,55000,34853,N SACRAMENTO AV AND W BRYN MAWR AV,N SACRAMENTO AV AND W HOLLYWOOD AV,41.9830957,-87.7040149,google,41.9849095,-87.7040727,google
33,Street Lighting,N SACRAMENTO AV-- W GRACE ST (3800 N) -to- W IRVING PARK RD (4000 N),2010,130000,28929,N SACRAMENTO AV AND W GRACE ST,N SACRAMENTO AV AND W IRVING PARK RD,41.9502982,-87.7030156,google,41.95395260600003,-87.70312705299995,census
50,Street Resurface Menu,N SACRAMENTO AV-- W TOUHY AV (7200 N) -to- W JEROME ST (7534 N),2010,150819,43155,N SACRAMENTO AV AND W TOUHY AV,N SACRAMENTO AV AND W JEROME ST,42.011967620000064,-87.70444959599996,census,42.01831904200003,-87.70431693999996,census
33,Sidewalk Menu,N SACRAMENTO AV-- W LELAND AV (4700 N) -to- W LAWRENCE AV (4800 N),2007,54089,28804,N SACRAMENTO AV AND W LELAND AV,N SACRAMENTO AV AND W LAWRENCE AV,41.966667510000036,-87.70352502199995,census,41.9685012,-87.7035717,google
33,Curb/Gutter Menu,N SACRAMENTO AV-- W EASTWOOD AV (4632 N) -to- W LELAND AV (4700 N),2007,57530,28797,N SACRAMENTO AV AND W EASTWOOD AV,N SACRAMENTO AV AND W LELAND AV,41.9656263,-87.7034715,google,41.9666692,-87.7035198,google
33,Street Resurface Menu,N SACRAMENTO AV-- W EASTWOOD AV (4632 N) -to- W LELAND AV (4700 N),2009,7355,28883,N SACRAMENTO AV AND W EASTWOOD AV,N SACRAMENTO AV AND W LELAND AV,41.9656263,-87.7034715,google,41.9666692,-87.7035198,google
40,Curb/Gutter Menu,N SACRAMENTO AV-- W ARDMORE AV (5800 N) -to- W LINCOLN AV (5870 N),2005,15122,34710,N SACRAMENTO AV AND W ARDMORE AV,N SACRAMENTO AV AND W LINCOLN AV,41.9867234,-87.7041306,google,41.9882891,-87.7038528,google
40,Street Resurface Menu,N SACRAMENTO AV-- W BRYN MAWR AV (5600 N) -to- W LINCOLN AV (5870 N),2009,91661,34934,N SACRAMENTO AV AND W BRYN MAWR AV,N SACRAMENTO AV AND W LINCOLN AV,41.9830957,-87.7040149,google,41.9882891,-87.7038528,google
50,Street Lighting,N SACRAMENTO AV-- W ARTHUR AV (6500 N) -to- W PRATT AV (6800 N),2006,179139,43097,N SACRAMENTO AV AND W ARTHUR AV,N SACRAMENTO AV AND W PRATT AV,41.999284,-87.7045674,google,42.0047523,-87.7045939,google
50,Street Speed Hump Menu,N SACRAMENTO AV-- W GRANVILLE AV (6200 N) -to- W ROSEMONT AV (6300 N) 2,2010,3500,43158,N SACRAMENTO AV AND W GRANVILLE AV,N SACRAMENTO AV AND W ROSEMONT AV,41.9938952,-87.704368,google,41.9956904,-87.7044268,google
35,Sidewalk Menu,N SACRAMENTO AV-- W LOGAN (N) SD(2604 N) -to- W SCHUBERT AV (2700 N),2009,15567,30674,N SACRAMENTO AV AND W LOGANSD,N SACRAMENTO AV AND W SCHUBERT AV,41.9281399,-87.7024082,google,41.9302389,-87.7024641,google
33,Street Resurface Menu,N SACRAMENTO AV-- W CULLOM AV (4300 N) -to- W SUNNYSIDE AV (4500 N),2009,61700,28884,N SACRAMENTO AV AND W CULLOM AV,N SACRAMENTO AV AND W SUNNYSIDE AV,41.9593976,-87.7033018,google,41.9630395,-87.7033961,google
26,Miscellaneous-CDOT,N SACRAMENTO AV-- W GRAND AV (832 N) -to- W WALTON ST (928 N),2006,44424,22404,N SACRAMENTO AV AND W GRAND AV,N SACRAMENTO AV AND W WALTON ST,41.8968473,-87.702952,google,41.8983341,-87.7029813,google
33,Street Resurface Menu,N SACRAMENTO AV-- W SUNNYSIDE AV (4500 N) -to- W WILSON AV (4600 N),2008,24059,28856,N SACRAMENTO AV AND W SUNNYSIDE AV,N SACRAMENTO AV AND W WILSON AV,41.9630395,-87.7033961,google,41.9647339,-87.7034506,google
2,Street Lighting,N SACRAMENTO BV-- W WALNUT ST (234 N) -to- W LAKE ST (201 N),2009,2800,1651,N SACRAMENTO BV AND W WALNUT ST,N SACRAMENTO BV AND W LAKE ST,41.88545774500005,-87.70132614399995,census,41.8840031,-87.7012815,google
2,Curb/Gutter Menu,N SACRAMENTO BV-- W ADAMS ST (200 S) -to- W WALNUT ST (234 N),2005,201500,1029,N SACRAMENTO BV AND W ADAMS ST,N SACRAMENTO BV AND W WALNUT ST,41.87828626600003,-87.70112916899996,census,41.8854478,-87.7013244,google
2,Pole Painting,N SACRAMENTO BV-- W LAKE ST (201 N) -to- W WALNUT ST (234 N),2009,1200,1591,N SACRAMENTO BV AND W LAKE ST,N SACRAMENTO BV AND W WALNUT ST,41.88407892400005,-87.70128996499994,census,41.8854478,-87.7013244,google
2,Street Lighting,N SACRAMENTO BV-- W LAKE ST (201 N) -to- W WALNUT ST (234 N),2009,4050,1650,N SACRAMENTO BV AND W LAKE ST,N SACRAMENTO BV AND W WALNUT ST,41.88407892400005,-87.70128996499994,census,41.8854478,-87.7013244,google
2,Pole Painting,N SACRAMENTO BV-- W WALNUT ST (234 N) -to- W WARREN BV (23 N),2007,4655,1188,N SACRAMENTO BV AND W WALNUT ST,N SACRAMENTO BV AND W WARREN BV,41.88545774500005,-87.70132614399995,census,41.8819435,-87.7012323,google
2,Pole Painting,N SACRAMENTO BV-- W WALNUT ST (234 N) -to- W WARREN BV (23 N),2007,4500,1189,N SACRAMENTO BV AND W WALNUT ST,N SACRAMENTO BV AND W WARREN BV,41.88545774500005,-87.70132614399995,census,41.8819435,-87.7012323,google
42,Street Resurface Menu,N SANDBURG TR-- W GERMANIA PL (1536 N) -to- W NORTH AV (1600 N),2006,11412,36343,N SANDBURG TR AND W GERMANIA PL,N SANDBURG TR AND W NORTH AV,41.9104333,-87.6324591,google,41.91116492500004,-87.63248155299999,census
27,Street Resurface Menu,N SANGAMON ST-- W ANCONA ST (648 N) -to- W HURON ST (720 N),2009,35175,23435,N SANGAMON ST AND W ANCONA ST,N SANGAMON ST AND W HURON ST,41.89391156900007,-87.65119814799993,census,41.8950345,-87.6511472,google
39,Sidewalk Menu,N SAUGANASH AV-- N TRIPP AV (6067 N) -to- N KILDARE AV (6128 N),2006,13125,34023,N SAUGANASH AV AND N TRIPP AV,N SAUGANASH AV AND N KILDARE AV,41.991176763000055,-87.73522183399996,census,41.9917457,-87.7364507,google
39,Curb/Gutter Menu,N SAUGANASH AV-- N KIRKWOOD AV (6220 N) -to- N KNOX AV (6261 N),2007,41624,34055,N SAUGANASH AV AND N KIRKWOOD AV,N SAUGANASH AV AND N KNOX AV,41.993793710000034,-87.74075721899999,census,41.99427207600007,-87.74178228999995,census
35,Curb/Gutter Menu,N SAWYER AV-- W WRIGHTWOOD AV (2600 N) -to- N MILWAUKEE AV (2703 N),2007,172579,30526,N SAWYER AV AND W WRIGHTWOOD AV,N SAWYER AV AND N MILWAUKEE AV,41.9283531,-87.7093957,google,41.9302314,-87.7093023,google
35,Street Speed Hump Menu,N SAWYER AV-- W WRIGHTWOOD AV (2600 N) -to- N MILWAUKEE AV (2703 N) 1,2007,1650,30572,N SAWYER AV AND W WRIGHTWOOD AV,N SAWYER AV AND N MILWAUKEE AV,41.9283531,-87.7093957,google,41.9302314,-87.7093023,google
39,Street Resurface Menu,N SAWYER AV-- W AINSLIE ST (4900 N) -to- W ARGYLE ST (5000 N),2006,27005,34027,N SAWYER AV AND W AINSLIE ST,N SAWYER AV AND W ARGYLE ST,41.9702677,-87.7097369,google,41.9720889,-87.7097998,google
39,Street Speed Hump Menu,N SAWYER AV-- W AINSLIE ST (4900 N) -to- W ARGYLE ST (5000 N) 2,2006,5000,34031,N SAWYER AV AND W AINSLIE ST,N SAWYER AV AND W ARGYLE ST,41.9702677,-87.7097369,google,41.9720889,-87.7097998,google
35,Street Lighting,N SAWYER AV-- W BARRY AV (3100 N) -to- W BELMONT AV (3200 N),2008,2200,30651,N SAWYER AV AND W BARRY AV,N SAWYER AV AND W BELMONT AV,41.9375029,-87.7087799,google,41.939316,-87.7088463,google
35,Sidewalk Menu,N SAWYER AV-- W BARRY AV (3100 N) -to- W BELMONT AV (3200 N),2010,40612,30730,N SAWYER AV AND W BARRY AV,N SAWYER AV AND W BELMONT AV,41.9375029,-87.7087799,google,41.939316,-87.7088463,google
35,Street Resurface Menu,N SAWYER AV-- W WELLINGTON AV (3000 N) -to- W BELMONT AV (3200 N),2008,81269,30624,N SAWYER AV AND W WELLINGTON AV,N SAWYER AV AND W BELMONT AV,41.9357014,-87.7087264,google,41.939316,-87.7088463,google
39,Street Resurface Menu,N SAWYER AV-- W FOSTER AV (5200 N) -to- W BERWYN AV (5300 N),2010,30769,34234,N SAWYER AV AND W FOSTER AV,N SAWYER AV AND W BERWYN AV,41.9757481,-87.7098954,google,41.9775698,-87.7099353,google
40,Street Resurface Menu,N SAWYER AV-- W BALMORAL AV (5400 N) -to- W BRYN MAWR AV (5600 N),2010,78220,34972,N SAWYER AV AND W BALMORAL AV,N SAWYER AV AND W BRYN MAWR AV,41.9794136,-87.7099771,google,41.9830484,-87.7100732,google
40,Curb/Gutter Menu,N SAWYER AV-- W CATALPA AV (5500 N) -to- W BRYN MAWR AV (5600 N),2007,6045,34823,N SAWYER AV AND W CATALPA AV,N SAWYER AV AND W BRYN MAWR AV,41.9812463,-87.7100129,google,41.9830484,-87.7100732,google
33,Street Resurface Menu,N SAWYER AV-- W WAVELAND AV (3700 N) -to- W BYRON ST (3900 N),2009,81129,28885,N SAWYER AV AND W WAVELAND AV,N SAWYER AV AND W BYRON ST,41.9484336,-87.7090814,google,41.9520869,-87.7091804,google
39,Pole Painting,N SAWYER AV-- W LAWRENCE AV (4800 N) -to- W CARMEN AV (5100 N),2008,3000,34137,N SAWYER AV AND W LAWRENCE AV,N SAWYER AV AND W CARMEN AV,41.96844028000004,-87.70969152899994,census,41.973912,-87.70984,google
27,Street Speed Hump Menu,N SAWYER AV-- W HURON ST (700 N) -to- W CHICAGO AV (800 N) 2,2005,5000,23237,N SAWYER AV AND W HURON ST,N SAWYER AV AND W CHICAGO AV,41.89371459400007,-87.70772178399994,census,41.8955492,-87.7077795,google
27,Street Lighting,N SAWYER AV-- W OHIO ST (600 N) -to- W CHICAGO AV (800 N),2010,130000,23512,N SAWYER AV AND W OHIO ST,N SAWYER AV AND W CHICAGO AV,41.8918731,-87.7076389,google,41.8955492,-87.7077795,google
35,Street Speed Hump Menu,N SAWYER AV-- W DIVERSEY AV (2800 N) -to- W GEORGE ST (2900 N) 2,2007,3300,30571,N SAWYER AV AND W DIVERSEY AV,N SAWYER AV AND W GEORGE ST,41.9320269,-87.7086191,google,41.933881308000025,-87.70869057699997,census
33,Curb/Gutter Menu,N SAWYER AV-- W WAVELAND AV (3700 N) -to- W GRACE ST (3800 N),2007,58384,28798,N SAWYER AV AND W WAVELAND AV,N SAWYER AV AND W GRACE ST,41.9484336,-87.7090814,google,41.9502628,-87.7091242,google
27,Miscellaneous-CDOT,N SAWYER AV-- W OHIO ST (600 N) -to- W HURON ST (700 N),2006,39607,23278,N SAWYER AV AND W OHIO ST,N SAWYER AV AND W HURON ST,41.8918731,-87.7076389,google,41.8937024,-87.7077069,google
27,Street Speed Hump Menu,N SAWYER AV-- W OHIO ST (600 N) -to- W HURON ST (700 N) 2,2006,5000,23304,N SAWYER AV AND W OHIO ST,N SAWYER AV AND W HURON ST,41.8918731,-87.7076389,google,41.8937024,-87.7077069,google
27,Sidewalk Menu,N SAWYER AV-- W OHIO ST (600 N) -to- W HURON ST (700 N),2007,62788,23342,N SAWYER AV AND W OHIO ST,N SAWYER AV AND W HURON ST,41.8918731,-87.7076389,google,41.8937024,-87.7077069,google
27,Street Lighting,N SAWYER AV-- W OHIO ST (600 N) -to- W HURON ST (700 N),2007,1200,23380,N SAWYER AV AND W OHIO ST,N SAWYER AV AND W HURON ST,41.8918731,-87.7076389,google,41.8937024,-87.7077069,google
33,Street Resurface Menu,N SAWYER AV-- W BYRON ST (3900 N) -to- W IRVING PARK RD (4000 N),2010,36424,28919,N SAWYER AV AND W BYRON ST,N SAWYER AV AND W IRVING PARK RD,41.9520869,-87.7091804,google,41.9538596,-87.7092249,google
33,Miscellaneous-CDOT,N SAWYER AV-- W LELAND AV (4700 N) -to- W LAWRENCE AV (4800 N),2010,8371,28906,N SAWYER AV AND W LELAND AV,N SAWYER AV AND W LAWRENCE AV,41.96661927100007,-87.70963927099996,census,41.9684411,-87.7096994,google
33,Miscellaneous-CDOT,N SAWYER AV-- N ELSTON AV (3621 N) -to- W WAVELAND AV (3700 N),2005,47047,28702,N SAWYER AV AND N ELSTON AV,N SAWYER AV AND W WAVELAND AV,41.94677,-87.7090576,google,41.9484336,-87.7090814,google
33,Street Resurface Menu,N SAWYER AV-- N ELSTON AV (3621 N) -to- W WAVELAND AV (3700 N),2006,24276,28756,N SAWYER AV AND N ELSTON AV,N SAWYER AV AND W WAVELAND AV,41.94677,-87.7090576,google,41.9484336,-87.7090814,google
33,Street Resurface Menu,N SAWYER AV-- W MONTROSE AV (4400 N) -to- W WILSON AV (4600 N),2006,41781,28757,N SAWYER AV AND W MONTROSE AV,N SAWYER AV AND W WILSON AV,41.9611874,-87.709457,google,41.9646905,-87.7095451,google
35,Street Resurface Menu,N SAWYER AV-- W ALTGELD ST (2500 N) -to- W WRIGHTWOOD AV (2600 N),2010,36593,30754,N SAWYER AV AND W ALTGELD ST,N SAWYER AV AND W WRIGHTWOOD AV,41.9265175,-87.7093419,google,41.9283531,-87.7093957,google
36,Street Resurface Menu,N SAYRE AV-- W WABANSIA AV (1700 N) -to- W BLOOMINGDALE AV (1800 N),2006,24441,31496,N SAYRE AV AND W WABANSIA AV,N SAYRE AV AND W BLOOMINGDALE AV,41.9107722,-87.8003125,google,41.9125927,-87.8003891,google
41,Street Lighting,N SAYRE AV-- W DEVON AV (6375 N) -to- W HAYES AV (6520 N),2007,2600,35656,N SAYRE AV AND W DEVON AV,N SAYRE AV AND W HAYES AV,41.9971252,-87.8008447,google,41.9999865,-87.8014886,google
41,Pole Painting,N SAYRE AV-- W HAYES AV (6520 N) -to- W IMLAY ST (6411 N),2008,1400,35713,N SAYRE AV AND W HAYES AV,N SAYRE AV AND W IMLAY ST,41.9999865,-87.8014886,google,41.9979646,-87.8009983,google
41,Street Lighting,N SAYRE AV-- W HAYES AV (6520 N) -to- W IMLAY ST (6411 N),2008,2800,35715,N SAYRE AV AND W HAYES AV,N SAYRE AV AND W IMLAY ST,41.9999865,-87.8014886,google,41.9979646,-87.8009983,google
38,Street Resurface Menu,N SAYRE AV-- W BYRON ST (3900 N) -to- W IRVING PARK RD (4000 N),2005,22941,33149,N SAYRE AV AND W BYRON ST,N SAYRE AV AND W IRVING PARK RD,41.95084925300006,-87.80105552899994,census,41.9527423,-87.8011281,google
38,Street Speed Hump Menu,N SAYRE AV-- W BYRON ST (3900 N) -to- W IRVING PARK RD (4000 N) 2,2005,5000,33172,N SAYRE AV AND W BYRON ST,N SAYRE AV AND W IRVING PARK RD,41.95084925300006,-87.80105552899994,census,41.9527423,-87.8011281,google
36,Curb/Gutter Menu,N SAYRE AV-- W BELMONT AV (3200 N) -to- W MELROSE ST (3232 N),2007,42877,31538,N SAYRE AV AND W BELMONT AV,N SAYRE AV AND W MELROSE ST,41.9380845,-87.8012112,google,41.9389779,-87.8012397,google
36,Street Resurface Menu,N SAYRE AV-- W BELMONT AV (3200 N) -to- W MELROSE ST (3232 N),2007,11907,31561,N SAYRE AV AND W BELMONT AV,N SAYRE AV AND W MELROSE ST,41.9380845,-87.8012112,google,41.9389779,-87.8012397,google
36,Curb/Gutter Menu,N SAYRE AV-- W MELROSE ST (3232 N) -to- W SCHOOL ST (3300 N),2007,24066,31537,N SAYRE AV AND W MELROSE ST,N SAYRE AV AND W SCHOOL ST,41.938982546000034,-87.80125250299994,census,41.9399084,-87.8012718,google
1,Street Lighting,N SCHILLER -- N DAMEN (2000 W) -to- EVERGREEN (1332 N),2007,58750,216,N SCHILLER AND N DAMEN,N SCHILLER AND EVERGREEN,41.9505032,-87.6786568,google,41.907163,-87.6745954,google
43,Pole Painting,N SEDGWICK ST-- W WEBSTER AV (2200 N) -to- N LINCOLN AV (2050 N),2006,2800,37213,N SEDGWICK ST AND W WEBSTER AV,N SEDGWICK ST AND N LINCOLN AV,41.92196234200003,-87.63893347199996,census,41.91832434400004,-87.63881287599997,census
42,Pole Painting,N SEDGWICK ST-- W ERIE ST (642 N) -to- W CHICAGO AV (800 N),2008,3000,36477,N SEDGWICK ST AND W ERIE ST,N SEDGWICK ST AND W CHICAGO AV,41.893935688000056,-87.63852344399999,census,41.89653655500007,-87.63857570199997,census
42,Street Lighting,N SEDGWICK ST-- W ERIE ST (642 N) -to- W CHICAGO AV (800 N),2008,4000,36494,N SEDGWICK ST AND W ERIE ST,N SEDGWICK ST AND W CHICAGO AV,41.893935688000056,-87.63852344399999,census,41.89653655500007,-87.63857570199997,census
42,Street Lighting,N SEDGWICK ST-- W ERIE ST (642 N) -to- W CHICAGO AV (800 N),2008,15500,36495,N SEDGWICK ST AND W ERIE ST,N SEDGWICK ST AND W CHICAGO AV,41.893935688000056,-87.63852344399999,census,41.89653655500007,-87.63857570199997,census
27,Street Resurface Menu,N SEDGWICK ST-- W BLACKHAWK ST (1500 N) -to- W DIVISION ST (1200 N),2005,93149,23218,N SEDGWICK ST AND W BLACKHAWK ST,N SEDGWICK ST AND W DIVISION ST,41.9092465,-87.6385491,google,41.903779,-87.6383876,google
43,Miscellaneous-CDOT,N SEDGWICK ST-- W EUGENIE ST (1700 N) -to- W MENOMONEE ST (1826 N),2010,2100,37419,N SEDGWICK ST AND W EUGENIE ST,N SEDGWICK ST AND W MENOMONEE ST,41.91282111900006,-87.63863599999996,census,41.9147032,-87.6387209,google
27,Street Resurface Menu,N SEDGWICK ST-- W BLACKHAWK ST (1500 N) -to- W NORTH AV (1600 N),2005,15825,23217,N SEDGWICK ST AND W BLACKHAWK ST,N SEDGWICK ST AND W NORTH AV,41.9092465,-87.6385491,google,41.91117296500005,-87.63859178199993,census
43,Street Resurface Menu,N SEDGWICK ST-- W BLACKHAWK ST (1500 N) -to- W NORTH AV (1600 N),2005,15825,37119,N SEDGWICK ST AND W BLACKHAWK ST,N SEDGWICK ST AND W NORTH AV,41.9092465,-87.6385491,google,41.91117296500005,-87.63859178199993,census
42,Curb/Gutter Menu,N SEDGWICK ST-- W HURON ST (700 N) -to- W SUPERIOR ST (732 N),2005,10000,36230,N SEDGWICK ST AND W HURON ST,N SEDGWICK ST AND W SUPERIOR ST,41.894735645000026,-87.63853952299996,census,41.89553560300004,-87.63855560299999,census
43,Street Resurface Menu,N SEDGWICK ST-- W WISCONSIN ST (1910 N) -to- W WISCONSIN ST (1910 N),2008,11567,37293,N SEDGWICK ST AND W WISCONSIN ST,N SEDGWICK ST AND W WISCONSIN ST,41.91651137500003,-87.63876061699995,census,41.91651137500003,-87.63876061699995,census
32,Street Lighting,N SEELEY AV-- W WEBSTER AV (2200 N) -to- N AVONDALE AV (2232 N),2006,800,27887,N SEELEY AV AND W WEBSTER AV,N SEELEY AV AND N AVONDALE AV,41.921371419000025,-87.67898360999999,census,41.922368351000046,-87.67913636599997,census
47,Street Resurface Menu,N SEELEY AV-- W CORNELIA AV (3500 N) -to- W ADDISON ST (3600 N),2005,21707,40327,N SEELEY AV AND W CORNELIA AV,N SEELEY AV AND W ADDISON ST,41.9450194,-87.6797185,google,41.94684946500007,-87.67976346799998,census
47,Street Speed Hump Menu,N SEELEY AV-- W LAWRENCE AV (4800 N) -to- W AINSLIE ST (4900 N) 2,2007,3300,40465,N SEELEY AV AND W LAWRENCE AV,N SEELEY AV AND W AINSLIE ST,41.968741772000044,-87.68040664999995,census,41.97055876100006,-87.68046694799995,census
49,Street Lighting,N SEELEY AV-- W JARVIS AV (7340 N) -to- W FARGO AV (7432 N),2008,32500,42402,N SEELEY AV AND W JARVIS AV,N SEELEY AV AND W FARGO AV,42.015131272000076,-87.68166487499997,census,42.01647793400008,-87.68165683499996,census
32,Street Resurface Menu,N SEELEY AV-- Dead End (2360 N) -to- W FULLERTON AV (2400 N),2009,28889,28075,N SEELEY AV AND Dead End,N SEELEY AV AND W FULLERTON AV,41.9705491,-87.6804572,google,41.925013437000075,-87.67912430599995,census
40,Street Resurface Menu,N SEELEY AV-- W NORWOOD ST (6038 N) -to- W HOOD AV (6124 N),2010,32524,34973,N SEELEY AV AND W NORWOOD ST,N SEELEY AV AND W HOOD AV,41.991868184000054,-87.68109003099994,census,41.993062,-87.6811167,google
49,Street Resurface Menu,N SEELEY AV-- W FARGO AV (7432 N) -to- W HOWARD ST (7600 N),2005,38203,42270,N SEELEY AV AND W FARGO AV,N SEELEY AV AND W HOWARD ST,42.0164681,-87.6816477,google,42.0194513,-87.68159,google
47,Street Resurface Menu,N SEELEY AV-- W GRACE ST (3800 N) -to- W IRVING PARK RD (4000 N),2006,49454,40389,N SEELEY AV AND W GRACE ST,N SEELEY AV AND W IRVING PARK RD,41.9504845,-87.6798567,google,41.9540857,-87.6799637,google
47,Street Resurface Menu,N SEELEY AV-- W WILSON AV (4600 N) -to- W LAWRENCE AV (4800 N),2008,2941,40510,N SEELEY AV AND W WILSON AV,N SEELEY AV AND W LAWRENCE AV,41.965072,-87.6806947,google,41.9687355,-87.6807938,google
47,Street Speed Hump Menu,N SEELEY AV-- W ADDISON ST (3600 N) -to- W WAVELAND AV (3700 N) 2,2007,3300,40464,N SEELEY AV AND W ADDISON ST,N SEELEY AV AND W WAVELAND AV,41.94684946500007,-87.67976346799998,census,41.9486647,-87.6798016,google
47,Street Resurface Menu,N SEELEY AV-- W ADDISON ST (3600 N) -to- W WAVELAND AV (3700 N),2009,46398,40585,N SEELEY AV AND W ADDISON ST,N SEELEY AV AND W WAVELAND AV,41.94684946500007,-87.67976346799998,census,41.9486647,-87.6798016,google
1,Street Speed Hump Menu,N SEELEY AV-- W GEORGE ST (2900 N) -to- W WELLINGTON AV (3000 N) 2,2008,3500,283,N SEELEY AV AND W GEORGE ST,N SEELEY AV AND W WELLINGTON AV,41.9340914,-87.6793895,google,41.9359039,-87.6794487,google
47,Street Resurface Menu,N SEELEY AV-- W MONTROSE AV (4400 N) -to- W WILSON AV (4600 N),2006,49262,40390,N SEELEY AV AND W MONTROSE AV,N SEELEY AV AND W WILSON AV,41.96143763600003,-87.680595584999935,census,41.965072,-87.6806947,google
44,Street Lighting,N SEMINARY AV-- W WELLINGTON AV (3000 N) -to- W BELMONT AV (3200 N),2007,125000,38170,N SEMINARY AV AND W WELLINGTON AV,N SEMINARY AV AND W BELMONT AV,41.9362237,-87.6564042,google,41.939874961000044,-87.65653655899996,census
43,Pole Painting,N SEMINARY AV-- W ARMITAGE AV (2000 N) -to- W DICKENS AV (2100 N),2008,400,37325,N SEMINARY AV AND W ARMITAGE AV,N SEMINARY AV AND W DICKENS AV,41.91807109200005,-87.65579287999998,census,41.91988808100007,-87.65585317799997,census
