"ward","type","location","year","est_cost","id","point_location"
13,"Traffic Signals","S PULASKI RD & W 59 ST",2009,12000,10007,"S PULASKI RD & W 59th ST"
13,"Traffic Signals","S PULASKI RD & W 63 ST",2009,12000,10008,"S PULASKI RD & W 63rd ST"
13,"Traffic Signals","S PULASKI RD & W MARQUETTE RD",2009,12000,10009,"S PULASKI RD & W MARQUETTE RD"
13,"Traffic Signals","S PULASKI RD & W 69 ST",2009,12000,10010,"S PULASKI RD & W 69th ST"
13,"Traffic Signals","S PULASKI RD & W 71 ST",2009,12000,10011,"S PULASKI RD & W 71st ST"
13,"Traffic Signals","S PULASKI RD & W 79 ST",2009,12000,10012,"S PULASKI RD & W 79th ST"
13,"Traffic Signals","S KOSTNER AV & W 63 ST",2009,12000,10013,"S KOSTNER AV & W 63rd ST"
13,"Traffic Signals","S KOSTNER AV & W 79 ST",2009,12000,10014,"S KOSTNER AV & W 79th ST"
13,"Traffic Signals","S KOSTNER AV & W 59 ST",2009,12000,10015,"S KOSTNER AV & W 59th ST"
13,"Street Traffic Circles Menu","S KOLMAR AV & W 82 ST",2010,26718,10067,"S KOLMAR AV & W 82nd ST"
13,"Street Traffic Circles Menu","W 69 ST & S HAMLIN AV",2010,8816,10068,"W 69th ST & S HAMLIN AV"
13,"Traffic Signals","W 63 ST & S CICERO AV",2010,12000,10075,"W 63rd ST & S CICERO AV"
13,"Alley Apron Menu","S KEATING AVE & W 64 ST (6400 S)",2011,11371,10097,"S KEATING AVE & W 64th ST (6400 S)"
13,"In-Road State Law Stop for Pedestrians S","S KOLIN AVE & W 59TH ST",2011,800,10110,"S KOLIN AVE & W 59TH ST"
13,"Miscellaneous-CDOT","S RUTHERFORD AVE & W 59 ST (5900 S)Dead End (5916 S)",2011,959,10113,"S RUTHERFORD AVE & W 59th ST (5900 S)Dead End (5916 S)"
13,"Street Resurface Menu","W 65TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)",2011,35272,10120,"W 65TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)"
13,"Street Resurface Menu","W 66TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)",2011,33579,10121,"W 66TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)"
13,"Street Resurface Menu","W 64TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)",2011,31700,10124,"W 64TH PL & S KILBOURN AV (4500 W)Dead End (4526 W)"
13,"Street Resurface Menu","W 66TH STDead End (4623 W) & S KILBOURN AV (4500 W)",2011,33579,10130,"W 66TH STDead End (4623 W) & S KILBOURN AV (4500 W)"
13,"Street Resurface Menu","W 64TH ST & S KILBOURN AV (4500 W)Dead End (4531 W)",2011,47591,10131,"W 64TH ST & S KILBOURN AV (4500 W)Dead End (4531 W)"
13,"Street Resurface Menu","W 65TH ST & S KILBOURN AV (4500 W)Dead End (4526 W)",2011,31156,10132,"W 65TH ST & S KILBOURN AV (4500 W)Dead End (4526 W)"
13,"In-Road State Law Stop","W MARQUETTE RD & S KILPATRICK AVE",2012,410,10150,"W MARQUETTE RD & S KILPATRICK AVE"
13,"Left-Turn Arrow Menu","W 69TH ST & S PULASKI RD",2012,19200,10152,"W 69TH ST & S PULASKI RD"
13,"In-Road State Law Stop","S NARRAGANSETT AVE & W 59TH ST",2013,950,10164,"S NARRAGANSETT AVE & W 59TH ST"
13,"In-Road State Law Stop","S MEADE AVE & W 55TH ST",2013,950,10165,"S MEADE AVE & W 55TH ST"
13,"In-Road State Law Stop","S NASHVILLE AVE & W 63RD ST",2013,550,10166,"S NASHVILLE AVE & W 63RD ST"
13,"Miscellaneous Other","W 59TH ST & S KOLIN AVE",2013,174,10167,"W 59TH ST & S KOLIN AVE"
13,"In-Road State Law Stop","W 63RD ST & S NASHVILLE AVE",2014,550,10209,"W 63RD ST & S NASHVILLE AVE"
13,"In-Road State Law Stop","W 59TH ST & S KOLIN AVE",2014,776,10210,"W 59TH ST & S KOLIN AVE"
13,"In-Road State Law Stop","W 55TH ST & S MEADE AVE",2014,950,10211,"W 55TH ST & S MEADE AVE"
13,"In-Road State Law Stop","W 63RD ST & S NORMANDY AVE",2014,950,10212,"W 63RD ST & S NORMANDY AVE"
13,"Miscellaneous CDOT Projects","W 63RD ST & S MENARD AVE",2018,600,10487,"W 63RD ST & S MENARD AVE"
13,"In-Road State Law Stop For Pedestrians Signs Menu","W 63RD ST & S MENARD AVE",2020,350,10705,"W 63RD ST & S MENARD AVE"
13,"Floodlight Menu","W 55TH ST & S MULLIGAN AVE",2021,950,10745,"W 55TH ST & S MULLIGAN AVE"
13,"Floodlight Menu","W 61ST ST & S MULLIGAN AVE",2021,950,10746,"W 61ST ST & S MULLIGAN AVE"
13,"Speed Indicator Signs","W 58TH ST & S MULLIGAN AVE",2021,14000,10836,"W 58TH ST & S MULLIGAN AVE"
14,"In-Road State Law Stop","S HOMAN AVE & W 51ST ST",2012,410,11619,"S HOMAN AVE & W 51ST ST"
14,"Arterial Street Bump Outs Menu","S PULASKI RD & W 42ND ST",2020,60000,12144,"S PULASKI RD & W 42ND ST"
14,"Sidewalk Menu","W 50TH ST & S TRIPP AVE",2022,4948.92,12253,"W 50TH ST & S TRIPP AVE"
15,"Miscellaneous-CDOT","W 63 ST & S HOMAN AV",2008,1300,12444,"W 63rd ST & S HOMAN AV"
15,"Street Lighting","W 63 ST & S WASHTENAW AV",2008,1000,12470,"W 63rd ST & S WASHTENAW AV"
15,"POD Camera","67 th & Hoyne 2008 , 2009 , 2010 menu",2008,2197,12482,"67 th & Hoyne 2008 , 2009 , 2010 menu"
15,"Street Traffic Circles Menu","W 58 ST & S WINCHESTER AV",2009,6623,12551,"W 58th ST & S WINCHESTER AV"
15,"POD Camera","64 th & Richmond",2009,13000,12554,"64 th & Richmond"
15,"POD Camera","Lithuanian Plaza Ct. (69 th & Rockwell)",2009,13000,12555,"Lithuanian Plaza Ct. (69 th & Rockwell)"
15,"POD Camera","67 th & Hoyne ",2009,1385,12556,"67 th & Hoyne "
15,"POD Camera","66 th & Maplewood",2009,13000,12558,"66 th & Maplewood"
15,"Miscellaneous-CDOT","Damen & Wood (both 58 th to 59 th)",2010,14875,12561,"Damen & Wood (both 58 th to 59 th)"
15,"Street Lighting","W 66 ST & S MAPLEWOOD AV",2010,3000,12565,"W 66th ST & S MAPLEWOOD AV"
15,"POD Camera","64 th & Hamilton",2010,13000,12576,"64 th & Hamilton"
15,"POD Camera","67 th & Hoyne 2008 ,2009 ,2010 Menu",2010,16418,12577,"67 th & Hoyne 2008 ,2009 ,2010 Menu"
15,"POD Camera","64 th & Wolcott",2010,20000,12578,"64 th & Wolcott"
15,"POD Camera","60 th & Paulina",2010,20000,12580,"60 th & Paulina"
15,"POD Camera","65 th & Western",2010,13000,12581,"65 th & Western"
15,"In-Road State Law Stop","W 62ND ST & S DAMEN AVE",2015,600,12724,"W 62ND ST & S DAMEN AVE"
15,"Street Traffic Circle Menu","S HONORE ST & W 44TH ST",2016,14112.72,12816,"S HONORE ST & W 44TH ST"
15,"Street Traffic Circle Menu","S HONORE ST & W 45TH ST",2016,14112.72,12817,"S HONORE ST & W 45TH ST"
15,"Street Traffic Circle Menu","S HONORE ST & W 46TH ST",2016,14112.72,12818,"S HONORE ST & W 46TH ST"
15,"Street Traffic Circle Menu","S HERMITAGE AVE & W 44TH ST",2016,14832.52,12819,"S HERMITAGE AVE & W 44TH ST"
15,"Street Traffic Circle Menu","S HERMITAGE AVE & W 45TH ST",2016,14832.52,12820,"S HERMITAGE AVE & W 45TH ST"
15,"Street Traffic Circle Menu","S HERMITAGE AVE & W 46TH ST",2016,14707.33,12821,"S HERMITAGE AVE & W 46TH ST"
15,"Street Traffic Circle Menu","S MARSHFIELD AVE & W 44TH ST",2016,14211.55,12822,"S MARSHFIELD AVE & W 44TH ST"
15,"Street Traffic Circle Menu","S MARSHFIELD AVE & W 46TH ST",2016,11727.7,12823,"S MARSHFIELD AVE & W 46TH ST"
15,"Street Traffic Circle Menu","W 46TH ST & S WOOD ST",2016,14832.52,12824,"W 46TH ST & S WOOD ST"
15,"Diagonal Parking Menu","S FAIRFIELD AVE & W 47TH ST",2017,27015.5,12841,"S FAIRFIELD AVE & W 47TH ST"
15,"Traffic Signal Modernization Design Menu","S WESTERN AVE & W 48TH PL",2017,25000,12859,"S WESTERN AVE & W 48TH PL"
15,"Street Traffic Circle Menu","S HERMITAGE AVE & W 48TH ST",2018,17006.08,12894,"S HERMITAGE AVE & W 48TH ST"
15,"Street Traffic Circle Menu","S WINCHESTER AVE & W 48TH ST",2018,12036.37,12895,"S WINCHESTER AVE & W 48TH ST"
15,"Street Traffic Circle Menu","S HONORE ST & W 48TH ST",2018,12729.15,12896,"S HONORE ST & W 48TH ST"
15,"Street Cul-de-Sac Menu","W 64TH ST & S PAULINA ST",2020,25000,12923,"W 64TH ST & S PAULINA ST"
15,"Street Cul-de-Sac Menu","W 65TH ST & S WOLCOTT AVE",2020,25000,12924,"W 65TH ST & S WOLCOTT AVE"
16,"POD Camera","50 th & Winchester",2009,25000,13261,"50 th & Winchester"
16,"Sidewalk Menu","S HAMILTON AVEDead End (5323 S) & W 53 PL (5332 S)",2011,15728,13350,"S HAMILTON AVEDead End (5323 S) & W 53rd PL (5332 S)"
16,"Street Resurface Menu","W 51ST PL & S HOYNE AV (2100 W)Dead End (2127 W)",2011,34954,13358,"W 51ST PL & S HOYNE AV (2100 W)Dead End (2127 W)"
16,"Street Resurface Menu","W 54TH ST & S HOYNE AV (2100 W)Dead End (2130 W)",2011,46285,13361,"W 54TH ST & S HOYNE AV (2100 W)Dead End (2130 W)"
16,"Street Speed Hump Menu","W 50TH PL & S OAKLEY AV (2300 W)Dead End (3766 W)",2011,3700,13371,"W 50TH PL & S OAKLEY AV (2300 W)Dead End (3766 W)"
16,"Pavement Markings","W 51ST ST & S LEAVITT ST",2013,1100,13449,"W 51ST ST & S LEAVITT ST"
16,"Pedestrian Countdown","S ASHLAND AVE & W 63RD ST",2013,13200,13500,"S ASHLAND AVE & W 63RD ST"
16,"Pedestrian Countdown","S ASHLAND AVE & W GARFIELD BLVD",2013,19000,13501,"S ASHLAND AVE & W GARFIELD BLVD"
16,"Traffic Equipment","W 59TH ST & S RACINE AVE",2013,1425,13509,"W 59TH ST & S RACINE AVE"
16,"Left-Turn Arrow Menu","S WESTERN AVE & W GARFIELD BLVD",2014,21650,13542,"S WESTERN AVE & W GARFIELD BLVD"
16,"Traffic Equipment","W 59TH ST & S RACINE AVE",2014,975,13546,"W 59TH ST & S RACINE AVE"
16,"In-Road State Law Stop For Pedestrians Signs Menu","W 63RD ST & S CLAREMONT AVE",2016,600,13595,"W 63RD ST & S CLAREMONT AVE"
16,"Green Street Improvements and Repairs","S GREEN ST & W 64TH ST",2019,1e+05,13702,"S GREEN ST & W 64TH ST"
17,"Street Traffic Circles Menu","S HOYNE AV & W 71 ST",2007,18200,13944,"S HOYNE AV & W 71st ST"
17,"POD Camera","78 th & Marshfield",2007,3026,13950,"78 th & Marshfield"
17,"In-Road State Law Stop for Pedestria","W 69 ST & S MAY ST",2008,800,13969,"W 69th ST & S MAY ST"
17,"Miscellaneous-CDOT","W 79 ST & S ABERDEEN ST",2008,600,13970,"W 79th ST & S ABERDEEN ST"
17,"Miscellaneous-CDOT","W. 71 st St. & S. Ada",2008,7000,13971,"W. 71 st St. & S. Ada"
17,"Pavement Markings Menu","S CARPENTER ST & W 79 ST",2008,600,13974,"S CARPENTER ST & W 79th ST"
17,"POD Camera","73 rd & Wood",2008,24000,14006,"73 rd & Wood"
17,"POD Camera","69 th & Damen",2008,24000,14007,"69 th & Damen"
17,"POD Camera","66 th & Sangamon",2008,24000,14009,"66 th & Sangamon"
17,"POD Camera","78 th & Marshfield",2008,943,14011,"78 th & Marshfield"
17,"POD Camera","78 th & Marshfield",2009,14147,14042,"78 th & Marshfield"
17,"POD Camera","78 th & Marshfield",2010,1885,14091,"78 th & Marshfield"
17,"Alley Resurface Menu(1)","S LOWE AVEDEAD ENDW 73RD ST & W 74TH ST",2011,39284,14096,"S LOWE AVEDEAD ENDW 73RD ST & W 74TH ST"
17,"In-Road State Law Stop for Pedestrians S","E 79TH ST & S ABERDEEN ST",2011,950,14100,"E 79TH ST & S ABERDEEN ST"
17,"In-Road State Law Stop","W 74TH ST & S CARPENTER ST",2013,950,14162,"W 74TH ST & S CARPENTER ST"
17,"High Definition Camera","S DAMEN AVE & W 68TH PL",2013,2177,14184,"S DAMEN AVE & W 68TH PL"
17,"High Definition Camera","S DAMEN AVE & W 68TH PL",2014,20323,14211,"S DAMEN AVE & W 68TH PL"
17,"In-Road State Law Stop","S VINCENNES AVE & W 80TH ST",2015,600,14217,"S VINCENNES AVE & W 80TH ST"
17,"In-Road State Law Stop","W 74TH ST & S CARPENTER ST",2015,600,14218,"W 74TH ST & S CARPENTER ST"
17,"Sidewalk Menu","W 70TH ST & S FAIRFIELD AVE",2016,12937.15,14242,"W 70TH ST & S FAIRFIELD AVE"
17,"POD CAMERA - 75th & Halsted (NW) Corner","S HALSTED ST & W 75TH ST",2018,27011,14314,"S HALSTED ST & W 75TH ST"
17,"Viaduct Improvement Menu","W 76TH ST & S WALLACE ST",2018,42000,14340,"W 76TH ST & S WALLACE ST"
17,"Viaduct Improvement Menu","W 79TH ST & S WALLACE ST",2018,36000,14341,"W 79TH ST & S WALLACE ST"
17,"Viaduct Improvement Menu","W 76TH ST & S NORMAL AVE",2018,42000,14342,"W 76TH ST & S NORMAL AVE"
17,"Miscellaneous CDOT Projects","W 77TH ST & S FIELDING AVE",2019,500,14350,"W 77TH ST & S FIELDING AVE"
18,"Traffic Signals","W 83 ST & S WESTERN AV",2007,34000,14632,"W 83rd ST & S WESTERN AV"
18,"Miscellaneous-CDOT","87 th St. & Washtenaw",2008,7288,14642,"87 th St. & Washtenaw"
18,"Street Traffic Circles Menu","S RIDGEWAY AV & W 77 PL",2008,15000,14671,"S RIDGEWAY AV & W 77th PL"
18,"Street Traffic Circles Menu","S KEDVALE AV & W 85 ST",2008,15000,14672,"S KEDVALE AV & W 85th ST"
18,"Street Traffic Circles Menu","S WOLCOTT AV & W 84 ST",2008,15000,14673,"S WOLCOTT AV & W 84th ST"
18,"Street Traffic Circles Menu","S RICHMOND ST & W 80 ST",2008,15000,14674,"S RICHMOND ST & W 80th ST"
18,"Miscellaneous-CDOT","W 77 ST & S WESTERN AV",2010,66,14767,"W 77th ST & S WESTERN AV"
18,"Street Traffic Circles Menu","S MAPLEWOOD AV & W 82 ST",2010,6327,14814,"S MAPLEWOOD AV & W 82nd ST"
18,"Bollard Menu","S CALIFORNIA AVE & W 79 ST (7900 S)",2011,509,14835,"S CALIFORNIA AVE & W 79th ST (7900 S)"
18,"Miscellaneous-CDOT","S DAMEN AVE & W 87TH ST",2011,3500,14839,"S DAMEN AVE & W 87TH ST"
18,"Pavement Markings Menu","W 77TH ST & S WESTERN AVE",2011,354,14840,"W 77TH ST & S WESTERN AVE"
18,"Sidewalk Menu","W 84TH STDead End (3633 W) & S LAWNDALE AV (3681 W)",2011,68478,14846,"W 84TH STDead End (3633 W) & S LAWNDALE AV (3681 W)"
18,"Sidewalk Menu","W 86TH ST & S DAMEN AV (2000 W)Dead End (2038 W)",2011,38488,14850,"W 86TH ST & S DAMEN AV (2000 W)Dead End (2038 W)"
18,"Street Resurface Menu","W 83RD PL & S ST LOUIS AV (3500 W)Dead End (531 W)",2011,35575,14861,"W 83RD PL & S ST LOUIS AV (3500 W)Dead End (531 W)"
18,"Street Resurface Menu","W 85TH ST & S ST LOUIS AV (3500 W)Dead End (3529 W)",2011,35326,14862,"W 85TH ST & S ST LOUIS AV (3500 W)Dead End (3529 W)"
18,"Miscellaneous Other","W 77TH ST & S WESTERN AVE",2012,480,14885,"W 77TH ST & S WESTERN AVE"
18,"Viaduct Improvement Menu","W 79TH ST & S KEDZIE AVE",2017,7595.47,15065,"W 79TH ST & S KEDZIE AVE"
18,"Floodlight Menu","W 86TH ST & W COLUMBUS AVE",2022,950,15220,"W 86TH ST & W COLUMBUS AVE"
19,"Miscellaneous-CDOT","103 rd St. & Claremont SEX",2005,3013,15273,"103 rd St. & Claremont SEX"
19,"Chicago Park District","106 th & Western",2005,150000,15316,"106 th & Western"
19,"Street Traffic Circles Menu","S BELL AV & W 90 ST",2007,16185,15394,"S BELL AV & W 90th ST"
19,"Chicago Park District","Firemans Memorial Park 106 th & Western",2008,50000,15432,"Firemans Memorial Park 106 th & Western"
19,"Guardrail Menu","W 105TH ST & S SPRINGFIELD AV (3900 W)",2011,794,15517,"W 105TH ST & S SPRINGFIELD AV (3900 W)"
19,"Pavement Markings Menu","W 102ND PL & S PROSPECT AVE",2011,4044,15518,"W 102ND PL & S PROSPECT AVE"
19,"Chicago Park District","W 115TH ST & S WESTERN AVE",2013,123738,15613,"W 115TH ST & S WESTERN AVE"
19,"Chicago Park District","S WESTERN AVE & W 115TH ST",2014,30380,15657,"S WESTERN AVE & W 115TH ST"
19,"Curb & Gutter Menu","W 116TH ST & S ST LOUIS AVE",2017,10341.67,15720,"W 116TH ST & S ST LOUIS AVE"
19,"Curb & Gutter Menu","S CAMPBELL AVE & W 112TH ST",2017,10378.67,15721,"S CAMPBELL AVE & W 112TH ST"
19,"Street Resurfacing Menu","W 104TH PL & S MAPLEWOOD AVE",2017,20148.15,15742,"W 104TH PL & S MAPLEWOOD AVE"
19,"OEMC Camera Project Implementation","W 103RD ST & S WESTERN AVE",2021,160985.96,15830,"W 103RD ST & S WESTERN AVE"
19,"Pavement Markings Menu","W 101ST ST & S WESTERN AVE",2022,1500,15859,"W 101ST ST & S WESTERN AVE"
20,"Street Traffic Circles Menu","E 64 ST & S RHODES AV",2005,15000,15908,"E 64th ST & S RHODES AV"
20,"Miscellaneous-CDOT","63 rd & Yale Sign",2007,900,15974,"63 rd & Yale Sign"
20,"POD Camera","63 rd & Maryland",2008,13000,16058,"63 rd & Maryland"
20,"POD Camera","E. 69 th St. & Indiana",2008,13000,16059,"E. 69 th St. & Indiana"
20,"POD Camera","50 th St. & Peoria",2010,20000,16127,"50 th St. & Peoria"
20,"Street Lighting","S INGLESIDE AVE & E MARQUETTE RD",2011,1000,16134,"S INGLESIDE AVE & E MARQUETTE RD"
20,"Street Lighting","W 50TH ST & S PEORIA ST",2011,3000,16136,"W 50TH ST & S PEORIA ST"
20,"Street Lighting","S DREXEL AVE & E 65TH ST",2011,1000,16139,"S DREXEL AVE & E 65TH ST"
20,"Traffic Signals","E 59TH ST & S WABASH AVE",2011,15000,16142,"E 59TH ST & S WABASH AVE"
20,"Sidewalk Menu","TO & E 59 ST (5900 S)",2013,30588,16254,"TO & E 59th ST (5900 S)"
20,"Left-Turn Arrow Menu","S HALSTED ST & W 63RD ST",2013,17950,16268,"S HALSTED ST & W 63RD ST"
20,"In-Road State Law Stop","S DREXEL AVE & E 61ST ST",2014,600,16274,"S DREXEL AVE & E 61ST ST"
20,"Miscellaneous Other","S DORCHESTER AVE & E MARQUETTE RD",2014,35588,16275,"S DORCHESTER AVE & E MARQUETTE RD"
20,"In-Road State Law Stop For Pedestrians Signs Menu","S LOOMIS BLVD & W 52ND ST",2016,600,16353,"S LOOMIS BLVD & W 52ND ST"
20,"Mural at E. Marquette and S. Dorchester","E MARQUETTE RD & S DORCHESTER AVE",2016,55550,16354,"E MARQUETTE RD & S DORCHESTER AVE"
20,"Pedestrian Refuge Island Menu","S LOWE AVE & W 63RD ST",2016,29316.35,16356,"S LOWE AVE & W 63RD ST"
20,"In-Road State Law Stop For Pedestrians Signs Menu","S HALSTED ST & W 52ND ST",2017,600,16379,"S HALSTED ST & W 52ND ST"
20,"Pedestrian Refuge Island Menu","S LOWE AVE & W 63RD ST",2017,10149.86,16381,"S LOWE AVE & W 63RD ST"
20,"Viaduct Improvement Menu","S WENTWORTH AVE & W 63RD ST",2017,41182,16411,"S WENTWORTH AVE & W 63RD ST"
20,"Viaduct Improvement Menu","S DORCHESTER AVE & E 65TH ST",2017,21416.06,16412,"S DORCHESTER AVE & E 65TH ST"
20,"Alley Resurfacing Menu","S MORGAN ST & W 54TH ST",2018,37735.58,16414,"S MORGAN ST & W 54TH ST"
20,"In-Road State Law Stop For Pedestrians Signs Menu","E 61ST ST & S LANGLEY AVE",2018,600,16415,"E 61ST ST & S LANGLEY AVE"
20,"POD CAMERA RELOCATION - 69TH STREET & INDIANA","S INDIANA AVE & E 69TH ST",2018,1800,16416,"S INDIANA AVE & E 69TH ST"
20,"Pedestrian Refuge Island Menu","S WOODLAWN AVE & S MINERVA AVE",2018,43221.87,16417,"S WOODLAWN AVE & S MINERVA AVE"
20,"Sidewalk Menu","S ASHLAND AVE & W 48TH ST",2018,13793.82,16420,"S ASHLAND AVE & W 48TH ST"
20,"Street Bump Outs Menu","S DREXEL AVE & E 63RD ST",2018,12525.92,16430,"S DREXEL AVE & E 63RD ST"
20,"Street Bump Outs Menu","E 58TH ST & S DR MARTIN LUTHER KING JR DR",2021,8171.42,16483,"E 58TH ST & S DR MARTIN LUTHER KING JR DR"
20,"Street Bump Outs Menu","E 56TH ST & S WABASH AVE",2022,15000,16510,"E 56TH ST & S WABASH AVE"
21,"Sidewalk Menu - Change Order","S. Laflin & W. 90 th St.",2009,2471,16751,"S. Laflin & W. 90 th St."
21,"Sidewalk Menu","S BEVERLY AVE & W 95 ST (9500 S)Dead End (9366 S)",2011,29698,16835,"S BEVERLY AVE & W 95th ST (9500 S)Dead End (9366 S)"
21,"Pedestrian Refuge Island","W 87TH ST & S ABERDEEN ST",2015,32550,17013,"W 87TH ST & S ABERDEEN ST"
21,"Viaduct Improvement Menu","S VINCENNES AVE & W 87TH ST",2016,39437.8,17098,"S VINCENNES AVE & W 87TH ST"
21,"Sidewalk Menu","S PAULINA ST & W 92ND ST",2017,5820.91,17108,"S PAULINA ST & W 92ND ST"
21,"Street Cul-de-Sac Menu","S PARNELL AVE & W 85TH ST",2017,8663.43,17117,"S PARNELL AVE & W 85TH ST"
21,"Viaduct Improvement Menu","S VINCENNES AVE & W 87TH ST",2017,5562.2,17143,"S VINCENNES AVE & W 87TH ST"
22,"Miscellaneous-CDOT","S PULASKI RD & W 27 ST",2009,700,17511,"S PULASKI RD & W 27th ST"
22,"Street Lighting","W 25 ST & S KEELER AV",2010,1000,17559,"W 25th ST & S KEELER AV"
22,"Street Lighting","W 28 ST & S KOLIN AV",2010,1000,17560,"W 28th ST & S KOLIN AV"
22,"Street Lighting","W 27 ST & S KOLIN AV",2010,500,17561,"W 27th ST & S KOLIN AV"
22,"Street Lighting","W 24TH ST & S CENTRAL PARK AVE",2011,3500,17574,"W 24TH ST & S CENTRAL PARK AVE"
22,"Street Lighting","W 27TH ST & S LAWNDALE AVE",2011,3500,17575,"W 27TH ST & S LAWNDALE AVE"
22,"Street Lighting","W 30TH ST & S LAWNDALE AVE",2011,3500,17576,"W 30TH ST & S LAWNDALE AVE"
22,"Street Lighting","W 27TH ST & S CENTRAL PARK AVE",2011,3500,17577,"W 27TH ST & S CENTRAL PARK AVE"
22,"Street Lighting","W 28TH ST & S LAWNDALE AVE",2011,3500,17579,"W 28TH ST & S LAWNDALE AVE"
22,"Traffic Signals","W 27TH ST & S PULASKI RD",2011,350000,17580,"W 27TH ST & S PULASKI RD"
22,"Sidewalk Menu","S KOMENSKY AVE & W 32 ST (3200 S)Dead End (3225 S)",2011,17429,17582,"S KOMENSKY AVE & W 32nd ST (3200 S)Dead End (3225 S)"
22,"Traffic New Signals","W 24TH ST & S PULASKI RD",2012,350000,17621,"W 24TH ST & S PULASKI RD"
22,"Traffic Signal LED","W 31ST ST & S KEELER AVE",2012,20000,17622,"W 31ST ST & S KEELER AVE"
22,"Bus Pad","S PULASKI RD & W 26TH ST",2015,34601,17706,"S PULASKI RD & W 26TH ST"
22,"Bus Pad","S PULASKI RD & W 26TH ST",2016,2600.18,17753,"S PULASKI RD & W 26TH ST"
22,"Street Resurfacing Menu","S KILBOURN AVE & W 30TH ST",2016,41097.03,17764,"S KILBOURN AVE & W 30TH ST"
22,"Street Resurfacing Menu","S KILBOURN AVE & W 30TH ST",2016,15869.34,17765,"S KILBOURN AVE & W 30TH ST"
22,"Viaduct Improvement Menu","W CERMAK RD & S TRUMBULL AVE",2016,9000,17769,"W CERMAK RD & S TRUMBULL AVE"
22,"Street Resurfacing Menu","S LAWNDALE AVE & W 26TH ST",2018,7959.33,17836,"S LAWNDALE AVE & W 26TH ST"
22,"Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.","W 31ST ST & S RIDGEWAY AVE",2021,74542.56,17933,"W 31ST ST & S RIDGEWAY AVE"
22,"Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.","W 31ST ST & S RIDGEWAY AVE",2022,18186.3,17968,"W 31ST ST & S RIDGEWAY AVE"
22,"Pavement Markings Menu","W 47TH ST & S LA CROSSE AVE",2022,6300,17973,"W 47TH ST & S LA CROSSE AVE"
23,"Traffic Signals","S ARCHER AV & S KEELER AV",2005,75000,18025,"S ARCHER AV & S KEELER AV"
23,"Traffic Signals","W 63 ST & SRRAGANSETT AV",2005,75000,18026,"W 63rd ST & SRRAGANSETT AV"
23,"Miscellaneous-CDOT","W 60 ST & SRRAGANSETT AV",2008,1200,18195,"W 60th ST & SRRAGANSETT AV"
23,"Street Traffic Circles Menu","S HAMLIN AV & W 53 ST",2008,11000,18247,"S HAMLIN AV & W 53rd ST"
23,"Street Traffic Circles Menu","SSHVILLE AV & W 52 ST",2008,4751,18248,"SSHVILLE AV & W 52nd ST"
23,"Pole Painting","S AUSTIN AV & W 55 ST",2008,2000,18249,"S AUSTIN AV & W 55th ST"
23,"Street Traffic Circles Menu","SSHVILLE AV & W 52 ST",2009,7653,18314,"SSHVILLE AV & W 52nd ST"
23,"Traffic Signals","SRRAGANSETT AV & W ARCHER AV",2009,12000,18316,"SRRAGANSETT AV & W ARCHER AV"
23,"In-Road State Law Stop","W 59TH ST & S HOMAN AVE",2013,950,18597,"W 59TH ST & S HOMAN AVE"
23,"In-Road State Law Stop","W 59TH ST & S SPAULDING AVE",2013,950,18598,"W 59TH ST & S SPAULDING AVE"
23,"Pavement Markings","W ARCHER AVE & S NARRAGANSETT AVE",2013,2000,18599,"W ARCHER AVE & S NARRAGANSETT AVE"
23,"Chicago Park District","Stars & Stripes Playground ",2013,154112,18623,"Stars & Stripes Playground "
23,"In-Road State Law Stop","S MAYFIELD AVE & W 55TH ST",2014,550,18653,"S MAYFIELD AVE & W 55TH ST"
23,"Street Traffic Circle","S RIDGEWAY AVE & W 52ND ST",2014,3217,18703,"S RIDGEWAY AVE & W 52ND ST"
23,"Chicago Park District","S NORDICA AVE & W 51ST PL",2015,195888,18782,"S NORDICA AVE & W 51ST PL"
23,"POD CAMERA - 53rd & Harlem","S HARLEM AVE & W 53RD ST",2018,27011,19031,"S HARLEM AVE & W 53RD ST"
23,"1 POD Camera: W. Lawndale Ave & S. 55th St","S LAWNDALE AVE & W 55TH ST",2020,24776,19169,"S LAWNDALE AVE & W 55TH ST"
23,"1 POD Camera + LPR Existing: 59th & Kedzie","S KEDZIE AVE & W 59TH ST",2021,35747,19197,"S KEDZIE AVE & W 59TH ST"
23,"1 POD Camera + LPR Existing: 63rd & Kedzie","S KEDZIE AVE & W 63RD ST",2021,35747,19198,"S KEDZIE AVE & W 63RD ST"
23,"1 POD Camera + LPR on Existing - Archer & Austin","S ARCHER AVE & S AUSTIN AVE",2021,35747,19199,"S ARCHER AVE & S AUSTIN AVE"
23,"Mural w/ DCASE at 59th and South Central Park","S CENTRAL PARK AVE & W 59TH ST",2021,50000,19219,"S CENTRAL PARK AVE & W 59TH ST"
